0,1,2,3
0.8813505830275046,0.5848645525709683,0.7808239250508875,0.836315932546799
0.8345207448584514,0.7706758215362474,0.8391483247121246,0.6903203247371575
0.8614560564845145,0.6667313791597782,0.8145306887294839,0.7703108853557079
0.8138514112172783,0.46698173825842193,0.7963913630286767,0.9143968310905743
0.7918790374098533,0.8167350768368519,0.8506720848843775,0.5999535701765123
0.8439942647653002,0.6730646592377809,0.8053704864531733,0.726732852034123
0.8244383349711836,0.6068692041654589,0.803026572739365,0.7927353367146941
0.8503213557060653,0.7467353259383135,0.8148250954263524,0.7063854278603116
0.8369716213782359,0.7911990672395233,0.8368505499981259,0.672431141050384
0.7694780079510087,0.6704727982043868,0.8883440835868427,0.7742427239444686
0.763051474906659,0.7163691217804344,0.8992578427919601,0.7153252415722432
0.8282239646123291,0.5736660570626432,0.8202272221335131,0.8484633779486165
0.770483535416938,0.6930845245349806,0.8603038473760458,0.6821585419077829
0.8529444233161435,0.9221711343357383,0.8138724864560625,0.5588585666789077
0.7196579424203197,0.6482337301259461,0.9166740334729124,0.6970968072868456
0.8929539574333122,0.6680387202323205,0.7730990698541008,0.7539035665814078
0.8945963279280207,0.7460774181600451,0.788765002705264,0.6890875684657425
0.8056776810502071,0.6112538385345628,0.8517572939330808,0.8292178113078519
0.874159398026871,0.696434088257228,0.779247303925661,0.6893082582786634
0.86851946018517,0.7119008754815062,0.7915031917262026,0.6907832152357712
0.7850059244087989,0.6655051128297572,0.8679043386179538,0.7312488808466121
0.8998486283033615,0.7672708071696107,0.7715512958316644,0.653453485969317
0.8167260786128973,0.7447771899591165,0.873406634528655,0.6934988178808318
0.8263126512789212,0.7163749910758636,0.8550696660206556,0.7332521558097368
0.8334432277460171,0.7557988360642564,0.8339463656347154,0.6445817577922935
0.8778862122503223,0.6608795070895309,0.7915228316258468,0.7897800691256041
0.9089591080532142,0.7245902148720167,0.7741883604732882,0.7366648146436885
0.8466829828680051,0.6052249613211856,0.8231345761847377,0.8574805454623371
0.8287487974166716,0.7131407736765104,0.8411722791400497,0.7157795011532637
0.9026542355577234,0.7996221864334245,0.7962115337887614,0.6735432029291966
0.8827576695787692,0.6562196884148549,0.7745385567877959,0.7392069035964675
0.8687968954659101,0.7340326844241042,0.7952817216329403,0.6680433822029661
0.8787104216775953,0.5696822236064407,0.7559023175112675,0.7764195494157375
0.7440362402882383,0.6662837002287586,0.8870200467073698,0.6946129794702343
0.8105081639383813,0.7555315370348833,0.8470907270557732,0.683661518923181
0.7648151498237397,0.773184691891975,0.8912251694385427,0.6359947605431996
0.7864986275773493,0.6714561646184928,0.8377711348074778,0.6796185980337882
0.8155068017638861,0.6814691001681924,0.8502292978106186,0.7445631384608957
0.891759979299658,0.7723049914319108,0.7755141079715344,0.6353444346143817
0.8823719963153391,0.7487493144063432,0.8070417738300643,0.7085532688652914
0.7762923654744446,0.7293702124542798,0.8676260951980658,0.6680413992727274
0.7917096860058161,0.850816824521829,0.8716027857389318,0.6024706552052647
0.9008421784687919,0.7068671537907804,0.7652793605799483,0.7139574485953748
0.8775909744897163,0.7236751740708248,0.7708361323281842,0.6643474724632009
0.8548011006958078,0.7565759769895496,0.8116068205852441,0.6835400701570711
0.809578514272836,0.7160948927893507,0.842069082819741,0.6725121945413522
0.8694431692220913,0.7775067244441383,0.7539984824942689,0.5746302869661687
0.9194908618616803,0.6246791641927835,0.7436875071075922,0.7882754229357308
0.7984352511811466,0.6482829461476196,0.8469232008638163,0.7719206946376236
0.8365963879665105,0.7585042421838195,0.8558034308405622,0.7719025129985846
0.8241282685738045,0.9265757911141088,0.829390058311352,0.5550415907135589
0.8585427595340747,0.6584403620702644,0.7738378974070435,0.7033882014107498
0.7904658438958755,0.7016906273343108,0.8620642866316478,0.683771979466268
0.8638455529805787,0.7630675921828433,0.810467593545373,0.695386671868041
0.7781586482771562,0.7683852597340258,0.899509387453124,0.7063390007074328
0.7749766392167579,0.7755290630840694,0.8893640388115505,0.6734230018364555
0.8301996220411358,0.7017435103306549,0.8219574394530287,0.6989654027360439
0.8213156942376996,0.7703830502535608,0.8315152514153259,0.6680234958768179
0.7650774748750694,0.7460837847897306,0.9090913159512936,0.6767658991964255
0.8042916057439575,0.4424679388475682,0.8009929460148775,0.9551233905460352
0.8650538120215988,0.8285193964802952,0.7934444425918384,0.5947658378962036
0.7977843039247519,0.9172483863000336,0.8100390370742336,0.4875901143152164
0.8049937824895738,0.6013236935987052,0.8486071865693444,0.833094403728266
0.8171109703692465,0.6815891875667212,0.8473790873991722,0.7866854445406777
0.8292651658105639,0.7185219177649522,0.834971974788672,0.7087726385948181
0.8284053398304478,0.7682296093057822,0.8552249574253553,0.6756037189851767
0.9030681962452545,0.7857043452621926,0.8028391458765427,0.7192329072627162
0.7933061371886817,0.71983063753104,0.8395763566863579,0.6814704545501408
0.9471592468468807,0.7517232053117578,0.7318984949167384,0.6612576809305296
0.8746983379304132,0.668029745637793,0.80634306573103,0.826371199431061
0.8728286258230334,0.7978510840677795,0.8204073845572919,0.7092351283333874
0.8496631138117349,0.75996247152261,0.7915037825646155,0.6103087470004589
0.8911886990752989,0.6675324084244963,0.7824707940754888,0.771573045700713
0.8681685051637457,0.6818565519692096,0.8019078402157293,0.7187140779632086
0.8493786064946552,0.8282667086259082,0.8670913868590189,0.706297876917826
0.7881474922655163,0.7486795213072424,0.8696150567017827,0.6949075106653306
0.9044574528001904,0.6157133880089085,0.7602014471439811,0.8113003914031315
0.84604241168679,0.7724156187223046,0.8265605589763286,0.6561110065387448
0.8160209226588863,0.7510543215634669,0.8380356201608653,0.6615621348479331
0.8538352358282616,0.7476834638440472,0.7908944138392104,0.611482011558445
0.7951682458132662,0.6146185676052635,0.8590667373351223,0.7886597359644308
0.8092056304386686,0.7550418420108312,0.8428847337995518,0.6720927750645955
0.8185172704634222,0.6480165115485224,0.8114773323726997,0.7244929263540332
0.8374312629531111,0.649295817994788,0.808011151532666,0.7269838208652172
0.8591490445572705,0.6586490481998234,0.7999133640266459,0.7170726487763492
0.8950829510017031,0.7088988688742226,0.8069084471197715,0.7678969052557797
0.8541187239918449,0.7671234933721516,0.824060364876652,0.7114429695692037
0.7941579106898035,0.7101151028609649,0.8684005999673321,0.6950685295839691
0.8748749686786467,0.8522465742953986,0.8004212068295562,0.6335560428546082
0.7902836487256086,0.7165546302969844,0.8674079674164509,0.7046043198618698
0.8640780731934979,0.815302998432133,0.8154284127954367,0.6483480299029224
0.858097537625615,0.7257053131006191,0.818251939200095,0.7357543289058269
0.8246523427570898,0.6253952588347085,0.8340229709354684,0.7835510227136474
0.7225232223572774,0.7292605700904113,0.9304556959855976,0.6657010667349502
0.8775637376617893,0.6615226154322237,0.8018172428294937,0.8083701451514523
0.858221737941274,0.7724108073133837,0.81052512437244,0.705041485793546
0.8372208111546313,0.8056562108371972,0.8187152191086692,0.6525834680064124
0.8454970193477482,0.901658949787555,0.8417679189559205,0.5945113877926542
0.782706369699335,0.7540992467352011,0.8680398173785483,0.6587889970774282
0.921865658311264,0.719896913896302,0.7478991211367529,0.7078057275816492
0.9107046127727723,0.7310098948298027,0.7776591869251989,0.6900391177948243
0.8760257517422622,0.6103674536643255,0.7669491616780565,0.7772845393361109
0.9080376608294404,0.6742939952845927,0.7810594854742817,0.7913817788839759
