,time,object_1
0,0.0,"[397.0, 288.0, 30.0, 18.0]"
1,0.033333,"[395.891754150391, 287.161193847656, 31.808349609375, 19.2945861816406]"
2,0.066667,"[393.445861816406, 285.890594482422, 36.0856628417969, 21.774658203125]"
3,0.1,"[393.250640869141, 284.986022949219, 35.868408203125, 23.0735168457031]"
4,0.13333,"[395.70849609375, 286.925170898438, 30.5237426757812, 18.5125732421875]"
5,0.16667,"[395.302551269531, 286.508239746094, 30.9485473632812, 18.9003295898438]"
6,0.2,"[394.016326904297, 286.254943847656, 32.4969482421875, 19.5160522460938]"
7,0.23333,"[393.5234375, 285.4208984375, 32.8258056640625, 20.7244262695312]"
8,0.26667,"[390.037841796875, 283.015380859375, 39.4225769042969, 25.2121276855469]"
9,0.3,"[390.509338378906, 283.69921875, 37.9741516113281, 23.1868591308594]"
10,0.33333,"[393.391387939453, 285.363037109375, 31.05322265625, 19.1441955566406]"
11,0.36667,"[390.679931640625, 283.621215820312, 36.1639404296875, 22.3070983886719]"
12,0.4,"[389.631378173828, 282.740081787109, 37.3482055664062, 23.5133361816406]"
13,0.43333,"[392.060485839844, 284.275085449219, 31.9139099121094, 19.75634765625]"
14,0.46667,"[389.224548339844, 282.616577148438, 36.9797058105469, 22.5745239257812]"
15,0.5,"[387.227996826172, 280.914093017578, 40.8512573242188, 25.5479736328125]"
16,0.53333,"[389.391723632812, 282.302398681641, 36.1444091796875, 21.8929138183594]"
17,0.56667,"[391.034057617188, 283.333709716797, 31.6818542480469, 19.1444702148438]"
18,0.6,"[386.007629394531, 280.301239013672, 41.2435913085938, 24.978759765625]"
19,0.63333,"[387.565032958984, 280.91943359375, 37.776123046875, 22.9661865234375]"
20,0.66667,"[389.296691894531, 281.760864257812, 34.1502380371094, 20.5851440429688]"
21,0.7,"[388.474731445312, 280.248352050781, 35.3035583496094, 22.7161560058594]"
22,0.73333,"[390.529022216797, 281.506774902344, 30.8436889648438, 19.0345458984375]"
23,0.76667,"[389.682098388672, 280.951141357422, 32.3880004882812, 19.4531860351562]"
24,0.8,"[390.007446289062, 280.412933349609, 31.7931518554688, 19.5856628417969]"
25,0.83333,"[390.152740478516, 279.999542236328, 31.4266357421875, 19.6670837402344]"
26,0.86667,"[389.108062744141, 278.979125976562, 33.3564147949219, 20.5736999511719]"
