,time,object_1
0,0.0,"[27.0, 190.0, 31.0, 27.0]"
1,0.033333,"[29.1333334252307, 189.199999965538, 31.4666666867692, 27.1333333390769]"
2,0.066667,"[31.266666752, 188.399999968, 31.933333352, 27.266666672]"
3,0.1,"[33.4000000787692, 187.599999970462, 32.4000000172308, 27.4000000049231]"
4,0.13333,"[35.5333334055384, 186.799999972923, 32.8666666824615, 27.5333333378462]"
5,0.16667,"[37.6666667323077, 185.999999975385, 33.3333333476923, 27.6666666707692]"
6,0.2,"[39.8000000590769, 185.199999977846, 33.8000000129231, 27.8000000036923]"
7,0.23333,"[41.9333333858461, 184.399999980308, 34.2666666781539, 27.9333333366154]"
8,0.26667,"[44.0666667126154, 183.599999982769, 34.7333333433846, 28.0666666695385]"
9,0.3,"[46.2000000393846, 182.799999985231, 35.2000000086154, 28.2000000024615]"
10,0.33333,"[48.3333333661538, 181.999999987692, 35.6666666738462, 28.3333333353846]"
11,0.36667,"[50.4666666929231, 181.199999990154, 36.1333333390769, 28.4666666683077]"
12,0.4,"[52.6000000196923, 180.399999992615, 36.6000000043077, 28.6000000012308]"
13,0.43333,"[54.7333333464615, 179.599999995077, 37.0666666695385, 28.7333333341538]"
14,0.46667,"[56.8666666732308, 178.799999997538, 37.5333333347692, 28.8666666670769]"
15,0.5,"[59.0, 178.0, 38.0, 29.0]"
16,0.53333,"[58.7000005524616, 177.550000828692, 38.0499999079231, 29.0999998158461]"
17,0.56667,"[58.4000005233847, 177.100000785077, 38.0999999127692, 29.1999998255384]"
18,0.6,"[58.1000004943077, 176.650000741461, 38.1499999176154, 29.2999998352308]"
19,0.63333,"[57.8000004652308, 176.200000697846, 38.1999999224615, 29.3999998449231]"
20,0.66667,"[57.5000004361539, 175.750000654231, 38.2499999273077, 29.4999998546154]"
21,0.7,"[57.200000407077, 175.300000610615, 38.2999999321538, 29.5999998643077]"
22,0.73333,"[56.900000378, 174.850000567, 38.349999937, 29.699999874]"
23,0.76667,"[56.6000003489231, 174.400000523385, 38.3999999418461, 29.7999998836923]"
24,0.8,"[56.3000003198462, 173.950000479769, 38.4499999466923, 29.8999998933846]"
25,0.83333,"[56.0000002907693, 173.500000436154, 38.4999999515385, 29.9999999030769]"
26,0.86667,"[55.7000002616923, 173.050000392538, 38.5499999563846, 30.0999999127692]"
27,0.9,"[55.4000002326154, 172.600000348923, 38.5999999612308, 30.1999999224615]"
28,0.93333,"[55.1000002035385, 172.150000305308, 38.6499999660769, 30.2999999321538]"
29,0.96667,"[54.8000001744616, 171.700000261692, 38.6999999709231, 30.3999999418461]"
30,1.0,"[54.5000001453846, 171.250000218077, 38.7499999757692, 30.4999999515385]"
31,1.0333,"[54.2000001163077, 170.800000174462, 38.7999999806154, 30.5999999612308]"
32,1.0667,"[53.9000000872308, 170.350000130846, 38.8499999854615, 30.6999999709231]"
33,1.1,"[53.6000000581539, 169.900000087231, 38.8999999903077, 30.7999999806154]"
34,1.1333,"[53.3000000290769, 169.450000043615, 38.9499999951538, 30.8999999903077]"
35,1.1667,"[53.0, 169.0, 39.0, 31.0]"
36,1.2,"[51.8461516733731, 168.6923071129, 39.3846161088756, 31.2307696653254]"
