,time,object_1
0,0.0,"[326.0, 361.0, 17.0, 17.0]"
1,0.033333,"[325.687500261614, 360.812500156969, 17.1249998953543, 17.3749996860629]"
2,0.066667,"[325.375000244173, 360.625000146504, 17.2499999023307, 17.749999706992]"
3,0.1,"[325.062500226732, 360.43750013604, 17.3749999093071, 18.1249997279212]"
4,0.13333,"[324.750000209291, 360.250000125575, 17.4999999162835, 18.4999997488503]"
5,0.16667,"[324.43750019185, 360.06250011511, 17.6249999232598, 18.8749997697795]"
6,0.2,"[324.125000174409, 359.875000104646, 17.7499999302362, 19.2499997907086]"
7,0.23333,"[323.812500156968, 359.687500094181, 17.8749999372126, 19.6249998116377]"
8,0.26667,"[323.500000139527, 359.500000083717, 17.999999944189, 19.9999998325669]"
9,0.3,"[323.187500122086, 359.312500073252, 18.1249999511653, 20.374999853496]"
10,0.33333,"[322.875000104646, 359.125000062788, 18.2499999581417, 20.7499998744252]"
11,0.36667,"[322.562500087205, 358.937500052323, 18.3749999651181, 21.1249998953543]"
12,0.4,"[322.250000069764, 358.750000041858, 18.4999999720945, 21.4999999162834]"
13,0.43333,"[321.937500052323, 358.562500031394, 18.6249999790709, 21.8749999372126]"
14,0.46667,"[321.625000034882, 358.375000020929, 18.7499999860472, 22.2499999581417]"
15,0.5,"[321.312500017441, 358.187500010465, 18.8749999930236, 22.6249999790709]"
16,0.53333,"[321.0, 358.0, 19.0, 23.0]"
17,0.56667,"[320.777777752508, 358.0, 18.7222221906355, 22.8333333143813]"
18,0.6,"[320.555555531772, 358.0, 18.4444444147157, 22.6666666488294]"
19,0.63333,"[320.333333311037, 358.0, 18.166666638796, 22.4999999832776]"
20,0.66667,"[320.111111090301, 358.0, 17.8888888628763, 22.3333333177258]"
21,0.7,"[319.888888869565, 358.0, 17.6111110869565, 22.1666666521739]"
22,0.73333,"[319.666666648829, 358.0, 17.3333333110368, 21.9999999866221]"
23,0.76667,"[319.444444428094, 358.0, 17.0555555351171, 21.8333333210702]"
24,0.8,"[319.222222207358, 358.0, 16.7777777591973, 21.6666666555184]"
25,0.83333,"[318.999999986622, 358.0, 16.4999999832776, 21.4999999899666]"
26,0.86667,"[318.777777765886, 358.0, 16.2222222073579, 21.3333333244147]"
27,0.9,"[318.55555554515, 358.0, 15.9444444314381, 21.1666666588629]"
28,0.93333,"[318.333333324415, 358.0, 15.6666666555184, 20.999999993311]"
29,0.96667,"[318.111111103679, 358.0, 15.3888888795987, 20.8333333277592]"
30,1.0,"[317.888888882943, 358.0, 15.1111111036789, 20.6666666622074]"
31,1.0333,"[317.666666662207, 358.0, 14.8333333277592, 20.4999999966555]"
32,1.0667,"[317.444444441472, 358.0, 14.5555555518395, 20.3333333311037]"
33,1.1,"[317.222222220736, 358.0, 14.2777777759197, 20.1666666655518]"
34,1.1333,"[317.0, 358.0, 14.0, 20.0]"
35,1.1667,"[316.619047568085, 358.0, 14.095238107979, 19.7619047300525]"
36,1.2,"[316.23809518968, 358.0, 14.19047620258, 19.5238094935499]"
37,1.2333,"[315.857142811276, 358.0, 14.2857142971811, 19.2857142570473]"
38,1.2667,"[315.476190432872, 358.0, 14.3809523917821, 19.0476190205447]"
39,1.3,"[315.095238054468, 358.0, 14.4761904863832, 18.809523784042]"
40,1.3333,"[314.714285676063, 358.0, 14.5714285809842, 18.5714285475394]"
41,1.3667,"[314.333333297659, 358.0, 14.6666666755853, 18.3333333110368]"
42,1.4,"[313.952380919255, 358.0, 14.7619047701863, 18.0952380745342]"
43,1.4333,"[313.571428540851, 358.0, 14.8571428647874, 17.8571428380315]"
44,1.4667,"[313.190476162447, 358.0, 14.9523809593884, 17.6190476015289]"
45,1.5,"[312.809523784042, 358.0, 15.0476190539895, 17.3809523650263]"
46,1.5333,"[312.428571405638, 358.0, 15.1428571485905, 17.1428571285236]"
47,1.5667,"[312.047619027234, 358.0, 15.2380952431916, 16.904761892021]"
48,1.6,"[311.66666664883, 358.0, 15.3333333377926, 16.6666666555184]"
49,1.6333,"[311.285714270425, 358.0, 15.4285714323937, 16.4285714190158]"
50,1.6667,"[310.904761892021, 358.0, 15.5238095269947, 16.1904761825131]"
51,1.7,"[310.523809513617, 358.0, 15.6190476215958, 15.9523809460105]"
52,1.7333,"[310.142857135213, 358.0, 15.7142857161968, 15.7142857095079]"
53,1.7667,"[309.761904756808, 358.0, 15.8095238107979, 15.4761904730053]"
54,1.8,"[309.380952378404, 358.0, 15.9047619053989, 15.2380952365026]"
55,1.8333,"[309.0, 358.0, 16.0, 15.0]"
56,1.8667,"[308.56250036626, 357.687500261614, 16.1874998430314, 15.3749996860629]"
57,1.9,"[308.125000341842, 357.375000244173, 16.374999853496, 15.749999706992]"
58,1.9333,"[307.687500317425, 357.062500226732, 16.5624998639606, 16.1249997279212]"
59,1.9667,"[307.250000293008, 356.750000209291, 16.7499998744251, 16.4999997488503]"
60,2.0,"[306.81250026859, 356.43750019185, 16.9374998848897, 16.8749997697795]"
61,2.0333,"[306.375000244173, 356.125000174409, 17.1249998953543, 17.2499997907086]"
62,2.0667,"[305.937500219756, 355.812500156968, 17.3124999058189, 17.6249998116377]"
63,2.1,"[305.500000195339, 355.500000139527, 17.4999999162834, 17.9999998325669]"
64,2.1333,"[305.062500170921, 355.187500122086, 17.687499926748, 18.374999853496]"
65,2.1667,"[304.625000146504, 354.875000104646, 17.8749999372126, 18.7499998744252]"
66,2.2,"[304.187500122087, 354.562500087205, 18.0624999476771, 19.1249998953543]"
67,2.2333,"[303.750000097669, 354.250000069764, 18.2499999581417, 19.4999999162834]"
68,2.2667,"[303.312500073252, 353.937500052323, 18.4374999686063, 19.8749999372126]"
69,2.3,"[302.875000048835, 353.625000034882, 18.6249999790709, 20.2499999581417]"
70,2.3333,"[302.437500024417, 353.312500017441, 18.8124999895354, 20.6249999790709]"
71,2.3667,"[302.0, 353.0, 19.0, 21.0]"
72,2.4,"[301.727272168302, 353.0, 18.9545453613837, 20.8636360841511]"
73,2.4333,"[301.454544922193, 353.0, 18.9090908203654, 20.7272724610962]"
74,2.4667,"[301.181817676083, 353.0, 18.8636362793471, 20.5909088380414]"
75,2.5,"[300.909090429974, 353.0, 18.8181817383289, 20.4545452149866]"
76,2.5333,"[300.636363183864, 353.0, 18.7727271973106, 20.3181815919318]"
77,2.5667,"[300.363635937754, 353.0, 18.7272726562923, 20.181817968877]"
78,2.6,"[300.090908691645, 353.0, 18.681818115274, 20.0454543458222]"
79,2.6333,"[299.818181445535, 353.0, 18.6363635742558, 19.9090907227674]"
80,2.6667,"[299.545454199425, 353.0, 18.5909090332375, 19.7727270997126]"
81,2.7,"[299.272726953316, 353.0, 18.5454544922192, 19.6363634766577]"
82,2.7333,"[298.999999707206, 353.0, 18.499999951201, 19.4999998536029]"
83,2.7667,"[298.727272461096, 353.0, 18.4545454101827, 19.3636362305481]"
