,time,object_1
0,0.0,"[396.066772460938, 229.787338256836, 39.7856750488281, 35.5042266845703]"
1,0.033333,"[395.829345703125, 229.357925415039, 40.3180541992188, 35.9220123291016]"
2,0.066667,"[395.890045166016, 229.385635375977, 40.1078491210938, 35.7046356201172]"
3,0.1,"[396.222839355469, 229.624084472656, 39.0867919921875, 34.7649230957031]"
4,0.13333,"[396.276275634766, 229.661712646484, 38.8518981933594, 34.5753784179688]"
5,0.16667,"[396.143218994141, 229.320022583008, 38.9348754882812, 34.7629852294922]"
6,0.2,"[395.670104980469, 228.890014648438, 39.6685485839844, 35.4453125]"
7,0.23333,"[394.826019287109, 228.103164672852, 40.8056335449219, 36.4499053955078]"
8,0.26667,"[394.772308349609, 228.049682617188, 40.8205871582031, 36.4620971679688]"
9,0.3,"[395.067260742188, 228.05729675293, 40.2554931640625, 35.9713897705078]"
10,0.33333,"[395.051574707031, 228.482116699219, 39.4374084472656, 35.1226196289062]"
11,0.36667,"[395.342071533203, 228.475173950195, 38.8420104980469, 34.6489105224609]"
12,0.4,"[394.742004394531, 227.878082275391, 39.5942993164062, 35.3473205566406]"
13,0.43333,"[394.568664550781, 227.572402954102, 39.9424743652344, 35.6069183349609]"
14,0.46667,"[393.943511962891, 227.235595703125, 40.5555114746094, 36.2445678710938]"
15,0.5,"[393.958099365234, 227.526504516602, 39.6602783203125, 35.3208770751953]"
16,0.53333,"[393.904907226562, 227.556793212891, 39.61181640625, 35.2752380371094]"
17,0.56667,"[393.514617919922, 227.234527587891, 39.7754516601562, 35.5314636230469]"
18,0.6,"[393.065948486328, 227.217193603516, 39.7925109863281, 35.5609436035156]"
19,0.63333,"[393.277770996094, 227.434936523438, 38.8412170410156, 34.7174072265625]"
20,0.66667,"[392.733551025391, 227.177749633789, 39.3528442382812, 35.2465057373047]"
21,0.7,"[392.222595214844, 227.017166137695, 39.5776977539062, 35.4902191162109]"
22,0.73333,"[392.022857666016, 226.853515625, 39.5462341308594, 35.2911682128906]"
23,0.76667,"[391.152130126953, 226.445434570312, 40.3219909667969, 36.0842895507812]"
24,0.8,"[390.9638671875, 226.722671508789, 39.7413330078125, 35.4728240966797]"
25,0.83333,"[390.529846191406, 226.49250793457, 39.9918823242188, 35.6720733642578]"
26,0.86667,"[389.808288574219, 226.295562744141, 40.3135375976562, 35.9947814941406]"
27,0.9,"[389.427032470703, 226.410568237305, 40.09765625, 35.7666778564453]"
28,0.93333,"[388.939025878906, 226.625625610352, 39.6912231445312, 35.3476715087891]"
29,0.96667,"[387.71240234375, 226.083526611328, 40.73681640625, 36.4180603027344]"
30,1.0,"[387.09521484375, 226.181854248047, 40.5330505371094, 36.2133483886719]"
31,1.0333,"[386.904846191406, 226.604064941406, 39.6209716796875, 35.288330078125]"
32,1.0667,"[385.725219726562, 226.112731933594, 40.6091918945312, 36.2900390625]"
33,1.1,"[384.752960205078, 226.073760986328, 40.7232055664062, 36.4087219238281]"
34,1.1333,"[383.761688232422, 226.151031494141, 40.7464904785156, 36.4359130859375]"
35,1.1667,"[383.070251464844, 226.245468139648, 40.5463256835938, 36.2293548583984]"
36,1.2,"[381.823852539062, 226.168304443359, 40.8139953613281, 36.5234985351562]"
37,1.2333,"[380.934967041016, 226.677307128906, 40.1417846679688, 35.9599609375]"
38,1.2667,"[380.413696289062, 227.626846313477, 38.7506103515625, 34.5317840576172]"
39,1.3,"[379.588104248047, 227.861053466797, 38.3610534667969, 34.1553039550781]"
40,1.3333,"[377.804016113281, 227.677810668945, 39.3292846679688, 35.0491180419922]"
41,1.3667,"[376.228210449219, 227.725708007812, 39.6510314941406, 35.41162109375]"
42,1.4,"[375.577270507812, 228.373260498047, 38.4736938476562, 34.2411193847656]"
43,1.4333,"[374.835601806641, 228.933944702148, 37.64013671875, 33.4916534423828]"
44,1.4667,"[373.228759765625, 228.88639831543, 38.2469787597656, 34.0411529541016]"
