,time,object_1
0,0.0,"[533.712097167969, 37.7191047668457, 36.5501098632812, 35.5261878967285]"
1,0.033333,"[534.256774902344, 44.1139183044434, 36.7954711914062, 35.805591583252]"
2,0.066667,"[534.686279296875, 47.3986053466797, 36.5364379882812, 35.5001068115234]"
3,0.1,"[535.236267089844, 53.8249206542969, 37.0062255859375, 36.0035552978516]"
4,0.13333,"[535.835571289062, 57.435173034668, 36.3097534179688, 35.2668075561523]"
5,0.16667,"[536.17041015625, 63.2434921264648, 36.98193359375, 35.9522705078125]"
6,0.2,"[536.73779296875, 66.5206527709961, 36.540283203125, 35.4892501831055]"
7,0.23333,"[537.085021972656, 72.4539794921875, 37.31982421875, 36.2873764038086]"
8,0.26667,"[538.4853515625, 79.6816329956055, 35.5997314453125, 34.5510101318359]"
9,0.3,"[538.110656738281, 85.5439300537109, 37.089111328125, 36.051139831543]"
10,0.33333,"[538.21240234375, 88.590217590332, 37.146484375, 36.1036758422852]"
11,0.36667,"[538.919616699219, 95.3744583129883, 36.54248046875, 35.4862289428711]"
12,0.4,"[539.180114746094, 98.3260269165039, 36.6196899414062, 35.5772323608398]"
13,0.43333,"[539.164794921875, 101.360389709473, 36.7244873046875, 35.6783981323242]"
14,0.46667,"[539.2998046875, 107.342063903809, 37.2718505859375, 36.2101516723633]"
15,0.5,"[539.498901367188, 113.754608154297, 36.8297119140625, 35.7809753417969]"
16,0.53333,"[539.623962402344, 116.78832244873, 36.7589721679688, 35.706428527832]"
17,0.56667,"[539.718627929688, 122.82177734375, 36.6334228515625, 35.5730438232422]"
18,0.6,"[539.855529785156, 126.183395385742, 36.240966796875, 35.1962738037109]"
19,0.63333,"[539.916320800781, 131.945602416992, 36.2877197265625, 35.2147979736328]"
20,0.66667,"[540.570129394531, 138.002822875977, 35.557861328125, 34.4808654785156]"
21,0.7,"[540.618469238281, 143.510971069336, 35.9659423828125, 34.9158477783203]"
22,0.73333,"[540.526000976562, 148.885345458984, 36.53955078125, 35.4809265136719]"
23,0.76667,"[540.765014648438, 151.772308349609, 36.4154663085938, 35.3390808105469]"
