,time,object_1
0,0.0,"[240.03108215332, 31.2019634246826, 23.1627655029297, 18.2235507965088]"
1,0.033333,"[238.470474243164, 31.1962814331055, 23.2951507568359, 18.2365608215332]"
2,0.066667,"[236.851943969727, 31.2045516967773, 23.0357208251953, 18.1812133789062]"
3,0.1,"[234.690704345703, 31.3494243621826, 23.3153991699219, 18.4382266998291]"
4,0.13333,"[233.339401245117, 31.3925952911377, 23.5623626708984, 18.4898853302002]"
5,0.16667,"[231.147125244141, 31.9111557006836, 22.9581451416016, 17.9784164428711]"
6,0.2,"[229.984329223633, 32.1644859313965, 22.7671508789062, 17.8979110717773]"
7,0.23333,"[226.908386230469, 32.3599281311035, 23.3639678955078, 18.4275588989258]"
8,0.26667,"[224.918991088867, 32.4434547424316, 23.8576812744141, 18.8210487365723]"
9,0.3,"[222.114669799805, 33.2410278320312, 23.0222015380859, 18.0252494812012]"
10,0.33333,"[218.041107177734, 33.4583930969238, 23.7861328125, 18.7477493286133]"
11,0.36667,"[216.666534423828, 34.0205764770508, 23.0694885253906, 18.1061630249023]"
12,0.4,"[212.628997802734, 34.5734100341797, 23.2123413085938, 18.2192993164062]"
13,0.43333,"[210.513153076172, 34.7900733947754, 23.2793579101562, 18.315486907959]"
14,0.46667,"[205.864135742188, 35.1030960083008, 24.0728302001953, 18.9243507385254]"
15,0.5,"[203.984619140625, 35.6676406860352, 23.2720031738281, 18.2666282653809]"
16,0.53333,"[199.801895141602, 36.2236175537109, 23.0079040527344, 18.0282402038574]"
17,0.56667,"[197.217697143555, 36.1597061157227, 23.7311248779297, 18.6039085388184]"
18,0.6,"[192.977127075195, 36.8603591918945, 22.8379669189453, 17.8845672607422]"
19,0.63333,"[187.75146484375, 36.4900283813477, 23.9946441650391, 19.0071258544922]"
20,0.66667,"[183.884460449219, 36.9503707885742, 22.8951416015625, 17.9548187255859]"
21,0.7,"[178.933227539062, 36.7291069030762, 23.3690490722656, 18.4017448425293]"
22,0.73333,"[174.339263916016, 36.4259490966797, 23.6019592285156, 18.475902557373]"
23,0.76667,"[171.805786132812, 35.8558692932129, 24.1710052490234, 19.0442161560059]"
24,0.8,"[167.649215698242, 35.7475814819336, 23.2275238037109, 18.2367935180664]"
25,0.83333,"[164.755126953125, 35.0917892456055, 24.3177337646484, 19.1317710876465]"
26,0.86667,"[160.792358398438, 35.0463790893555, 23.0717010498047, 18.1014404296875]"
27,0.9,"[155.651504516602, 33.7083740234375, 24.3922119140625, 19.2882957458496]"
28,0.93333,"[151.854202270508, 33.1844100952148, 23.1882934570312, 18.2156982421875]"
29,0.96667,"[146.729904174805, 31.9719715118408, 24.4285278320312, 19.2338161468506]"
30,1.0,"[144.719848632812, 31.5642776489258, 23.901123046875, 18.9247894287109]"
31,1.0333,"[140.877456665039, 30.9225559234619, 23.0939483642578, 18.140043258667]"
32,1.0667,"[136.562973022461, 29.7918891906738, 23.4086608886719, 18.4418487548828]"
33,1.1,"[133.910949707031, 28.9427318572998, 24.3433685302734, 19.1513500213623]"
34,1.1333,"[129.895462036133, 27.9555759429932, 24.3520660400391, 19.1611881256104]"
35,1.1667,"[127.858024597168, 27.3680095672607, 24.2915573120117, 19.2916088104248]"
36,1.2,"[123.844367980957, 26.3437690734863, 24.3171615600586, 19.320686340332]"
37,1.2333,"[121.830192565918, 25.6059417724609, 24.3349075317383, 19.298770904541]"
38,1.2667,"[118.162338256836, 24.8242931365967, 23.8504180908203, 18.8178730010986]"
39,1.3,"[114.788703918457, 24.1338405609131, 23.0620651245117, 18.0690937042236]"
40,1.3333,"[111.009544372559, 23.1052341461182, 23.1273727416992, 18.1080074310303]"
41,1.3667,"[108.715469360352, 22.2291946411133, 24.0887298583984, 18.9435195922852]"
42,1.4,"[105.441879272461, 21.4572772979736, 23.5552520751953, 18.4715785980225]"
43,1.4333,"[103.878044128418, 21.102689743042, 23.1585006713867, 18.1890735626221]"
44,1.4667,"[100.233810424805, 20.0376834869385, 23.7348098754883, 18.6096935272217]"
45,1.5,"[98.8439559936523, 19.9105796813965, 23.0282897949219, 18.0383110046387]"
