,time,object_1
0,0.0,"[339.069244206039, 334.246461390751, 25.0, 17.0]"
1,0.033333,"[337.720672428695, 333.329743861454, 27.0, 18.0]"
2,0.066667,"[335.233916878875, 332.041871547001, 30.0, 21.0]"
3,0.1,"[336.733184814453, 334.290773450368, 30.0, 21.0]"
4,0.13333,"[335.183257699187, 333.49554622086, 30.0, 21.0]"
5,0.16667,"[336.939483642578, 332.104005336063, 30.0, 21.0]"
6,0.2,"[336.020202457992, 332.509828268696, 30.0, 21.0]"
7,0.23333,"[336.808258056641, 330.220429539157, 30.0, 21.0]"
8,0.26667,"[335.99923688182, 330.294556736423, 30.0, 21.0]"
9,0.3,"[336.748901367188, 330.294587254001, 30.0, 21.0]"
10,0.33333,"[336.481079101562, 331.287507533329, 31.0, 21.0]"
11,0.36667,"[339.733093261719, 334.030366598774, 25.0, 16.0]"
12,0.4,"[338.464721322234, 334.238832174946, 25.0, 16.0]"
13,0.43333,"[338.032379150391, 332.793367265782, 30.0, 20.0]"
14,0.46667,"[338.158081054688, 332.269380270649, 30.0, 19.0]"
15,0.5,"[336.47872906932, 331.285035966954, 32.0, 22.0]"
16,0.53333,"[337.608214974578, 329.353242217884, 30.0, 21.0]"
17,0.56667,"[337.442596078094, 329.971925257938, 30.0, 21.0]"
18,0.6,"[339.416228890594, 332.106752096821, 27.0, 17.0]"
19,0.63333,"[338.989196598617, 327.362366795016, 30.0, 21.0]"
20,0.66667,"[338.854766666977, 327.233491062594, 31.0, 21.0]"
21,0.7,"[338.825042367156, 328.499360381946, 30.0, 20.0]"
22,0.73333,"[341.99484235057, 328.88845950304, 27.0, 18.0]"
23,0.76667,"[341.245238900359, 329.638123988407, 27.0, 18.0]"
24,0.8,"[340.825744092726, 329.575288295048, 27.0, 17.0]"
25,0.83333,"[344.048248291016, 326.866028904391, 27.0, 18.0]"
26,0.86667,"[344.048248291016, 329.114930807759, 27.0, 18.0]"
27,0.9,"[341.719481885695, 326.353882908297, 29.0, 18.0]"
28,0.93333,"[343.504363656219, 327.804780661274, 29.0, 18.0]"
29,0.96667,"[342.754729688429, 326.305482208118, 29.0, 18.0]"
30,1.0,"[342.759918212891, 323.326203643665, 34.0, 24.0]"
31,1.0333,"[342.886382341734, 326.604188620259, 29.0, 19.0]"
32,1.0667,"[343.062926888641, 321.661072670977, 32.0, 22.0]"
33,1.1,"[345.781341552734, 323.177369236423, 30.0, 20.0]"
34,1.1333,"[344.748016357422, 320.971528350696, 33.0, 24.0]"
35,1.1667,"[344.389098584914, 322.286347507907, 31.0, 20.0]"
36,1.2,"[347.106750309555, 321.710236668063, 29.0, 20.0]"
37,1.2333,"[347.761505126953, 319.594757794985, 30.0, 20.0]"
38,1.2667,"[346.613006055617, 323.123719870259, 29.0, 20.0]"
39,1.3,"[349.705749690445, 321.907136439579, 29.0, 19.0]"
40,1.3333,"[348.595947265625, 320.504456817493, 30.0, 20.0]"
41,1.3667,"[349.009094238281, 318.134644448321, 30.0, 21.0]"
42,1.4,"[348.149749577133, 317.642914890719, 31.0, 22.0]"
43,1.4333,"[350.103149414062, 318.240601658297, 30.0, 20.0]"
44,1.4667,"[348.346221923828, 315.624909519626, 34.0, 24.0]"
45,1.5,"[350.278930485336, 319.185731410282, 29.0, 19.0]"
46,1.5333,"[347.905548095703, 313.227784096758, 36.0, 25.0]"
47,1.5667,"[352.147827148438, 316.822632908298, 28.0, 18.0]"
48,1.6,"[350.692962646484, 313.625397622149, 32.0, 22.0]"
49,1.6333,"[352.281555175781, 317.107667445438, 28.0, 18.0]"
50,1.6667,"[350.394226074219, 313.646241485462, 33.0, 22.0]"
51,1.7,"[349.664520263672, 312.212830662204, 35.0, 23.0]"
52,1.7333,"[351.713592529297, 311.066651105532, 31.0, 21.0]"
53,1.7667,"[353.22488421193, 311.470887124102, 30.0, 20.0]"
54,1.8,"[350.666137695312, 305.309173583984, 33.7832641601562, 23.9615173339844]"
55,1.8333,"[352.748931884766, 306.910034179688, 30.2738952636719, 19.6680603027344]"
56,1.8667,"[351.497344970703, 305.353149414062, 32.7921447753906, 21.2927856445312]"
57,1.9,"[350.82861328125, 303.186737060547, 34.4418640136719, 24.5219116210938]"
58,1.9333,"[351.086151123047, 302.55810546875, 33.9641723632812, 24.3013305664062]"
59,1.9667,"[350.565246582031, 302.701568603516, 35.2728576660156, 22.7648010253906]"
60,2.0,"[350.951995849609, 301.463806152344, 34.5365905761719, 23.8204650878906]"
61,2.0333,"[351.353546142578, 300.786682128906, 33.7518310546875, 23.8279418945312]"
62,2.0667,"[350.685272216797, 300.556854248047, 35.1514587402344, 23.1168823242188]"
63,2.1,"[352.044586181641, 300.188293457031, 32.5702209472656, 22.5865478515625]"
64,2.1333,"[352.511871337891, 299.804473876953, 31.7377624511719, 21.8893737792969]"
65,2.1667,"[351.652069091797, 299.072265625, 33.45263671875, 22.0147094726562]"
66,2.2,"[352.4765625, 298.420257568359, 31.8324279785156, 22.0090637207031]"
67,2.2333,"[353.884429931641, 298.829193115234, 29.0940246582031, 19.7450256347656]"
