,time,object_1
0,0.0,"[429.093200683594, 228.724716186523, 47.84716796875, 38.6262969970703]"
1,0.033333,"[428.289886474609, 231.203552246094, 48.2284240722656, 38.9097595214844]"
2,0.066667,"[426.717987060547, 236.325454711914, 48.1947021484375, 38.9912261962891]"
3,0.1,"[425.889770507812, 238.986099243164, 48.504150390625, 39.1255035400391]"
4,0.13333,"[424.714324951172, 243.800537109375, 48.3276672363281, 39.0857543945312]"
5,0.16667,"[423.809387207031, 248.622421264648, 47.9672241210938, 38.7822113037109]"
6,0.2,"[422.860687255859, 252.85661315918, 48.3310852050781, 39.0352020263672]"
7,0.23333,"[422.415222167969, 254.91162109375, 48.5729370117188, 39.3446350097656]"
8,0.26667,"[422.120361328125, 259.189819335938, 48.5166320800781, 39.1385803222656]"
9,0.3,"[422.01806640625, 261.040100097656, 48.6773681640625, 39.27001953125]"
10,0.33333,"[422.334716796875, 264.865386962891, 48.8603210449219, 39.5741271972656]"
11,0.36667,"[423.374389648438, 268.518768310547, 48.5832824707031, 39.2834167480469]"
12,0.4,"[423.891540527344, 270.200164794922, 48.6375732421875, 39.1610717773438]"
13,0.43333,"[425.432952880859, 272.908599853516, 49.0010070800781, 39.5602111816406]"
14,0.46667,"[426.439178466797, 274.19677734375, 48.8246765136719, 39.3894348144531]"
15,0.5,"[428.360168457031, 276.722747802734, 49.113037109375, 39.6000366210938]"
16,0.53333,"[429.549682617188, 277.914978027344, 48.9816589355469, 39.3455810546875]"
17,0.56667,"[431.89501953125, 280.157592773438, 48.915283203125, 39.1636657714844]"
18,0.6,"[434.3974609375, 282.2724609375, 48.72021484375, 39.1137390136719]"
19,0.63333,"[436.60595703125, 284.165008544922, 48.6686706542969, 39.0286560058594]"
20,0.66667,"[437.683685302734, 285.132843017578, 48.7456359863281, 38.9543151855469]"
21,0.7,"[439.973083496094, 286.957946777344, 48.53173828125, 38.7078857421875]"
22,0.73333,"[441.086273193359, 287.936187744141, 48.3018798828125, 38.4783630371094]"
23,0.76667,"[442.976623535156, 289.347930908203, 48.6651306152344, 38.8132629394531]"
24,0.8,"[443.731231689453, 289.795684814453, 49.1046142578125, 39.206298828125]"
25,0.83333,"[445.799987792969, 291.373870849609, 48.6974182128906, 38.8596801757812]"
26,0.86667,"[446.521820068359, 291.743041992188, 49.1455383300781, 39.2810974121094]"
27,0.9,"[448.160583496094, 292.79541015625, 49.2400207519531, 39.512939453125]"
28,0.93333,"[449.972595214844, 293.993804931641, 48.9688720703125, 39.1412048339844]"
29,0.96667,"[451.288391113281, 294.841705322266, 49.1640625, 39.3973999023438]"
30,1.0,"[452.374664306641, 295.646606445312, 48.5539245605469, 38.8622131347656]"
31,1.0333,"[453.562225341797, 296.361419677734, 48.6921691894531, 38.9528198242188]"
32,1.0667,"[454.495056152344, 296.984069824219, 49.0192260742188, 39.1908569335938]"
33,1.1,"[455.25146484375, 297.503143310547, 48.5472412109375, 38.7904663085938]"
34,1.1333,"[455.899261474609, 297.722290039062, 49.2297058105469, 39.3838806152344]"
35,1.1667,"[457.164154052734, 298.679168701172, 48.2886657714844, 38.4263305664062]"
36,1.2,"[457.204498291016, 298.624267578125, 49.2377624511719, 39.4388122558594]"
37,1.2333,"[457.670318603516, 299.054016113281, 48.9112854003906, 38.99755859375]"
38,1.2667,"[458.118072509766, 299.282073974609, 48.7047729492188, 38.912841796875]"
39,1.3,"[458.314453125, 299.318145751953, 48.7144165039062, 38.9971008300781]"
40,1.3333,"[458.588531494141, 299.537170410156, 48.5073547363281, 38.7934875488281]"
41,1.3667,"[458.621490478516, 299.567016601562, 48.4756469726562, 38.7484436035156]"
