,time,object_1
0,0.0,"[264.847534179688, 353.205017089844, 47.1506958007812, 31.4873962402344]"
1,0.033333,"[263.478759765625, 351.567199707031, 47.3318176269531, 31.6270446777344]"
2,0.066667,"[262.475616455078, 349.898895263672, 47.3359375, 31.630859375]"
3,0.1,"[261.760864257812, 348.860900878906, 47.1658020019531, 31.4832763671875]"
4,0.13333,"[262.106842041016, 349.527862548828, 47.2011108398438, 31.4818115234375]"
5,0.16667,"[261.261932373047, 347.2998046875, 47.399658203125, 31.6674194335938]"
6,0.2,"[261.114776611328, 346.375213623047, 47.1717224121094, 31.4527893066406]"
7,0.23333,"[261.071655273438, 345.122802734375, 47.1908874511719, 31.4808654785156]"
8,0.26667,"[261.153381347656, 344.261199951172, 47.3265991210938, 31.5786437988281]"
9,0.3,"[261.487060546875, 343.222534179688, 47.3067016601562, 31.5908508300781]"
10,0.33333,"[261.353515625, 343.711364746094, 47.4059143066406, 31.6579895019531]"
11,0.36667,"[262.120697021484, 342.317779541016, 47.2985229492188, 31.5548095703125]"
12,0.4,"[262.992156982422, 341.224212646484, 47.1442565917969, 31.4409790039062]"
13,0.43333,"[263.750762939453, 340.042602539062, 47.1737365722656, 31.4781799316406]"
14,0.46667,"[264.434448242188, 338.025024414062, 47.3497314453125, 31.6338500976562]"
15,0.5,"[265.209594726562, 336.149871826172, 47.3393249511719, 31.605712890625]"
16,0.53333,"[265.017852783203, 337.217834472656, 47.0957946777344, 31.3949890136719]"
17,0.56667,"[266.162139892578, 333.929290771484, 47.2437438964844, 31.5117797851562]"
18,0.6,"[266.88671875, 331.168701171875, 47.1044616699219, 31.4179382324219]"
19,0.63333,"[267.584777832031, 328.141082763672, 47.2100219726562, 31.5165710449219]"
20,0.66667,"[268.4462890625, 324.916412353516, 47.3194580078125, 31.5913696289062]"
21,0.7,"[269.047546386719, 321.292388916016, 47.084228515625, 31.3836975097656]"
22,0.73333,"[268.616027832031, 323.195953369141, 47.2078857421875, 31.5070190429688]"
23,0.76667,"[269.621673583984, 317.468109130859, 47.1878051757812, 31.4726867675781]"
24,0.8,"[270.164733886719, 313.255279541016, 47.1426391601562, 31.4332580566406]"
25,0.83333,"[270.593658447266, 308.966094970703, 47.2064819335938, 31.5045776367188]"
26,0.86667,"[271.088409423828, 304.558563232422, 46.99755859375, 31.2977294921875]"
27,0.9,"[271.160675048828, 300.469543457031, 47.0152893066406, 31.3165893554688]"
28,0.93333,"[271.168853759766, 302.445587158203, 47.01904296875, 31.3175354003906]"
29,0.96667,"[271.322265625, 296.167510986328, 47.1941528320312, 31.4881591796875]"
30,1.0,"[271.320037841797, 292.556915283203, 47.1598510742188, 31.4441528320312]"
31,1.0333,"[271.347839355469, 289.08740234375, 47.1831665039062, 31.4821166992188]"
32,1.0667,"[271.245788574219, 286.140899658203, 47.0142211914062, 31.3361206054688]"
33,1.1,"[270.945281982422, 283.205535888672, 46.9477233886719, 31.2973022460938]"
34,1.1333,"[271.23974609375, 284.624450683594, 46.9685363769531, 31.2821655273438]"
35,1.1667,"[270.392059326172, 280.85546875, 47.1429748535156, 31.4302368164062]"
36,1.2,"[269.672271728516, 278.406127929688, 47.0346984863281, 31.3578796386719]"
37,1.2333,"[268.621490478516, 276.709747314453, 47.0577087402344, 31.37255859375]"
38,1.2667,"[267.580108642578, 274.577178955078, 47.0965270996094, 31.40283203125]"
39,1.3,"[266.319580078125, 272.9931640625, 47.0801391601562, 31.3902282714844]"
40,1.3333,"[267.103424072266, 273.856719970703, 46.8478088378906, 31.1974487304688]"
41,1.3667,"[264.860748291016, 271.366668701172, 46.9362487792969, 31.2986755371094]"
42,1.4,"[263.241577148438, 269.975402832031, 46.9528503417969, 31.2823791503906]"
43,1.4333,"[261.366821289062, 268.150177001953, 47.2008666992188, 31.5049438476562]"
44,1.4667,"[259.39404296875, 266.694641113281, 47.1951904296875, 31.4855651855469]"
45,1.5,"[257.426483154297, 264.911926269531, 47.2040405273438, 31.4995727539062]"
46,1.5333,"[258.4560546875, 265.9111328125, 47.1936340332031, 31.4908752441406]"
47,1.5667,"[255.448944091797, 263.16650390625, 47.1852416992188, 31.4941101074219]"
48,1.6,"[253.288238525391, 261.187683105469, 47.0464477539062, 31.373046875]"
49,1.6333,"[251.121231079102, 259.292205810547, 46.8483428955078, 31.2145690917969]"
50,1.6667,"[248.750793457031, 256.931121826172, 46.9967651367188, 31.3377380371094]"
51,1.7,"[246.472152709961, 254.990997314453, 47.1384429931641, 31.4456481933594]"
52,1.7333,"[247.560272216797, 255.967849731445, 47.1046142578125, 31.4238128662109]"
53,1.7667,"[244.342971801758, 252.830581665039, 47.0001373291016, 31.3171234130859]"
54,1.8,"[242.197189331055, 250.96257019043, 46.7860870361328, 31.1408538818359]"
55,1.8333,"[240.16357421875, 248.929901123047, 46.7850646972656, 31.1398620605469]"
