,time,object_1
0,0.0,"[262.256408691406, 16.746395111084, 23.9463500976562, 23.1110191345215]"
1,0.033333,"[260.279648609078, 17.8667642752562, 28.4860907759883, 21.7393850658858]"
2,0.066667,"[259.530014641288, 20.1156661786237, 26.98682284041, 20.9897510980966]"
3,0.1,"[258.03074670571, 17.8667642752562, 29.1292874739774, 27.5364530404176]"
4,0.13333,"[258.780380673499, 23.8638360175696, 32.2342606149341, 23.2386530014641]"
5,0.16667,"[259.530014641288, 26.112737920937, 29.2357247437775, 21.7393850658858]"
6,0.2,"[259.530014641288, 27.6120058565154, 31.484626647145, 24.7379209370424]"
7,0.23333,"[260.279648609078, 30.6105417276721, 30.7349926793558, 23.9882869692533]"
8,0.26667,"[260.279648609078, 32.1098096632504, 30.7349926793558, 23.9882869692533]"
9,0.3,"[261.029282576867, 36.6076134699854, 32.9838945827233, 20.9897510980966]"
10,0.33333,"[260.279648609078, 38.1068814055637, 32.9838945827233, 20.9897510980966]"
11,0.36667,"[264.027818448023, 40.3557833089312, 29.2357247437774, 23.7557241068403]"
12,0.4,"[261.778916544656, 46.110237121582, 33.4152983948916, 19.0]"
13,0.43333,"[267.02635431918, 44.103953147877, 29.2357247437774, 21.7393850658858]"
14,0.46667,"[268.525622254758, 47.1024890190337, 29.2357247437775, 21.7393850658858]"
15,0.5,"[266.276720351391, 51.2206726074219, 28.3949715431403, 24.0]"
16,0.53333,"[267.775988286969, 51.6002928257687, 31.4846266471449, 22.8768304347294]"
17,0.56667,"[266.590850830078, 51.0649337768555, 35.4718017578125, 33.0298156738281]"
18,0.6,"[271.112854003906, 58.1713180541992, 27.4033813476562, 24.2175216674805]"
19,0.63333,"[265.658630371094, 54.9982223510742, 39.7218322753906, 35.5115432739258]"
20,0.66667,"[272.044097900391, 62.1805267333984, 27.2160949707031, 24.0294799804688]"
21,0.7,"[269.566131591797, 62.6347198486328, 33.0917663574219, 28.2725830078125]"
22,0.73333,"[272.704345703125, 67.3878021240234, 26.6977844238281, 23.7256698608398]"
23,0.76667,"[266.947326660156, 64.7817916870117, 38.9004821777344, 34.0653839111328]"
24,0.8,"[269.597625732422, 68.0672302246094, 33.4115295410156, 29.7829895019531]"
25,0.83333,"[272.00244140625, 72.4430236816406, 28.3241271972656, 25.8572845458984]"
26,0.86667,"[272.320190429688, 73.9864120483398, 27.6795654296875, 25.0049743652344]"
27,0.9,"[270.814300537109, 75.5780868530273, 30.5479125976562, 26.3237380981445]"
28,0.93333,"[271.259124755859, 77.2079849243164, 29.6632080078125, 25.5234146118164]"
29,0.96667,"[272.306243896484, 80.620849609375, 27.1574096679688, 23.2170104980469]"
30,1.0,"[271.668029785156, 81.1769180297852, 28.3648986816406, 24.0573577880859]"
31,1.0333,"[268.581909179688, 80.4985198974609, 34.2847290039062, 29.2086639404297]"
32,1.0667,"[266.388793945312, 79.1885375976562, 38.7105102539062, 33.8450088500977]"
33,1.1,"[262.098663330078, 77.7138366699219, 46.6173095703125, 40.7663421630859]"
34,1.1333,"[263.559265136719, 82.1860046386719, 43.0955810546875, 35.9676513671875]"
35,1.1667,"[263.206970214844, 83.1201629638672, 43.7092895507812, 36.0908660888672]"
36,1.2,"[260.047973632812, 82.0237503051758, 49.3618469238281, 42.4704055786133]"
37,1.2333,"[261.430389404297, 84.7580642700195, 46.0108642578125, 39.0804061889648]"
38,1.2667,"[262.419128417969, 88.2986907958984, 43.6101989746094, 36.2249374389648]"
39,1.3,"[260.533447265625, 88.2741394042969, 47.1917724609375, 38.7780532836914]"
40,1.3333,"[258.191284179688, 88.3928146362305, 51.4273681640625, 43.124153137207]"
41,1.3667,"[262.054473876953, 94.4656753540039, 42.5711059570312, 35.4975814819336]"
42,1.4,"[262.314361572266, 97.4745864868164, 41.6781921386719, 34.1281356811523]"
43,1.4333,"[261.033233642578, 97.723503112793, 44.2167358398438, 35.726936340332]"
44,1.4667,"[260.688690185547, 100.077072143555, 44.7033081054688, 36.1172180175781]"
45,1.5,"[262.4482421875, 102.73567199707, 40.90771484375, 33.3109436035156]"
46,1.5333,"[254.891082763672, 98.6919860839844, 56.5745544433594, 46.0787506103516]"
47,1.5667,"[259.390228271484, 103.937423706055, 47.2735900878906, 38.4865417480469]"
48,1.6,"[258.559265136719, 105.564834594727, 49.19287109375, 40.1288909912109]"
49,1.6333,"[261.445617675781, 110.70671081543, 43.7019958496094, 35.3941192626953]"
50,1.6667,"[257.952056884766, 108.385688781738, 51.5188293457031, 42.1520919799805]"
51,1.7,"[258.354431152344, 111.329833984375, 51.3489990234375, 41.7135772705078]"
52,1.7333,"[258.436950683594, 112.520896911621, 51.3422241210938, 42.0818099975586]"
53,1.7667,"[255.204833984375, 111.946990966797, 59.0462951660156, 48.2393951416016]"
54,1.8,"[258.700500488281, 115.721412658691, 52.8418579101562, 43.6438522338867]"
55,1.8333,"[258.635803222656, 117.922775268555, 54.5374755859375, 44.5232238769531]"
56,1.8667,"[259.786590576172, 119.529777526855, 53.0611267089844, 43.971549987793]"
57,1.9,"[261.399627685547, 122.956726074219, 51.722412109375, 42.9721832275391]"
58,1.9333,"[257.885223388672, 121.025054931641, 60.341064453125, 49.2427825927734]"
59,1.9667,"[261.547607421875, 125.471488952637, 55.5523986816406, 46.2323684692383]"
60,2.0,"[260.267852783203, 125.270202636719, 59.8873596191406, 49.73095703125]"
61,2.0333,"[259.539428710938, 126.138961791992, 64.6373901367188, 53.1725311279297]"
62,2.0667,"[266.0029296875, 132.308013916016, 53.2022399902344, 43.9396667480469]"
63,2.1,"[267.02197265625, 134.317687988281, 55.0490417480469, 45.8205413818359]"
64,2.1333,"[263.095581054688, 132.179534912109, 67.5727233886719, 55.6576995849609]"
65,2.1667,"[263.403778076172, 133.455780029297, 71.7217102050781, 58.9154357910156]"
66,2.2,"[271.6484375, 140.824783325195, 57.26171875, 47.1267547607422]"
67,2.2333,"[272.579071044922, 142.571426391602, 60.5095825195312, 48.9725341796875]"
68,2.2667,"[273.824371337891, 143.742813110352, 63.4000854492188, 52.5110778808594]"
69,2.3,"[275.486450195312, 146.511672973633, 65.0351257324219, 52.6586151123047]"
70,2.3333,"[283.517150878906, 153.725128173828, 50.8434753417969, 41.0935516357422]"
71,2.3667,"[283.821136474609, 154.618713378906, 54.8536682128906, 45.0208282470703]"
72,2.4,"[285.21240234375, 156.483306884766, 54.2292785644531, 44.2679290771484]"
73,2.4333,"[284.13623046875, 156.441925048828, 60.572265625, 50.4384460449219]"
74,2.4667,"[278.882965087891, 153.357727050781, 74.9710388183594, 63.0130615234375]"
75,2.5,"[280.057952880859, 156.200286865234, 75.6672058105469, 63.4570922851562]"
76,2.5333,"[287.196166992188, 163.380172729492, 62.5723266601562, 52.4530334472656]"
77,2.5667,"[290.253662109375, 168.971740722656, 58.7438659667969, 48.5793609619141]"
78,2.6,"[283.447723388672, 165.600448608398, 74.8756713867188, 62.7278747558594]"
79,2.6333,"[285.367370605469, 170.343765258789, 72.7576904296875, 60.9283599853516]"
80,2.6667,"[290.156311035156, 176.504577636719, 63.5345764160156, 52.4060363769531]"
81,2.7,"[290.807189941406, 180.526473999023, 62.9221801757812, 52.5307312011719]"
82,2.7333,"[290.274139404297, 184.300323486328, 63.8945922851562, 53.1815338134766]"
83,2.7667,"[293.864990234375, 189.867202758789, 56.3428344726562, 46.3688201904297]"
84,2.8,"[296.701477050781, 197.023071289062, 49.278076171875, 40.5886993408203]"
85,2.8333,"[296.789031982422, 199.482223510742, 48.4830932617188, 39.68505859375]"
86,2.8667,"[294.726684570312, 200.497161865234, 51.8173828125, 42.1846618652344]"
87,2.9,"[293.551055908203, 204.821075439453, 52.0371704101562, 42.7362518310547]"
88,2.9333,"[285.778472900391, 206.134140014648, 64.6127014160156, 53.6372833251953]"
89,2.9667,"[289.785095214844, 212.196197509766, 55.08642578125, 45.822509765625]"
90,3.0,"[292.379730224609, 220.412460327148, 47.0465698242188, 38.2524566650391]"
91,3.0333,"[287.779907226562, 218.868759155273, 54.9696655273438, 45.6335296630859]"
92,3.0667,"[282.735748291016, 220.192794799805, 62.5693664550781, 51.4351959228516]"
93,3.1,"[289.374969482422, 228.847854614258, 47.4072265625, 38.8061676025391]"
94,3.1333,"[282.850769042969, 229.13427734375, 57.6714172363281, 47.246337890625]"
95,3.1667,"[279.121490478516, 228.126434326172, 64.2474060058594, 53.4251403808594]"
96,3.2,"[286.378082275391, 240.73210144043, 46.2364501953125, 37.3110198974609]"
97,3.2333,"[283.339508056641, 240.876449584961, 51.0128173828125, 41.3700714111328]"
98,3.2667,"[277.274169921875, 240.978088378906, 60.3471984863281, 50.0965576171875]"
99,3.3,"[282.423065185547, 251.240295410156, 46.8314819335938, 38.2015075683594]"
100,3.3333,"[273.477905273438, 249.161773681641, 62.069580078125, 51.4413146972656]"
101,3.3667,"[279.486022949219, 260.222717285156, 46.6929626464844, 37.9689025878906]"
102,3.4,"[280.213684082031, 263.474731445312, 43.7009887695312, 35.655517578125]"
103,3.4333,"[275.579345703125, 265.425354003906, 50.0402526855469, 40.4508361816406]"
104,3.4667,"[269.633666992188, 265.519714355469, 59.2061462402344, 48.7666931152344]"
105,3.5,"[269.332397460938, 268.012054443359, 58.1163024902344, 47.8333129882812]"
106,3.5333,"[274.150024414062, 278.095306396484, 44.6172485351562, 36.3334045410156]"
107,3.5667,"[273.342864990234, 282.847320556641, 43.1320190429688, 34.9600219726562]"
108,3.6,"[272.874542236328, 285.294982910156, 42.4006958007812, 34.2395935058594]"
109,3.6333,"[270.551055908203, 288.62158203125, 43.5493469238281, 35.2742614746094]"
110,3.6667,"[269.507568359375, 290.457824707031, 43.7841186523438, 35.6822814941406]"
111,3.7,"[265.330383300781, 291.663452148438, 48.5761413574219, 41.0680541992188]"
112,3.7333,"[262.549835205078, 292.196533203125, 52.2661437988281, 43.7330932617188]"
113,3.7667,"[260.520324707031, 296.543579101562, 52.9140625, 42.9586791992188]"
114,3.8,"[258.369964599609, 297.269836425781, 55.3499755859375, 44.8492736816406]"
115,3.8333,"[261.222625732422, 304.652038574219, 45.2542419433594, 37.3324279785156]"
116,3.8667,"[258.977844238281, 307.220916748047, 45.9214172363281, 38.2950134277344]"
117,3.9,"[256.920227050781, 308.346313476562, 48.0038452148438, 39.5886840820312]"
118,3.9333,"[254.515762329102, 310.721588134766, 48.7618865966797, 40.6914367675781]"
119,3.9667,"[254.192596435547, 312.088928222656, 46.9059753417969, 40.5283508300781]"
120,4.0,"[251.530532836914, 314.42041015625, 48.1557159423828, 41.4458312988281]"
121,4.0333,"[248.761581420898, 314.566040039062, 51.6538848876953, 43.8970642089844]"
122,4.0667,"[244.349700927734, 315.105499267578, 56.6469421386719, 47.2117004394531]"
123,4.1,"[244.432769775391, 318.816864013672, 52.5190124511719, 44.2901916503906]"
124,4.1333,"[246.671630859375, 322.756103515625, 45.8020935058594, 38.6721801757812]"
125,4.1667,"[246.452423095703, 326.317779541016, 42.2310180664062, 35.7461242675781]"
126,4.2,"[245.922393798828, 327.752593994141, 41.4235534667969, 34.6812744140625]"
127,4.2333,"[245.034790039062, 330.367095947266, 39.9236145019531, 32.5802612304688]"
128,4.2667,"[245.673126220703, 334.221801757812, 34.5659484863281, 28.1758728027344]"
129,4.3,"[242.000152587891, 332.184265136719, 40.4508972167969, 32.9188232421875]"
130,4.3333,"[235.680603027344, 329.461730957031, 49.7773132324219, 40.8579406738281]"
131,4.3667,"[235.138702392578, 331.343933105469, 48.2071838378906, 39.0783386230469]"
132,4.4,"[232.073944091797, 330.586761474609, 51.0986633300781, 42.3583984375]"
133,4.4333,"[237.896621704102, 336.511322021484, 37.8751678466797, 31.3141174316406]"
134,4.4667,"[233.996475219727, 334.088745117188, 43.1859588623047, 36.8567199707031]"
135,4.5,"[233.744155883789, 335.756988525391, 42.5621185302734, 34.5046691894531]"
136,4.5333,"[234.031631469727, 336.723388671875, 39.8346710205078, 32.9013977050781]"
137,4.5667,"[230.033233642578, 333.971282958984, 46.7673034667969, 38.136474609375]"
138,4.6,"[231.460906982422, 336.146820068359, 41.8061828613281, 34.4631652832031]"
139,4.6333,"[231.516937255859, 336.626800537109, 40.8182678222656, 33.3273620605469]"
140,4.6667,"[226.9736328125, 333.387878417969, 48.526123046875, 39.2750549316406]"
141,4.7,"[230.105224609375, 335.570678710938, 40.4359436035156, 33.4759521484375]"
142,4.7333,"[227.231704711914, 333.490570068359, 45.8281707763672, 37.14990234375]"
143,4.7667,"[228.529937744141, 334.003570556641, 41.6190795898438, 34.6975708007812]"
144,4.8,"[228.534637451172, 333.576568603516, 40.7572631835938, 33.7016296386719]"
145,4.8333,"[221.717712402344, 327.493499755859, 54.4076538085938, 44.7996520996094]"
146,4.8667,"[224.669326782227, 328.871246337891, 47.6833343505859, 39.4612426757812]"
147,4.9,"[223.896514892578, 328.22705078125, 48.8763122558594, 39.5122680664062]"
148,4.9333,"[224.974105834961, 327.81689453125, 46.2831878662109, 37.6723937988281]"
149,4.9667,"[222.858001708984, 324.471923828125, 50.5675964355469, 40.9695434570312]"
150,5.0,"[226.316589355469, 326.209655761719, 43.2728576660156, 35.7781982421875]"
151,5.0333,"[225.601974487305, 323.597412109375, 44.4239044189453, 37.1427917480469]"
152,5.0667,"[223.389556884766, 319.591369628906, 48.7434997558594, 40.9782104492188]"
153,5.1,"[219.069702148438, 313.842926025391, 57.4530944824219, 48.0450439453125]"
154,5.1333,"[223.657089233398, 315.105377197266, 47.8118438720703, 40.6521606445312]"
155,5.1667,"[226.305740356445, 316.809814453125, 42.1200408935547, 35.1289672851562]"
156,5.2,"[223.537109375, 312.423065185547, 47.6456604003906, 38.5387268066406]"
157,5.2333,"[226.381759643555, 312.152435302734, 41.3318634033203, 34.2284545898438]"
158,5.2667,"[222.29573059082, 307.831237792969, 49.7028656005859, 40.2871704101562]"
159,5.3,"[223.601455688477, 305.644348144531, 45.8898773193359, 39.0729370117188]"
160,5.3333,"[225.378707885742, 305.634582519531, 41.5088653564453, 33.7953491210938]"
161,5.3667,"[223.609375, 302.774871826172, 44.6850891113281, 36.6688232421875]"
162,5.4,"[224.299911499023, 301.201171875, 41.8597869873047, 34.4306030273438]"
163,5.4333,"[218.503677368164, 295.231903076172, 53.3533172607422, 43.3490600585938]"
164,5.4667,"[220.131317138672, 294.456939697266, 48.4416809082031, 39.1446228027344]"
165,5.5,"[220.789672851562, 293.583465576172, 46.3006591796875, 37.9778442382812]"
166,5.5333,"[221.168243408203, 291.751007080078, 43.9512023925781, 35.7311401367188]"
167,5.5667,"[219.911163330078, 289.251586914062, 45.3104858398438, 37.8329162597656]"
168,5.6,"[218.972457885742, 286.151245117188, 45.4102325439453, 37.9661865234375]"
169,5.6333,"[218.544052124023, 283.960632324219, 44.4188385009766, 36.2301940917969]"
170,5.6667,"[214.251907348633, 278.069671630859, 51.3879852294922, 41.6781616210938]"
171,5.7,"[218.966918945312, 280.830139160156, 40.4408264160156, 32.8827209472656]"
172,5.7333,"[218.182846069336, 277.956146240234, 40.2597503662109, 32.4794006347656]"
173,5.7667,"[213.707305908203, 271.420349121094, 47.4979858398438, 38.6346130371094]"
174,5.8,"[215.406173706055, 270.317504882812, 42.1054840087891, 34.4969787597656]"
175,5.8333,"[210.994644165039, 265.331420898438, 50.3012237548828, 41.1886596679688]"
176,5.8667,"[215.651611328125, 266.669067382812, 39.032958984375, 31.6362609863281]"
177,5.9,"[214.043365478516, 262.606506347656, 40.6907043457031, 33.2246704101562]"
178,5.9333,"[212.267791748047, 256.854614257812, 42.4832611083984, 34.4878234863281]"
179,5.9667,"[214.96891784668, 257.459808349609, 36.57275390625, 29.6092529296875]"
180,6.0,"[209.475387573242, 249.463714599609, 47.2476959228516, 38.6957397460938]"
181,6.0333,"[210.808441162109, 247.031494140625, 44.260986328125, 35.9796142578125]"
182,6.0667,"[213.037078857422, 246.971496582031, 39.7783660888672, 32.2103271484375]"
183,6.1,"[216.072769165039, 245.380813598633, 34.0212707519531, 27.8278045654297]"
184,6.1333,"[214.184509277344, 241.18537902832, 38.4857788085938, 31.8541107177734]"
185,6.1667,"[213.448257446289, 236.073135375977, 41.2834777832031, 33.4824066162109]"
186,6.2,"[213.748519897461, 233.810073852539, 41.4969482421875, 33.8767547607422]"
187,6.2333,"[218.509078979492, 232.723022460938, 33.3807525634766, 26.9677734375]"
188,6.2667,"[214.227523803711, 223.878387451172, 44.6149444580078, 36.0838317871094]"
189,6.3,"[220.418579101562, 223.267730712891, 34.5906677246094, 28.04736328125]"
190,6.3333,"[216.471771240234, 217.076293945312, 44.1408386230469, 35.7706298828125]"
191,6.3667,"[223.175720214844, 216.650100708008, 33.5479125976562, 27.2981109619141]"
192,6.4,"[220.579299926758, 211.149978637695, 40.7248382568359, 33.1797332763672]"
193,6.4333,"[221.288848876953, 205.627746582031, 42.8158264160156, 34.6997680664062]"
194,6.4667,"[222.153625488281, 199.753280639648, 44.7259216308594, 36.1309814453125]"
195,6.5,"[228.563781738281, 201.624710083008, 33.6010131835938, 27.5267944335938]"
196,6.5333,"[229.565017700195, 195.368911743164, 35.8058319091797, 29.9206695556641]"
197,6.5667,"[228.71745300293, 191.526901245117, 39.6097564697266, 32.2973175048828]"
198,6.6,"[230.897521972656, 186.679824829102, 39.8601379394531, 32.1753387451172]"
199,6.6333,"[233.756652832031, 185.231109619141, 35.6984558105469, 29.9469451904297]"
200,6.6667,"[236.567642211914, 181.065307617188, 34.3347015380859, 28.3432769775391]"
201,6.7,"[236.264587402344, 174.286514282227, 39.0017395019531, 31.4739227294922]"
202,6.7333,"[237.423126220703, 168.391647338867, 40.9082336425781, 33.2334289550781]"
203,6.7667,"[238.745513916016, 162.805267333984, 42.2527465820312, 34.2603759765625]"
204,6.8,"[243.973159790039, 163.421127319336, 33.3499603271484, 27.9364929199219]"
205,6.8333,"[244.908950805664, 157.775100708008, 34.9101104736328, 29.5204162597656]"
206,6.8667,"[247.428100585938, 154.257843017578, 33.28662109375, 26.8716583251953]"
