,time,object_1
0,0.0,"[425.573938506589, 120.566617862372, 31.4260614934115, 24.4333821376281]"
1,0.033333,"[425.0, 118.0, 33.0, 29.0]"
2,0.066667,"[425.0, 118.0, 29.0, 27.0]"
3,0.1,"[426.0, 118.0, 27.0, 27.0]"
4,0.13333,"[426.0, 118.0, 36.0, 35.0]"
5,0.16667,"[425.0, 118.0, 37.0, 36.0]"
6,0.2,"[425.0, 118.0, 36.0, 29.0]"
7,0.23333,"[430.0, 120.0, 31.0, 27.0]"
8,0.26667,"[430.0, 120.0, 30.0, 28.0]"
9,0.3,"[428.0, 124.0, 32.0, 24.0]"
10,0.33333,"[428.0, 124.0, 36.0, 30.0]"
11,0.36667,"[428.0, 124.0, 36.0, 30.0]"
12,0.4,"[429.0, 130.0, 33.0, 24.0]"
13,0.43333,"[429.0, 130.0, 32.0, 22.0]"
14,0.46667,"[430.0, 129.0, 33.0, 28.0]"
15,0.5,"[430.0, 129.0, 32.0, 23.0]"
16,0.53333,"[431.0, 132.0, 30.0, 21.0]"
17,0.56667,"[431.0, 132.0, 30.0, 23.0]"
18,0.6,"[431.0, 136.0, 31.0, 19.0]"
19,0.63333,"[431.0, 136.0, 33.0, 25.0]"
20,0.66667,"[432.0, 136.0, 32.0, 25.0]"
21,0.7,"[432.0, 136.0, 24.0, 23.0]"
22,0.73333,"[436.0, 139.0, 20.0, 20.0]"
23,0.76667,"[436.0, 139.0, 26.0, 19.0]"
24,0.8,"[438.0, 138.0, 24.0, 20.0]"
25,0.83333,"[439.0, 138.0, 27.0, 25.0]"
26,0.86667,"[435.0, 139.0, 32.0, 24.0]"
27,0.9,"[435.0, 139.0, 33.0, 26.0]"
28,0.93333,"[435.0, 139.0, 33.0, 28.0]"
29,0.96667,"[435.0, 139.0, 28.0, 26.0]"
30,1.0,"[441.0, 143.0, 22.0, 22.0]"
31,1.0333,"[441.0, 143.0, 26.0, 23.0]"
32,1.0667,"[441.0, 145.0, 25.0, 21.0]"
33,1.1,"[441.0, 145.0, 26.0, 20.0]"
34,1.1333,"[441.0, 148.0, 25.0, 17.0]"
35,1.1667,"[441.0, 148.0, 25.0, 23.0]"
36,1.2,"[434.0, 146.0, 32.0, 25.0]"
37,1.2333,"[435.0, 146.0, 34.0, 32.0]"
38,1.2667,"[438.0, 149.0, 31.0, 29.0]"
39,1.3,"[438.0, 149.0, 35.0, 32.0]"
40,1.3333,"[442.0, 154.0, 31.0, 27.0]"
41,1.3667,"[442.0, 154.0, 31.0, 29.0]"
42,1.4,"[444.0, 157.0, 29.0, 26.0]"
43,1.4333,"[444.0, 157.0, 29.0, 27.0]"
44,1.4667,"[444.0, 163.0, 29.0, 21.0]"
45,1.5,"[444.0, 163.0, 28.0, 24.0]"
46,1.5333,"[444.0, 163.0, 28.0, 24.0]"
47,1.5667,"[444.0, 163.0, 27.0, 25.0]"
48,1.6,"[446.0, 165.0, 25.0, 23.0]"
49,1.6333,"[446.0, 165.0, 25.0, 26.0]"
50,1.6667,"[444.0, 171.0, 27.0, 20.0]"
51,1.7,"[444.0, 171.0, 26.0, 25.0]"
52,1.7333,"[444.0, 177.0, 26.0, 19.0]"
53,1.7667,"[444.0, 177.0, 26.0, 21.0]"
54,1.8,"[441.0, 173.0, 28.0, 32.0]"
55,1.8333,"[441.0, 183.0, 28.0, 22.0]"
56,1.8667,"[441.0, 183.0, 27.0, 26.0]"
57,1.9,"[435.0, 184.0, 33.0, 25.0]"
58,1.9333,"[435.0, 184.0, 29.0, 24.0]"
59,1.9667,"[434.0, 190.0, 30.0, 18.0]"
60,2.0,"[434.0, 190.0, 28.0, 25.0]"
61,2.0333,"[433.0, 187.0, 29.0, 28.0]"
62,2.0667,"[433.0, 187.0, 32.0, 31.0]"
63,2.1,"[432.0, 196.0, 33.0, 22.0]"
64,2.1333,"[432.0, 196.0, 30.0, 27.0]"
65,2.1667,"[430.0, 198.0, 32.0, 25.0]"
66,2.2,"[430.0, 198.0, 34.0, 31.0]"
67,2.2333,"[432.0, 202.0, 32.0, 27.0]"
68,2.2667,"[432.0, 202.0, 26.0, 23.0]"
69,2.3,"[429.0, 205.0, 29.0, 20.0]"
70,2.3333,"[429.0, 205.0, 30.0, 25.0]"
71,2.3667,"[426.0, 206.0, 33.0, 24.0]"
72,2.4,"[426.0, 206.0, 31.0, 29.0]"
73,2.4333,"[426.0, 211.0, 31.0, 24.0]"
74,2.4667,"[426.0, 211.0, 30.0, 24.0]"
75,2.5,"[427.0, 218.0, 29.0, 17.0]"
76,2.5333,"[427.0, 218.0, 27.0, 21.0]"
77,2.5667,"[426.0, 216.0, 28.0, 23.0]"
78,2.6,"[422.0, 215.0, 35.0, 27.0]"
79,2.6333,"[422.0, 215.0, 34.0, 29.0]"
80,2.6667,"[426.0, 219.0, 30.0, 25.0]"
81,2.7,"[426.0, 219.0, 30.0, 28.0]"
82,2.7333,"[423.0, 223.0, 33.0, 24.0]"
83,2.7667,"[423.0, 223.0, 32.0, 24.0]"
84,2.8,"[423.0, 223.0, 32.0, 24.0]"
