,time,object_1
0,0.0,"[198.434846266471, 230.01317715959, 35.5651537335285, 29.98682284041]"
1,0.033333,"[192.0, 229.0, 42.0, 31.0]"
2,0.066667,"[192.0, 229.0, 37.0, 31.0]"
3,0.1,"[195.0, 230.0, 34.0, 30.0]"
4,0.13333,"[195.0, 230.0, 37.0, 29.0]"
5,0.16667,"[194.0, 235.0, 38.0, 24.0]"
6,0.2,"[194.0, 235.0, 37.0, 26.0]"
7,0.23333,"[194.0, 236.0, 37.0, 25.0]"
8,0.26667,"[194.0, 236.0, 31.0, 24.0]"
9,0.3,"[193.0, 235.0, 32.0, 25.0]"
10,0.33333,"[193.0, 235.0, 33.0, 26.0]"
11,0.36667,"[192.0, 238.0, 34.0, 23.0]"
12,0.4,"[192.0, 238.0, 32.0, 23.0]"
13,0.43333,"[194.0, 241.0, 30.0, 20.0]"
14,0.46667,"[194.0, 241.0, 23.0, 21.0]"
15,0.5,"[195.0, 242.0, 22.0, 20.0]"
16,0.53333,"[188.0, 238.0, 31.0, 29.0]"
17,0.56667,"[188.0, 238.0, 30.0, 27.0]"
18,0.6,"[187.0, 241.0, 34.0, 26.0]"
19,0.63333,"[191.0, 244.0, 30.0, 23.0]"
20,0.66667,"[189.0, 246.0, 29.0, 20.0]"
21,0.7,"[189.0, 246.0, 29.0, 21.0]"
22,0.73333,"[186.0, 245.0, 32.0, 22.0]"
23,0.76667,"[186.0, 245.0, 32.0, 25.0]"
24,0.8,"[186.0, 250.0, 32.0, 20.0]"
25,0.83333,"[184.0, 250.0, 35.0, 23.0]"
26,0.86667,"[184.0, 250.0, 35.0, 23.0]"
27,0.9,"[185.863250732422, 245.280319213867, 28.6134033203125, 27.0179290771484]"
28,0.93333,"[185.868225097656, 245.279388427734, 28.5042419433594, 26.9169921875]"
29,0.96667,"[184.846954345703, 246.460586547852, 27.9974060058594, 26.3885955810547]"
30,1.0,"[184.846374511719, 246.578033447266, 27.9701232910156, 26.3763732910156]"
31,1.0333,"[184.736175537109, 247.114959716797, 27.528076171875, 25.9173889160156]"
32,1.0667,"[184.756134033203, 247.150283813477, 27.5705108642578, 25.9504241943359]"
33,1.1,"[184.284088134766, 247.176391601562, 27.8424987792969, 26.2221069335938]"
34,1.1333,"[184.252731323242, 247.1611328125, 27.8741455078125, 26.2539672851562]"
35,1.1667,"[183.624313354492, 247.478393554688, 27.4651641845703, 25.8105773925781]"
36,1.2,"[183.386810302734, 247.318786621094, 27.7182312011719, 26.0816650390625]"
37,1.2333,"[183.290328979492, 247.293472290039, 27.7548065185547, 26.1284942626953]"
38,1.2667,"[183.221725463867, 247.685485839844, 26.9263305664062, 25.3157348632812]"
39,1.3,"[183.247406005859, 247.679107666016, 26.8919677734375, 25.2854919433594]"
40,1.3333,"[182.1552734375, 246.848541259766, 28.1407470703125, 26.5344848632812]"
41,1.3667,"[182.022766113281, 246.682540893555, 28.316650390625, 26.7114715576172]"
42,1.4,"[182.264251708984, 246.138854980469, 27.8095855712891, 26.1438598632812]"
43,1.4333,"[182.167449951172, 246.157104492188, 27.7298583984375, 26.079345703125]"
44,1.4667,"[181.895385742188, 245.872772216797, 27.2071380615234, 25.4324645996094]"
45,1.5,"[181.810287475586, 245.849060058594, 27.2831878662109, 25.5055541992188]"
46,1.5333,"[181.748565673828, 245.474212646484, 27.1187896728516, 25.4013061523438]"
47,1.5667,"[181.263305664062, 244.946990966797, 27.6310119628906, 25.9503784179688]"
48,1.6,"[181.254150390625, 244.880416870117, 27.4440307617188, 25.7570343017578]"
49,1.6333,"[180.576263427734, 244.731689453125, 27.4157257080078, 25.7139892578125]"
50,1.6667,"[180.773788452148, 244.775329589844, 27.1616516113281, 25.4673156738281]"
51,1.7,"[180.145004272461, 243.761672973633, 27.6620330810547, 26.0116729736328]"
52,1.7333,"[180.272796630859, 243.905426025391, 26.8294525146484, 25.1471862792969]"
53,1.7667,"[180.302032470703, 243.969543457031, 26.5461730957031, 24.8015747070312]"
54,1.8,"[180.203201293945, 243.84814453125, 26.6357116699219, 24.8646240234375]"
55,1.8333,"[179.23014831543, 242.508071899414, 27.8481903076172, 26.1490325927734]"
56,1.8667,"[179.466903686523, 242.685485839844, 26.9168548583984, 25.2569580078125]"
57,1.9,"[179.531539916992, 242.989212036133, 26.4375762939453, 24.7470855712891]"
58,1.9333,"[179.428649902344, 242.876739501953, 26.4018249511719, 24.6568298339844]"
59,1.9667,"[178.871047973633, 242.549453735352, 26.9670104980469, 25.1906890869141]"
60,2.0,"[178.449417114258, 242.235366821289, 27.2923278808594, 25.5916900634766]"
61,2.0333,"[178.486709594727, 242.244140625, 27.0064544677734, 25.310546875]"
62,2.0667,"[178.10107421875, 242.622970581055, 26.5536804199219, 24.6894683837891]"
63,2.1,"[178.262435913086, 243.224655151367, 26.1492004394531, 24.2822418212891]"
64,2.1333,"[177.689468383789, 243.011917114258, 26.9833221435547, 25.2046051025391]"
65,2.1667,"[177.529113769531, 243.476913452148, 26.8163604736328, 25.0806427001953]"
66,2.2,"[177.252227783203, 244.31477355957, 26.4540710449219, 24.5945281982422]"
67,2.2333,"[176.965759277344, 244.181732177734, 26.7855224609375, 24.9331359863281]"
68,2.2667,"[176.849334716797, 245.176452636719, 26.6123352050781, 24.8294677734375]"
69,2.3,"[176.843124389648, 245.166900634766, 26.5952758789062, 24.8359985351562]"
70,2.3333,"[176.719314575195, 246.51448059082, 25.8433380126953, 24.0106353759766]"
71,2.3667,"[176.427658081055, 247.11213684082, 25.9174194335938, 24.0541839599609]"
72,2.4,"[176.208236694336, 247.055145263672, 26.2239990234375, 24.4089965820312]"
73,2.4333,"[175.713256835938, 247.687835693359, 26.6512451171875, 24.9457092285156]"
74,2.4667,"[175.7451171875, 247.904663085938, 26.2764892578125, 24.5421447753906]"
75,2.5,"[175.695495605469, 248.734680175781, 26.4096984863281, 24.675048828125]"
76,2.5333,"[175.53190612793, 249.218704223633, 25.8261871337891, 24.0032501220703]"
77,2.5667,"[175.225845336914, 249.399215698242, 26.4610290527344, 24.6019439697266]"
78,2.6,"[175.213287353516, 249.676330566406, 26.4663696289062, 24.6143798828125]"
79,2.6333,"[174.94775390625, 250.474365234375, 26.8387603759766, 24.9909973144531]"
80,2.6667,"[175.116836547852, 250.598831176758, 26.5424041748047, 24.6865997314453]"
81,2.7,"[174.787322998047, 250.387100219727, 26.9210662841797, 25.1299591064453]"
82,2.7333,"[175.27717590332, 250.960830688477, 26.1373901367188, 24.3249359130859]"
83,2.7667,"[175.190032958984, 251.558197021484, 26.5615692138672, 24.6900329589844]"
84,2.8,"[175.251586914062, 251.380340576172, 26.724853515625, 24.8975524902344]"
85,2.8333,"[175.891067504883, 251.771530151367, 26.6003875732422, 24.8436431884766]"
86,2.8667,"[176.744338989258, 252.128875732422, 25.9684600830078, 24.2018432617188]"
87,2.9,"[176.79118347168, 252.202362060547, 25.8908386230469, 24.1166381835938]"
88,2.9333,"[177.470703125, 252.339859008789, 25.8049011230469, 23.9778594970703]"
89,2.9667,"[178.025054931641, 252.133102416992, 26.2233123779297, 24.4380035400391]"
90,3.0,"[178.34895324707, 252.376510620117, 25.9053039550781, 24.0660552978516]"
91,3.0333,"[179.428741455078, 252.378921508789, 25.8232727050781, 23.9843597412109]"
92,3.0667,"[180.104309082031, 252.022537231445, 26.1311492919922, 24.3454132080078]"
93,3.1,"[180.416458129883, 252.018737792969, 25.883056640625, 24.0352478027344]"
94,3.1333,"[181.420791625977, 251.547790527344, 26.4516754150391, 24.6084899902344]"
95,3.1667,"[181.430755615234, 251.325805664062, 26.7200927734375, 24.9386291503906]"
96,3.2,"[182.951751708984, 251.476531982422, 25.6211853027344, 23.8551330566406]"
97,3.2333,"[183.117263793945, 251.38069152832, 25.7446899414062, 23.9930877685547]"
98,3.2667,"[183.656646728516, 250.364303588867, 26.7799682617188, 25.0018157958984]"
99,3.3,"[183.986999511719, 250.535232543945, 26.5931091308594, 24.7650909423828]"
100,3.3333,"[185.012680053711, 250.568389892578, 26.5242309570312, 24.69580078125]"
101,3.3667,"[185.366912841797, 250.174743652344, 26.6099395751953, 24.8973388671875]"
102,3.4,"[186.505981445312, 249.941955566406, 26.2358093261719, 24.5440979003906]"
103,3.4333,"[186.491973876953, 249.658111572266, 26.6085815429688, 24.96923828125]"
104,3.4667,"[187.238555908203, 248.909378051758, 27.0641479492188, 25.3922882080078]"
105,3.5,"[187.297698974609, 248.529571533203, 27.6624450683594, 25.9928894042969]"
106,3.5333,"[188.299697875977, 248.690780639648, 27.3434143066406, 25.7050933837891]"
107,3.5667,"[188.161697387695, 248.388153076172, 27.9925231933594, 26.3210144042969]"
108,3.6,"[189.418838500977, 249.015014648438, 26.5544281005859, 24.8228149414062]"
