,time,object_1
0,0.0,"[384.0, 224.0, 27.0, 23.0]"
1,0.033333,"[384.666666666667, 224.333333333333, 26.8333333333333, 23.3333333333333]"
2,0.066667,"[385.333333333333, 224.666666666667, 26.6666666666667, 23.6666666666667]"
3,0.1,"[386.0, 225.0, 26.5, 24.0]"
4,0.13333,"[386.666666666667, 225.333333333333, 26.3333333333333, 24.3333333333333]"
5,0.16667,"[387.333333333333, 225.666666666667, 26.1666666666667, 24.6666666666667]"
6,0.2,"[388.0, 226.0, 26.0, 25.0]"
7,0.23333,"[388.250040670246, 226.666829347649, 26.1111111111111, 24.7777777777778]"
8,0.26667,"[388.500081340491, 227.333658695298, 26.2222222222222, 24.5555555555556]"
9,0.3,"[388.750122010737, 228.000488042948, 26.3333333333333, 24.3333333333333]"
10,0.33333,"[389.000162680983, 228.667317390597, 26.4444444444444, 24.1111111111111]"
11,0.36667,"[389.250203351228, 229.334146738246, 26.5555555555556, 23.8888888888889]"
12,0.4,"[389.500244021474, 230.000976085896, 26.6666666666667, 23.6666666666667]"
13,0.43333,"[389.75028469172, 230.667805433545, 26.7777777777778, 23.4444444444444]"
14,0.46667,"[390.000325361965, 231.334634781194, 26.8888888888889, 23.2222222222222]"
15,0.5,"[390.250366032211, 232.001464128843, 27.0, 23.0]"
16,0.53333,"[390.35971805268, 232.376372269314, 27.0624999414062, 23.1874998242187]"
17,0.56667,"[390.469070182501, 232.751280784693, 27.1249999453125, 23.3749998359375]"
18,0.6,"[390.578422312323, 233.126189300072, 27.1874999492187, 23.5624998476562]"
19,0.63333,"[390.687774442144, 233.501097815451, 27.249999953125, 23.749999859375]"
20,0.66667,"[390.797126571965, 233.87600633083, 27.3124999570312, 23.9374998710937]"
21,0.7,"[390.906478701787, 234.250914846209, 27.3749999609375, 24.1249998828125]"
22,0.73333,"[391.015830831608, 234.625823361588, 27.4374999648437, 24.3124998945312]"
23,0.76667,"[391.125182961429, 235.000731876967, 27.49999996875, 24.49999990625]"
24,0.8,"[391.234535091251, 235.375640392346, 27.5624999726562, 24.6874999179687]"
25,0.83333,"[391.343887221072, 235.750548907726, 27.6249999765625, 24.8749999296875]"
26,0.86667,"[391.453239350893, 236.125457423105, 27.6874999804687, 25.0624999414062]"
27,0.9,"[391.562591480715, 236.500365938484, 27.749999984375, 25.249999953125]"
28,0.93333,"[391.671943610536, 236.875274453863, 27.8124999882812, 25.4374999648437]"
