,time,object_1
0,0.0,"[465.0, 263.0, 22.0, 14.0]"
1,0.033333,"[461.362976074219, 259.660064697266, 26.7335815429688, 18.8095397949219]"
2,0.066667,"[462.145324707031, 259.625, 24.7969970703125, 16.9651184082031]"
3,0.1,"[462.145324707031, 259.624969482422, 24.7969970703125, 16.9651184082031]"
4,0.13333,"[460.827911376953, 259.368469238281, 22.6587829589844, 15.4918823242188]"
5,0.16667,"[458.052093505859, 255.852981567383, 27.6202392578125, 21.4541473388672]"
6,0.2,"[458.026611328125, 255.800704956055, 27.6666259765625, 21.5365447998047]"
7,0.23333,"[458.896789550781, 256.964080810547, 23.165283203125, 17.118896484375]"
8,0.26667,"[457.623291015625, 256.418426513672, 23.69970703125, 16.92724609375]"
9,0.3,"[457.392150878906, 256.249633789062, 24.1841125488281, 17.3125]"
10,0.33333,"[454.020355224609, 252.207489013672, 27.9659423828125, 22.2093811035156]"
11,0.36667,"[455.555480957031, 255.142181396484, 22.9181213378906, 15.7723999023438]"
12,0.4,"[455.558135986328, 255.056091308594, 22.9451599121094, 15.97802734375]"
13,0.43333,"[453.755645751953, 252.569473266602, 23.5536193847656, 17.7139129638672]"
14,0.46667,"[453.247131347656, 252.410430908203, 23.5943908691406, 17.4479064941406]"
15,0.5,"[453.225830078125, 252.348419189453, 23.6374816894531, 17.56103515625]"
16,0.53333,"[449.762512207031, 248.171417236328, 28.4706420898438, 22.7322998046875]"
17,0.56667,"[451.862060546875, 249.973297119141, 22.38037109375, 16.8405456542969]"
18,0.6,"[451.966522216797, 250.082885742188, 22.147216796875, 16.6134948730469]"
19,0.63333,"[450.120269775391, 248.296508789062, 23.7763061523438, 17.2054443359375]"
20,0.66667,"[450.379760742188, 248.576080322266, 21.2979736328125, 14.5828247070312]"
21,0.7,"[450.379791259766, 248.576095581055, 21.2979736328125, 14.5828094482422]"
22,0.73333,"[445.919067382812, 242.987670898438, 28.1322631835938, 21.8450317382812]"
23,0.76667,"[449.118591308594, 246.044692993164, 20.068115234375, 14.0740814208984]"
24,0.8,"[449.118621826172, 246.044708251953, 20.068115234375, 14.0740661621094]"
25,0.83333,"[447.862731933594, 243.926528930664, 20.634033203125, 13.9255218505859]"
26,0.86667,"[447.038940429688, 242.264343261719, 21.9231262207031, 16.4235229492188]"
27,0.9,"[446.904052734375, 242.10481262207, 22.227783203125, 16.7334442138672]"
28,0.93333,"[445.790130615234, 239.674621582031, 22.4951782226562, 17.1201782226562]"
29,0.96667,"[442.646697998047, 236.361419677734, 28.6740112304688, 22.855712890625]"
30,1.0,"[442.646728515625, 236.361419677734, 28.6740112304688, 22.8556823730469]"
31,1.0333,"[443.733520507812, 237.076904296875, 24.6802368164062, 19.13671875]"
32,1.0667,"[443.839996337891, 237.545715332031, 23.1282043457031, 16.8869323730469]"
33,1.1,"[443.802001953125, 237.502578735352, 23.1983032226562, 16.9689788818359]"
