,time,object_1,object_2
0,0.0,"[346.0, 56.0, 25.0, 28.0]","[nan, nan, nan, nan]"
1,0.033333,"[345.0, 62.0, 24.0, 26.0]","[nan, nan, nan, nan]"
2,0.066667,"[342.0, 64.0, 26.0, 27.0]","[nan, nan, nan, nan]"
3,0.1,"[342.0, 68.0, 27.0, 28.0]","[nan, nan, nan, nan]"
4,0.13333,"[340.0, 67.0, 28.0, 30.0]","[nan, nan, nan, nan]"
5,0.16667,"[340.0, 69.0, 26.0, 27.0]","[nan, nan, nan, nan]"
6,0.2,"[336.0, 72.0, 26.0, 28.0]","[nan, nan, nan, nan]"
7,0.23333,"[336.0, 77.0, 28.0, 26.0]","[nan, nan, nan, nan]"
8,0.26667,"[336.0, 76.0, 24.0, 26.0]","[nan, nan, nan, nan]"
9,0.3,"[329.0, 74.0, 34.0, 32.0]","[nan, nan, nan, nan]"
10,0.33333,"[334.0, 82.0, 28.0, 25.0]","[nan, nan, nan, nan]"
11,0.36667,"[327.0, 83.0, 35.0, 29.0]","[nan, nan, nan, nan]"
12,0.4,"[327.0, 83.0, 33.0, 30.0]","[nan, nan, nan, nan]"
13,0.43333,"[330.0, 86.0, 30.0, 31.0]","[nan, nan, nan, nan]"
14,0.46667,"[329.0, 85.0, 25.0, 30.0]","[nan, nan, nan, nan]"
15,0.5,"[327.0, 90.0, 27.0, 31.0]","[nan, nan, nan, nan]"
16,0.53333,"[327.0, 90.0, 31.0, 32.0]","[nan, nan, nan, nan]"
17,0.56667,"[329.0, 96.0, 29.0, 26.0]","[nan, nan, nan, nan]"
18,0.6,"[327.0, 93.0, 28.0, 32.0]","[nan, nan, nan, nan]"
19,0.63333,"[324.0, 97.0, 31.0, 28.0]","[nan, nan, nan, nan]"
20,0.66667,"[324.0, 97.0, 33.0, 33.0]","[nan, nan, nan, nan]"
21,0.7,"[325.0, 98.0, 32.0, 32.0]","[nan, nan, nan, nan]"
22,0.73333,"[325.0, 98.0, 44.0, 35.0]","[nan, nan, nan, nan]"
23,0.76667,"[345.0, 106.0, 24.0, 27.0]","[nan, nan, nan, nan]"
24,0.8,"[345.0, 106.0, 36.0, 33.0]","[nan, nan, nan, nan]"
25,0.83333,"[361.0, 112.0, 27.0, 29.0]","[nan, nan, nan, nan]"
26,0.86667,"[369.0, 117.0, 36.0, 23.0]","[nan, nan, nan, nan]"
27,0.9,"[384.0, 115.0, 27.0, 26.0]","[nan, nan, nan, nan]"
28,0.93333,"[399.0, 120.0, 25.0, 21.0]","[nan, nan, nan, nan]"
29,0.96667,"[408.0, 120.0, 26.0, 25.0]","[nan, nan, nan, nan]"
30,1.0,"[423.0, 5.0, 124.0, 264.0]","[31.0, 19.0, 21.0, 21.0]"
31,1.0333,"[444.0, 24.0, 125.0, 269.0]","[33.0, 22.0, 22.0, 20.0]"
32,1.0667,"[456.0, 35.0, 126.0, 271.0]","[27.0, 27.0, 25.0, 20.0]"
33,1.1,"[473.0, 58.0, 126.0, 279.0]","[31.0, 26.0, 25.0, 18.0]"
34,1.1333,"[482.0, 67.0, 129.0, 278.0]","[26.0, 23.0, 20.0, 18.0]"
35,1.1667,"[509.0, 84.0, 131.0, 279.0]","[34.0, 36.0, 22.0, 24.0]"
36,1.2,"[521.0, 105.0, 133.0, 285.0]","[43.0, 34.0, 21.0, 22.0]"
37,1.2333,"[539.0, 118.0, 133.0, 288.0]","[25.0, 24.0, 18.0, 19.0]"
38,1.2667,"[540.0, 123.0, 133.0, 289.0]","[28.0, 24.0, 22.0, 20.0]"
39,1.3,"[547.0, 121.0, 139.0, 291.0]","[29.0, 39.0, 18.0, 24.0]"
40,1.3333,"[553.0, 129.0, 139.0, 291.0]","[23.0, 27.0, 19.0, 25.0]"
41,1.3667,"[551.0, 129.0, 141.0, 296.0]","[26.0, 24.0, 21.0, 19.0]"
42,1.4,"[545.515373352855, 127.0, 144.0, 297.0]","[32.0, 24.0, 19.0, 18.0]"
43,1.4333,"[546.0, 124.0, 144.0, 299.0]","[27.0, 26.0, 25.0, 19.0]"
44,1.4667,"[544.0, 123.0, 148.0, 299.0]","[33.0, 29.0, 19.0, 21.0]"
45,1.5,"[547.0, 123.0, 147.0, 301.0]","[31.0, 30.0, 23.0, 22.0]"
46,1.5333,"[545.0, 123.0, 152.0, 304.0]","[29.0, 26.0, 17.0, 19.0]"
47,1.5667,"[543.0, 113.0, 152.0, 302.0]","[32.0, 34.0, 26.0, 28.0]"
48,1.6,"[534.0, 111.0, 156.0, 308.0]","[29.0, 32.0, 24.0, 27.0]"
49,1.6333,"[538.0, 111.0, 164.0, 314.0]","[32.0, 33.0, 17.0, 20.0]"
50,1.6667,"[535.0, 107.0, 163.0, 314.0]","[34.0, 37.0, 19.0, 28.0]"
51,1.7,"[531.0, 111.0, 164.0, 315.0]","[40.0, 31.0, 21.0, 25.0]"
52,1.7333,"[536.0, 111.0, 168.0, 318.0]","[32.0, 27.0, 20.0, 25.0]"
53,1.7667,"[537.0, 113.0, 170.0, 324.0]","[37.0, 22.0, 19.0, 16.0]"
54,1.8,"[539.0, 111.0, 172.0, 324.0]","[37.0, 24.0, 20.0, 21.0]"
55,1.8333,"[539.0, 108.0, 173.0, 327.0]","[25.0, 27.0, 18.0, 18.0]"
56,1.8667,"[534.0, 112.0, 174.0, 330.0]","[28.0, 22.0, 21.0, 20.0]"
57,1.9,"[529.0, 108.0, 177.0, 332.0]","[34.0, 24.0, 23.0, 20.0]"
58,1.9333,"[533.0, 108.0, 178.0, 334.0]","[34.0, 27.0, 26.0, 19.0]"
59,1.9667,"[536.0, 102.0, 178.0, 336.0]","[32.0, 28.0, 23.0, 21.0]"
60,2.0,"[535.0, 102.0, 183.0, 337.0]","[30.0, 27.0, 21.0, 22.0]"
61,2.0333,"[535.0, 100.0, 184.0, 344.0]","[32.0, 34.0, 17.0, 18.0]"
62,2.0667,"[536.0, 99.0, 187.0, 343.0]","[28.0, 36.0, 15.0, 21.0]"
63,2.1,"[533.0, 102.0, 186.0, 347.0]","[28.0, 30.0, 19.0, 16.0]"
64,2.1333,"[537.0, 99.0, 193.0, 348.0]","[30.0, 29.0, 18.0, 19.0]"
65,2.1667,"[538.0, 100.0, 193.0, 351.0]","[26.0, 26.0, 17.0, 18.0]"
66,2.2,"[535.0, 99.0, 193.0, 355.0]","[29.0, 28.0, 17.0, 16.0]"
67,2.2333,"[535.0, 97.0, 193.0, 357.0]","[33.0, 29.0, 24.0, 18.0]"
68,2.2667,"[539.0, 96.0, 198.0, 358.0]","[29.0, 29.0, 19.0, 17.0]"
69,2.3,"[539.0, 90.0, 197.0, 361.0]","[27.0, 37.0, 22.0, 21.0]"
70,2.3333,"[539.0, 91.0, 198.0, 362.0]","[27.0, 32.0, 21.0, 19.0]"
71,2.3667,"[538.0, 91.0, 198.0, 363.0]","[30.0, 32.0, 21.0, 22.0]"
72,2.4,"[532.0, 90.0, 200.0, 366.0]","[36.0, 31.0, 19.0, 20.0]"
73,2.4333,"[532.0, 87.0, 199.0, 363.0]","[35.0, 34.0, 28.0, 30.0]"
74,2.4667,"[534.0, 89.0, 204.0, 370.0]","[33.0, 29.0, 23.0, 18.0]"
75,2.5,"[533.0, 87.0, 203.0, 372.0]","[31.0, 33.0, 26.0, 20.0]"
76,2.5333,"[539.0, 84.0, 208.0, 372.0]","[25.0, 34.0, 21.0, 18.0]"
77,2.5667,"[539.0, 91.0, 208.0, 377.0]","[25.0, 23.0, 24.0, 17.0]"
78,2.6,"[534.0, 90.0, 213.0, 376.0]","[30.0, 27.0, 19.0, 23.0]"
79,2.6333,"[534.0, 87.0, 213.0, 381.0]","[27.0, 29.0, 21.0, 18.0]"
80,2.6667,"[532.0, 84.0, 212.0, 384.0]","[29.0, 32.0, 22.0, 16.0]"
81,2.7,"[532.0, 84.0, 211.0, 383.0]","[34.0, 28.0, 27.0, 19.0]"
82,2.7333,"[534.0, 83.0, 218.0, 388.0]","[32.0, 29.0, 20.0, 14.0]"
83,2.7667,"[534.0, 81.0, 218.0, 387.0]","[30.0, 30.0, 23.0, 19.0]"
84,2.8,"[537.0, 78.0, 220.0, 390.0]","[27.0, 33.0, 21.0, 16.0]"
85,2.8333,"[537.0, 78.0, 220.0, 389.0]","[24.0, 33.0, 22.0, 19.0]"
86,2.8667,"[539.0, 78.0, 223.0, 391.0]","[20.0, 33.0, 18.0, 17.0]"
87,2.9,"[539.0, 77.0, 223.0, 390.0]","[21.0, 32.0, 23.0, 23.0]"
88,2.9333,"[535.0, 76.0, 226.0, 396.0]","[25.0, 33.0, 20.0, 17.0]"
89,2.9667,"[534.0, 76.0, 226.0, 396.0]","[28.0, 29.0, 22.0, 18.0]"
90,3.0,"[528.0, 75.0, 226.0, 396.0]","[34.0, 30.0, 22.0, 18.0]"
91,3.0333,"[531.0, 75.0, 227.0, 396.0]","[23.0, 24.0, 21.0, 19.0]"
92,3.0667,"[526.0, 74.0, 228.0, 399.0]","[28.0, 25.0, 23.0, 16.0]"
93,3.1,"[526.0, 74.0, 228.0, 399.0]","[27.0, 28.0, 26.0, 19.0]"
94,3.1333,"[528.0, 68.0, 229.0, 398.0]","[25.0, 34.0, 25.0, 20.0]"
95,3.1667,"[528.0, 68.0, 229.0, 397.0]","[30.0, 33.0, 27.0, 23.0]"
96,3.2,"[529.0, 71.0, 235.0, 402.0]","[29.0, 30.0, 21.0, 18.0]"
97,3.2333,"[529.0, 71.0, 235.0, 401.0]","[25.0, 28.0, 25.0, 18.0]"
98,3.2667,"[537.0, 68.0, 236.0, 405.0]","[18.0, 31.0, 24.0, 14.0]"
99,3.3,"[537.0, 68.0, 236.0, 404.0]","[18.0, 25.0, 25.0, 16.0]"
100,3.3333,"[534.0, 65.0, 235.0, 404.0]","[22.0, 28.0, 26.0, 16.0]"
101,3.3667,"[533.0, 65.0, 234.0, 404.0]","[23.0, 28.0, 27.0, 20.0]"
102,3.4,"[533.0, 65.0, 244.0, 407.0]","[24.0, 29.0, 17.0, 17.0]"
103,3.4333,"[533.0, 65.0, 242.0, 407.0]","[22.0, 27.0, 26.0, 18.0]"
104,3.4667,"[524.0, 59.0, 245.0, 402.0]","[33.0, 33.0, 23.0, 23.0]"
105,3.5,"[524.0, 59.0, 244.0, 402.0]","[30.0, 31.0, 27.0, 24.0]"
106,3.5333,"[526.0, 58.0, 247.0, 405.0]","[28.0, 33.0, 24.0, 22.0]"
107,3.5667,"[526.0, 58.0, 247.0, 405.0]","[27.0, 31.0, 25.0, 19.0]"
108,3.6,"[528.0, 56.0, 250.0, 410.0]","[26.0, 33.0, 23.0, 14.0]"
109,3.6333,"[527.0, 56.0, 250.0, 410.0]","[30.0, 28.0, 26.0, 17.0]"
110,3.6667,"[525.0, 55.0, 253.0, 407.0]","[33.0, 29.0, 23.0, 21.0]"
111,3.7,"[524.0, 53.0, 251.0, 409.0]","[32.0, 31.0, 27.0, 19.0]"
112,3.7333,"[53.0, 409.0, 27.0, 23.0]","[nan, nan, nan, nan]"
113,3.7667,"[53.0, 411.0, 27.0, 21.0]","[nan, nan, nan, nan]"
114,3.8,"[53.0, 411.0, 25.0, 20.0]","[nan, nan, nan, nan]"
115,3.8333,"[52.0, 414.0, 26.0, 17.0]","[nan, nan, nan, nan]"
116,3.8667,"[52.0, 414.0, 26.0, 14.0]","[nan, nan, nan, nan]"
117,3.9,"[51.0, 412.0, 27.0, 16.0]","[nan, nan, nan, nan]"
118,3.9333,"[51.0, 527.0, 412.0, 270.0]","[30.0, 22.0, 21.0, 14.0]"
119,3.9667,"[49.0, 527.0, 411.0, 268.0]","[32.0, 19.0, 22.0, 19.0]"
120,4.0,"[48.0, 525.0, 409.0, 271.0]","[25.0, 22.0, 22.0, 14.0]"
121,4.0333,"[45.0, 527.0, 414.0, 274.0]","[28.0, 19.0, 17.0, 13.0]"
122,4.0667,"[45.0, 528.0, 414.0, 272.0]","[26.0, 22.0, 15.0, 19.0]"
123,4.1,"[41.0, 524.0, 412.0, 272.0]","[30.0, 25.0, 17.0, 22.0]"
124,4.1333,"[40.0, 528.0, 411.0, 276.0]","[29.0, 20.0, 22.0, 18.0]"
125,4.1667,"[42.0, 525.0, 413.0, 276.0]","[27.0, 21.0, 20.0, 16.0]"
126,4.2,"[41.0, 527.0, 412.0, 279.0]","[28.0, 20.0, 20.0, 18.0]"
127,4.2333,"[43.0, 525.0, 415.0, 280.0]","[26.0, 21.0, 17.0, 15.0]"
128,4.2667,"[43.0, 526.0, 415.0, 283.0]","[23.0, 20.0, 17.0, 15.0]"
129,4.3,"[38.0, 524.0, 415.0, 284.0]","[28.0, 21.0, 17.0, 14.0]"
130,4.3333,"[38.0, 522.0, 415.0, 285.0]","[26.0, 21.0, 17.0, 15.0]"
131,4.3667,"[39.0, 522.0, 415.0, 285.0]","[25.0, 24.0, 17.0, 20.0]"
132,4.4,"[38.0, 522.0, 414.0, 290.0]","[27.0, 21.0, 20.0, 15.0]"
133,4.4333,"[37.0, 522.0, 415.0, 288.0]","[28.0, 23.0, 19.0, 21.0]"
134,4.4667,"[37.0, 520.0, 416.0, 291.0]","[23.0, 24.0, 16.0, 16.0]"
