,time,object_1
0,0.0,"[305.0, 300.0, 24.0, 23.0]"
1,0.033333,"[305.368421072022, 299.684210509695, 23.7894736731302, 23.0]"
2,0.066667,"[305.736842144044, 299.368421019391, 23.5789473462604, 23.0]"
3,0.1,"[306.105263216066, 299.052631529086, 23.3684210193906, 23.0]"
4,0.13333,"[306.473684288089, 298.736842038781, 23.1578946925208, 23.0]"
5,0.16667,"[306.842105360111, 298.421052548476, 22.947368365651, 23.0]"
6,0.2,"[307.210526432133, 298.105263058172, 22.7368420387812, 23.0]"
7,0.23333,"[307.578947504155, 297.789473567867, 22.5263157119113, 23.0]"
8,0.26667,"[307.947368576177, 297.473684077562, 22.3157893850415, 23.0]"
9,0.3,"[308.315789648199, 297.157894587257, 22.1052630581717, 23.0]"
10,0.33333,"[308.684210720222, 296.842105096953, 21.8947367313019, 23.0]"
11,0.36667,"[309.052631792244, 296.526315606648, 21.6842104044321, 23.0]"
12,0.4,"[309.421052864266, 296.210526116343, 21.4736840775623, 23.0]"
13,0.43333,"[309.789473936288, 295.894736626039, 21.2631577506925, 23.0]"
14,0.46667,"[310.15789500831, 295.578947135734, 21.0526314238227, 23.0]"
15,0.5,"[310.526316080332, 295.263157645429, 20.8421050969529, 23.0]"
16,0.53333,"[310.894737152355, 294.947368155124, 20.6315787700831, 23.0]"
17,0.56667,"[311.263158224377, 294.63157866482, 20.4210524432133, 23.0]"
18,0.6,"[311.631579296399, 294.315789174515, 20.2105261163435, 23.0]"
19,0.63333,"[312.0, 294.0, 20.0, 23.0]"
20,0.66667,"[311.913043482042, 293.391304374291, 20.0869565179584, 23.0434782589792]"
21,0.7,"[311.826086964083, 292.782608748582, 20.1739130359168, 23.0869565179584]"
22,0.73333,"[311.739130446125, 292.173913122873, 20.2608695538752, 23.1304347769376]"
23,0.76667,"[311.652173928166, 291.565217497164, 20.3478260718337, 23.1739130359168]"
24,0.8,"[311.565217410208, 290.956521871456, 20.4347825897921, 23.217391294896]"
25,0.83333,"[311.47826089225, 290.347826245747, 20.5217391077505, 23.2608695538752]"
26,0.86667,"[311.391304374291, 289.739130620038, 20.6086956257089, 23.3043478128544]"
27,0.9,"[311.304347856333, 289.130434994329, 20.6956521436673, 23.3478260718337]"
28,0.93333,"[311.217391338374, 288.52173936862, 20.7826086616257, 23.3913043308129]"
29,0.96667,"[311.130434820416, 287.913043742911, 20.8695651795841, 23.4347825897921]"
30,1.0,"[311.043478302457, 287.304348117202, 20.9565216975425, 23.4782608487713]"
31,1.0333,"[310.956521784499, 286.695652491493, 21.043478215501, 23.5217391077505]"
32,1.0667,"[310.869565266541, 286.086956865784, 21.1304347334594, 23.5652173667297]"
33,1.1,"[310.782608748582, 285.478261240076, 21.2173912514178, 23.6086956257089]"
34,1.1333,"[310.695652230624, 284.869565614367, 21.3043477693762, 23.6521738846881]"
35,1.1667,"[310.608695712665, 284.260869988658, 21.3913042873346, 23.6956521436673]"
36,1.2,"[310.521739194707, 283.652174362949, 21.478260805293, 23.7391304026465]"
37,1.2333,"[310.434782676749, 283.04347873724, 21.5652173232514, 23.7826086616257]"
38,1.2667,"[310.34782615879, 282.434783111531, 21.6521738412098, 23.8260869206049]"
39,1.3,"[310.260869640832, 281.826087485822, 21.7391303591683, 23.8695651795841]"
40,1.3333,"[310.173913122873, 281.217391860113, 21.8260868771267, 23.9130434385633]"
41,1.3667,"[310.086956604915, 280.608696234404, 21.9130433950851, 23.9565216975425]"
42,1.4,"[310.0, 280.0, 22.0, 24.0]"
43,1.4333,"[309.937499996094, 279.718749982422, 22.1250000078125, 23.9062499941406]"
44,1.4667,"[309.874999992188, 279.437499964844, 22.250000015625, 23.8124999882812]"
45,1.5,"[309.812499988281, 279.156249947266, 22.3750000234375, 23.7187499824219]"
46,1.5333,"[309.749999984375, 278.874999929687, 22.50000003125, 23.6249999765625]"
47,1.5667,"[309.687499980469, 278.593749912109, 22.6250000390625, 23.5312499707031]"
48,1.6,"[309.624999976563, 278.312499894531, 22.750000046875, 23.4374999648437]"
49,1.6333,"[309.562499972656, 278.031249876953, 22.8750000546875, 23.3437499589844]"
50,1.6667,"[309.49999996875, 277.749999859375, 23.0000000625, 23.249999953125]"
51,1.7,"[309.437499964844, 277.468749841797, 23.1250000703125, 23.1562499472656]"
52,1.7333,"[309.374999960938, 277.187499824219, 23.250000078125, 23.0624999414062]"
53,1.7667,"[309.312499957032, 276.90624980664, 23.3750000859375, 22.9687499355469]"
54,1.8,"[309.249999953125, 276.624999789062, 23.50000009375, 22.8749999296875]"
