,time,object_1,object_2
0,0.0,"[475.0, 309.0, 27.0, 26.0]","[nan, nan, nan, nan]"
1,0.033333,"[474.500000442733, 308.863636484381, 26.9545454947939, 25.7727274739697]","[nan, nan, nan, nan]"
2,0.066667,"[474.000000421651, 308.727272842268, 26.9090909474228, 25.545454737114]","[nan, nan, nan, nan]"
3,0.1,"[473.500000400568, 308.590909200154, 26.8636364000517, 25.3181820002583]","[nan, nan, nan, nan]"
4,0.13333,"[473.000000379486, 308.454545558041, 26.8181818526805, 25.0909092634026]","[nan, nan, nan, nan]"
5,0.16667,"[472.500000358403, 308.318181915928, 26.7727273053094, 24.8636365265469]","[nan, nan, nan, nan]"
6,0.2,"[472.000000337321, 308.181818273814, 26.7272727579382, 24.6363637896912]","[nan, nan, nan, nan]"
7,0.23333,"[471.500000316238, 308.045454631701, 26.6818182105671, 24.4090910528355]","[nan, nan, nan, nan]"
8,0.26667,"[471.000000295156, 307.909090989588, 26.636363663196, 24.1818183159798]","[nan, nan, nan, nan]"
9,0.3,"[470.500000274073, 307.772727347474, 26.5909091158248, 23.9545455791241]","[nan, nan, nan, nan]"
10,0.33333,"[470.000000252991, 307.636363705361, 26.5454545684537, 23.7272728422684]","[nan, nan, nan, nan]"
11,0.36667,"[469.500000231908, 307.500000063247, 26.5000000210825, 23.5000001054127]","[nan, nan, nan, nan]"
12,0.4,"[469.000000210825, 307.363636421134, 26.4545454737114, 23.272727368557]","[nan, nan, nan, nan]"
13,0.43333,"[468.500000189743, 307.227272779021, 26.4090909263403, 23.0454546317013]","[nan, nan, nan, nan]"
14,0.46667,"[468.00000016866, 307.090909136907, 26.3636363789691, 22.8181818948456]","[nan, nan, nan, nan]"
15,0.5,"[467.500000147578, 306.954545494794, 26.318181831598, 22.5909091579899]","[nan, nan, nan, nan]"
16,0.53333,"[467.000000126495, 306.81818185268, 26.2727272842268, 22.3636364211342]","[nan, nan, nan, nan]"
17,0.56667,"[466.500000105413, 306.681818210567, 26.2272727368557, 22.1363636842785]","[nan, nan, nan, nan]"
18,0.6,"[466.00000008433, 306.545454568454, 26.1818181894846, 21.9090909474228]","[nan, nan, nan, nan]"
19,0.63333,"[465.500000063248, 306.40909092634, 26.1363636421134, 21.6818182105671]","[nan, nan, nan, nan]"
20,0.66667,"[465.000000042165, 306.272727284227, 26.0909090947423, 21.4545454737114]","[nan, nan, nan, nan]"
21,0.7,"[464.500000021083, 306.136363642113, 26.0454545473711, 21.2272727368557]","[nan, nan, nan, nan]"
22,0.73333,"[464.0, 306.0, 26.0, 21.0]","[nan, nan, nan, nan]"
23,0.76667,"[463.562500388569, 305.81250016653, 26.0, 21.0]","[nan, nan, nan, nan]"
24,0.8,"[463.125000362665, 305.625000155428, 26.0, 21.0]","[nan, nan, nan, nan]"
25,0.83333,"[462.68750033676, 305.437500144326, 26.0, 21.0]","[nan, nan, nan, nan]"
26,0.86667,"[462.250000310856, 305.250000133224, 26.0, 21.0]","[nan, nan, nan, nan]"
27,0.9,"[461.812500284951, 305.062500122122, 26.0, 21.0]","[nan, nan, nan, nan]"
28,0.93333,"[461.375000259046, 304.87500011102, 26.0, 21.0]","[nan, nan, nan, nan]"
29,0.96667,"[460.937500233142, 304.687500099918, 26.0, 21.0]","[nan, nan, nan, nan]"
30,1.0,"[460.500000207237, 304.500000088816, 26.0, 21.0]","[nan, nan, nan, nan]"
31,1.0333,"[460.062500181332, 304.312500077714, 26.0, 21.0]","[nan, nan, nan, nan]"
32,1.0667,"[459.625000155428, 304.125000066612, 26.0, 21.0]","[nan, nan, nan, nan]"
33,1.1,"[459.187500129523, 303.93750005551, 26.0, 21.0]","[nan, nan, nan, nan]"
34,1.1333,"[458.750000103619, 303.750000044408, 26.0, 21.0]","[nan, nan, nan, nan]"
35,1.1667,"[458.312500077714, 303.562500033306, 26.0, 21.0]","[nan, nan, nan, nan]"
36,1.2,"[457.875000051809, 303.375000022204, 26.0, 21.0]","[nan, nan, nan, nan]"
37,1.2333,"[457.437500025905, 303.187500011102, 26.0, 21.0]","[nan, nan, nan, nan]"
38,1.2667,"[457.0, 303.0, 26.0, 21.0]","[nan, nan, nan, nan]"
39,1.3,"[456.538461056719, 302.88461526418, 26.0384615786067, 21.1153847358202]","[nan, nan, nan, nan]"
40,1.3333,"[456.07692261445, 302.769230653613, 26.0769231154624, 21.2307693463874]","[nan, nan, nan, nan]"
41,1.3667,"[455.615384172182, 302.653846043046, 26.1153846523182, 21.3461539569546]","[nan, nan, nan, nan]"
42,1.4,"[455.153845729913, 302.538461432479, 26.1538461891739, 21.4615385675218]","[nan, nan, nan, nan]"
43,1.4333,"[454.692307287644, 302.423076821912, 26.1923077260296, 21.576923178089]","[nan, nan, nan, nan]"
44,1.4667,"[454.230768845375, 302.307692211344, 26.2307692628854, 21.6923077886562]","[nan, nan, nan, nan]"
45,1.5,"[453.769230403106, 302.192307600777, 26.2692307997411, 21.8076923992234]","[nan, nan, nan, nan]"
46,1.5333,"[453.307691960838, 302.07692299021, 26.3076923365968, 21.9230770097906]","[nan, nan, nan, nan]"
47,1.5667,"[452.846153518569, 301.961538379643, 26.3461538734526, 22.0384616203578]","[nan, nan, nan, nan]"
48,1.6,"[452.3846150763, 301.846153769075, 26.3846154103083, 22.153846230925]","[nan, nan, nan, nan]"
49,1.6333,"[451.923076634031, 301.730769158508, 26.423076947164, 22.2692308414921]","[nan, nan, nan, nan]"
50,1.6667,"[451.461538191763, 301.615384547941, 26.4615384840198, 22.3846154520593]","[nan, nan, nan, nan]"
51,1.7,"[450.999999749494, 301.499999937374, 26.5000000208755, 22.5000000626265]","[nan, nan, nan, nan]"
52,1.7333,"[450.538461307225, 301.384615326807, 26.5384615577312, 22.6153846731937]","[nan, nan, nan, nan]"
53,1.7667,"[450.076922864956, 301.269230716239, 26.576923094587, 22.7307692837609]","[nan, nan, nan, nan]"
54,1.8,"[449.615384422688, 301.153846105672, 26.6153846314427, 22.8461538943281]","[nan, nan, nan, nan]"
55,1.8333,"[449.153845980419, 301.038461495105, 26.6538461682984, 22.9615385048953]","[nan, nan, nan, nan]"
56,1.8667,"[448.69230753815, 300.923076884538, 26.6923077051541, 23.0769231154625]","[nan, nan, nan, nan]"
57,1.9,"[448.230769095881, 300.807692273971, 26.7307692420099, 23.1923077260297]","[nan, nan, nan, nan]"
