,time,object_1,object_2
0,0.0,"[509.0, 175.0, 26.0, 22.0]","[nan, nan, nan, nan]"
1,0.033333,"[508.500000001582, 175.249999999209, 25.8333333338608, 22.1666666661392]","[nan, nan, nan, nan]"
2,0.066667,"[508.000000003165, 175.499999998418, 25.6666666677215, 22.3333333322785]","[nan, nan, nan, nan]"
3,0.1,"[507.500000004747, 175.749999997627, 25.5000000015823, 22.4999999984177]","[nan, nan, nan, nan]"
4,0.13333,"[507.000000006329, 175.999999996835, 25.333333335443, 22.666666664557]","[nan, nan, nan, nan]"
5,0.16667,"[506.500000007911, 176.249999996044, 25.1666666693038, 22.8333333306962]","[nan, nan, nan, nan]"
6,0.2,"[506.000000009494, 176.499999995253, 25.0000000031646, 22.9999999968354]","[nan, nan, nan, nan]"
7,0.23333,"[505.500000011076, 176.749999994462, 24.8333333370253, 23.1666666629747]","[nan, nan, nan, nan]"
8,0.26667,"[505.000000012658, 176.999999993671, 24.6666666708861, 23.3333333291139]","[nan, nan, nan, nan]"
9,0.3,"[504.500000014241, 177.24999999288, 24.5000000047468, 23.4999999952532]","[nan, nan, nan, nan]"
10,0.33333,"[504.000000015823, 177.499999992089, 24.3333333386076, 23.6666666613924]","[nan, nan, nan, nan]"
11,0.36667,"[503.500000017405, 177.749999991297, 24.1666666724684, 23.8333333275316]","[nan, nan, nan, nan]"
12,0.4,"[503.0, 178.0, 24.0, 24.0]","[nan, nan, nan, nan]"
13,0.43333,"[500.923076769886, 178.461538495581, 24.0769230825968, 23.8461538348064]","[nan, nan, nan, nan]"
14,0.46667,"[498.846153539772, 178.923076991162, 24.1538461651936, 23.6923076696128]","[nan, nan, nan, nan]"
15,0.5,"[496.769230309658, 179.384615486743, 24.2307692477904, 23.5384615044191]","[nan, nan, nan, nan]"
16,0.53333,"[494.692307079545, 179.846153982323, 24.3076923303872, 23.3846153392255]","[nan, nan, nan, nan]"
17,0.56667,"[492.615383849431, 180.307692477904, 24.3846154129841, 23.2307691740319]","[nan, nan, nan, nan]"
18,0.6,"[490.538460619317, 180.769230973485, 24.4615384955809, 23.0769230088383]","[nan, nan, nan, nan]"
19,0.63333,"[488.461537389203, 181.230769469066, 24.5384615781777, 22.9230768436447]","[nan, nan, nan, nan]"
20,0.66667,"[486.384614159089, 181.692307964647, 24.6153846607745, 22.769230678451]","[nan, nan, nan, nan]"
21,0.7,"[484.307690928975, 182.153846460228, 24.6923077433713, 22.6153845132574]","[nan, nan, nan, nan]"
22,0.73333,"[482.230767698862, 182.615384955809, 24.7692308259681, 22.4615383480638]","[nan, nan, nan, nan]"
23,0.76667,"[480.153844468748, 183.07692345139, 24.8461539085649, 22.3076921828702]","[nan, nan, nan, nan]"
24,0.8,"[478.076921238634, 183.53846194697, 24.9230769911617, 22.1538460176766]","[nan, nan, nan, nan]"
25,0.83333,"[476.0, 184.0, 25.0, 22.0]","[nan, nan, nan, nan]"
26,0.86667,"[474.461538348064, 184.461538495581, 24.615384587016, 21.9230769174032]","[nan, nan, nan, nan]"
27,0.9,"[472.923076696128, 184.923076991162, 24.2307691740319, 21.8461538348064]","[nan, nan, nan, nan]"
28,0.93333,"[471.384615044191, 185.384615486743, 23.8461537610479, 21.7692307522096]","[nan, nan, nan, nan]"
29,0.96667,"[469.846153392255, 185.846153982323, 23.4615383480638, 21.6923076696128]","[nan, nan, nan, nan]"
30,1.0,"[468.307691740319, 186.307692477904, 23.0769229350798, 21.6153845870159]","[nan, nan, nan, nan]"
31,1.0333,"[466.769230088383, 186.769230973485, 22.6923075220957, 21.5384615044191]","[nan, nan, nan, nan]"
32,1.0667,"[465.230768436447, 187.230769469066, 22.3076921091117, 21.4615384218223]","[nan, nan, nan, nan]"
33,1.1,"[463.69230678451, 187.692307964647, 21.9230766961276, 21.3846153392255]","[nan, nan, nan, nan]"
34,1.1333,"[462.153845132574, 188.153846460228, 21.5384612831436, 21.3076922566287]","[nan, nan, nan, nan]"
35,1.1667,"[460.615383480638, 188.615384955809, 21.1538458701595, 21.2307691740319]","[nan, nan, nan, nan]"
36,1.2,"[459.076921828702, 189.07692345139, 20.7692304571755, 21.1538460914351]","[nan, nan, nan, nan]"
37,1.2333,"[457.538460176766, 189.53846194697, 20.3846150441914, 21.0769230088383]","[nan, nan, nan, nan]"
38,1.2667,"[456.0, 190.0, 20.0, 21.0]","[nan, nan, nan, nan]"
39,1.3,"[453.769231119485, 190.230769194536, 20.6153845187627, 21.1538461296907]","[nan, nan, nan, nan]"
40,1.3333,"[451.538462238971, 190.461538389072, 21.2307690375253, 21.3076922593813]","[nan, nan, nan, nan]"
41,1.3667,"[449.307693358456, 190.692307583608, 21.846153556288, 21.461538389072]","[nan, nan, nan, nan]"
42,1.4,"[447.076924477941, 190.923076778144, 22.4615380750506, 21.6153845187627]","[nan, nan, nan, nan]"
43,1.4333,"[444.846155597427, 191.15384597268, 23.0769225938133, 21.7692306484533]","[nan, nan, nan, nan]"
44,1.4667,"[442.615386716912, 191.384615167216, 23.6923071125759, 21.923076778144]","[nan, nan, nan, nan]"
45,1.5,"[440.384617836398, 191.615384361752, 24.3076916313386, 22.0769229078346]","[nan, nan, nan, nan]"
46,1.5333,"[438.153848955883, 191.846153556288, 24.9230761501012, 22.2307690375253]","[nan, nan, nan, nan]"
47,1.5667,"[435.923080075368, 192.076922750824, 25.5384606688639, 22.384615167216]","[nan, nan, nan, nan]"
48,1.6,"[433.692311194854, 192.30769194536, 26.1538451876265, 22.5384612969066]","[nan, nan, nan, nan]"
49,1.6333,"[431.461542314339, 192.538461139896, 26.7692297063892, 22.6923074265973]","[nan, nan, nan, nan]"
50,1.6667,"[429.230773433824, 192.769230334432, 27.3846142251518, 22.846153556288]","[nan, nan, nan, nan]"
51,1.7,"[427.0, 193.0, 28.0, 23.0]","[nan, nan, nan, nan]"
52,1.7333,"[425.428571209054, 193.357142907033, 27.9285714185934, 23.2142857442198]","[nan, nan, nan, nan]"
53,1.7667,"[423.857142418109, 193.714285814066, 27.8571428371868, 23.4285714884397]","[nan, nan, nan, nan]"
54,1.8,"[422.285713627163, 194.071428721099, 27.7857142557802, 23.6428572326595]","[nan, nan, nan, nan]"
55,1.8333,"[420.714284836218, 194.428571628132, 27.7142856743735, 23.8571429768794]","[nan, nan, nan, nan]"
56,1.8667,"[419.142856045272, 194.785714535165, 27.6428570929669, 24.0714287210992]","[nan, nan, nan, nan]"
57,1.9,"[417.571427254327, 195.142857442198, 27.5714285115603, 24.2857144653191]","[nan, nan, nan, nan]"
58,1.9333,"[415.999998463381, 195.500000349232, 27.4999999301537, 24.5000002095389]","[nan, nan, nan, nan]"
59,1.9667,"[414.428569672436, 195.857143256265, 27.4285713487471, 24.7142859537587]","[nan, nan, nan, nan]"
60,2.0,"[412.85714088149, 196.214286163298, 27.3571427673405, 24.9285716979786]","[nan, nan, nan, nan]"
61,2.0333,"[411.285712090545, 196.571429070331, 27.2857141859339, 25.1428574421984]","[nan, nan, nan, nan]"
62,2.0667,"[409.714283299599, 196.928571977364, 27.2142856045272, 25.3571431864183]","[nan, nan, nan, nan]"
63,2.1,"[408.142854508654, 197.285714884397, 27.1428570231206, 25.5714289306381]","[nan, nan, nan, nan]"
64,2.1333,"[406.571425717708, 197.64285779143, 27.071428441714, 25.785714674858]","[nan, nan, nan, nan]"
65,2.1667,"[405.0, 198.0, 27.0, 26.0]","[nan, nan, nan, nan]"
66,2.2,"[403.416666671677, 198.499999998418, 26.7500000007911, 25.6666666677215]","[nan, nan, nan, nan]"
67,2.2333,"[401.833333343354, 198.999999996835, 26.5000000015823, 25.333333335443]","[nan, nan, nan, nan]"
68,2.2667,"[400.250000015032, 199.499999995253, 26.2500000023734, 25.0000000031646]","[nan, nan, nan, nan]"
69,2.3,"[398.666666686709, 199.999999993671, 26.0000000031646, 24.6666666708861]","[nan, nan, nan, nan]"
70,2.3333,"[397.083333358386, 200.499999992089, 25.7500000039557, 24.3333333386076]","[nan, nan, nan, nan]"
71,2.3667,"[395.500000030063, 200.999999990506, 25.5000000047468, 24.0000000063291]","[nan, nan, nan, nan]"
72,2.4,"[393.91666670174, 201.499999988924, 25.250000005538, 23.6666666740506]","[nan, nan, nan, nan]"
73,2.4333,"[392.333333373418, 201.999999987342, 25.0000000063291, 23.3333333417721]","[nan, nan, nan, nan]"
74,2.4667,"[390.750000045095, 202.49999998576, 24.7500000071203, 23.0000000094937]","[nan, nan, nan, nan]"
75,2.5,"[389.166666716772, 202.999999984177, 24.5000000079114, 22.6666666772152]","[nan, nan, nan, nan]"
76,2.5333,"[387.583333388449, 203.499999982595, 24.2500000087025, 22.3333333449367]","[nan, nan, nan, nan]"
77,2.5667,"[386.0, 204.0, 24.0, 22.0]","[nan, nan, nan, nan]"
78,2.6,"[384.411764804334, 204.411764680358, 23.9411764742346, 22.0588235257654]","[nan, nan, nan, nan]"
79,2.6333,"[382.823529608668, 204.823529360716, 23.8823529484692, 22.1176470515308]","[nan, nan, nan, nan]"
80,2.6667,"[381.235294413002, 205.235294041074, 23.8235294227038, 22.1764705772962]","[nan, nan, nan, nan]"
81,2.7,"[379.647059217336, 205.647058721431, 23.7647058969384, 22.2352941030616]","[nan, nan, nan, nan]"
82,2.7333,"[378.05882402167, 206.058823401789, 23.705882371173, 22.294117628827]","[nan, nan, nan, nan]"
83,2.7667,"[376.470588826004, 206.470588082147, 23.6470588454075, 22.3529411545925]","[nan, nan, nan, nan]"
84,2.8,"[374.882353630338, 206.882352762505, 23.5882353196421, 22.4117646803579]","[nan, nan, nan, nan]"
85,2.8333,"[373.294118434672, 207.294117442863, 23.5294117938767, 22.4705882061233]","[nan, nan, nan, nan]"
86,2.8667,"[371.705883239006, 207.705882123221, 23.4705882681113, 22.5294117318887]","[nan, nan, nan, nan]"
87,2.9,"[370.11764804334, 208.117646803579, 23.4117647423459, 22.5882352576541]","[nan, nan, nan, nan]"
88,2.9333,"[368.529412847674, 208.529411483936, 23.3529412165805, 22.6470587834195]","[nan, nan, nan, nan]"
89,2.9667,"[366.941177652008, 208.941176164294, 23.2941176908151, 22.7058823091849]","[nan, nan, nan, nan]"
90,3.0,"[365.352942456343, 209.352940844652, 23.2352941650497, 22.7647058349503]","[nan, nan, nan, nan]"
91,3.0333,"[363.764707260677, 209.76470552501, 23.1764706392843, 22.8235293607157]","[nan, nan, nan, nan]"
92,3.0667,"[362.176472065011, 210.176470205368, 23.1176471135189, 22.8823528864811]","[nan, nan, nan, nan]"
