,time,object_1
0,0.0,"[331.0, 381.0, 25.0, 29.0]"
1,0.033333,"[330.968152866539, 380.974522293232, 24.9936305733084, 28.9554140131579]"
2,0.066667,"[330.93630573278, 380.949044586224, 24.9872611465565, 28.9108280258941]"
3,0.1,"[330.90445859902, 380.923566879216, 24.9808917198045, 28.8662420386303]"
4,0.13333,"[330.87261146526, 380.898089172208, 24.9745222930525, 28.8216560513664]"
5,0.16667,"[330.8407643315, 380.8726114652, 24.9681528663005, 28.7770700641026]"
6,0.2,"[330.80891719774, 380.847133758192, 24.9617834395486, 28.7324840768388]"
7,0.23333,"[330.77707006398, 380.821656051184, 24.9554140127966, 28.687898089575]"
8,0.26667,"[330.74522293022, 380.796178344176, 24.9490445860446, 28.6433121023111]"
9,0.3,"[330.71337579646, 380.770700637168, 24.9426751592926, 28.5987261150473]"
10,0.33333,"[330.681528662701, 380.74522293016, 24.9363057325406, 28.5541401277835]"
11,0.36667,"[330.649681528941, 380.719745223153, 24.9299363057887, 28.5095541405196]"
12,0.4,"[330.617834395181, 380.694267516145, 24.9235668790367, 28.4649681532558]"
13,0.43333,"[330.585987261421, 380.668789809137, 24.9171974522847, 28.420382165992]"
14,0.46667,"[330.554140127661, 380.643312102129, 24.9108280255327, 28.3757961787281]"
15,0.5,"[330.522292993901, 380.617834395121, 24.9044585987808, 28.3312101914643]"
16,0.53333,"[330.490445860141, 380.592356688113, 24.8980891720288, 28.2866242042005]"
17,0.56667,"[330.458598726382, 380.566878981105, 24.8917197452768, 28.2420382169366]"
18,0.6,"[330.426751592622, 380.541401274097, 24.8853503185248, 28.1974522296728]"
19,0.63333,"[330.394904458862, 380.515923567089, 24.8789808917728, 28.152866242409]"
20,0.66667,"[330.363057325102, 380.490445860082, 24.8726114650209, 28.1082802551451]"
21,0.7,"[330.331210191342, 380.464968153074, 24.8662420382689, 28.0636942678813]"
22,0.73333,"[330.299363057582, 380.439490446066, 24.8598726115169, 28.0191082806175]"
23,0.76667,"[330.267515923822, 380.414012739058, 24.8535031847649, 27.9745222933536]"
24,0.8,"[330.235668790062, 380.38853503205, 24.847133758013, 27.9299363060898]"
25,0.83333,"[330.203821656303, 380.363057325042, 24.840764331261, 27.885350318826]"
26,0.86667,"[330.171974522543, 380.337579618034, 24.834394904509, 27.8407643315621]"
27,0.9,"[330.140127388783, 380.312101911026, 24.828025477757, 27.7961783442983]"
28,0.93333,"[330.108280255023, 380.286624204018, 24.8216560510051, 27.7515923570345]"
29,0.96667,"[330.076433121263, 380.26114649701, 24.8152866242531, 27.7070063697706]"
30,1.0,"[330.044585987503, 380.235668790003, 24.8089171975011, 27.6624203825068]"
31,1.0333,"[330.012738853743, 380.210191082995, 24.8025477707491, 27.617834395243]"
32,1.0667,"[329.980891719984, 380.184713375987, 24.7961783439971, 27.5732484079791]"
33,1.1,"[329.949044586224, 380.159235668979, 24.7898089172452, 27.5286624207153]"
34,1.1333,"[329.917197452464, 380.133757961971, 24.7834394904932, 27.4840764334515]"
35,1.1667,"[329.885350318704, 380.108280254963, 24.7770700637412, 27.4394904461876]"
36,1.2,"[329.853503184944, 380.082802547955, 24.7707006369892, 27.3949044589238]"
37,1.2333,"[329.821656051184, 380.057324840947, 24.7643312102373, 27.35031847166]"
38,1.2667,"[329.789808917424, 380.031847133939, 24.7579617834853, 27.3057324843961]"
39,1.3,"[329.757961783664, 380.006369426932, 24.7515923567333, 27.2611464971323]"
40,1.3333,"[329.726114649905, 379.980891719924, 24.7452229299813, 27.2165605098685]"
41,1.3667,"[329.694267516145, 379.955414012916, 24.7388535032294, 27.1719745226046]"
42,1.4,"[329.662420382385, 379.929936305908, 24.7324840764774, 27.1273885353408]"
43,1.4333,"[329.630573248625, 379.9044585989, 24.7261146497254, 27.082802548077]"
44,1.4667,"[329.598726114865, 379.878980891892, 24.7197452229734, 27.0382165608131]"
45,1.5,"[329.566878981105, 379.853503184884, 24.7133757962214, 26.9936305735493]"
46,1.5333,"[329.535031847345, 379.828025477876, 24.7070063694695, 26.9490445862855]"
47,1.5667,"[329.503184713585, 379.802547770868, 24.7006369427175, 26.9044585990216]"
48,1.6,"[329.471337579826, 379.77707006386, 24.6942675159655, 26.8598726117578]"
49,1.6333,"[329.439490446066, 379.751592356853, 24.6878980892135, 26.815286624494]"
50,1.6667,"[329.407643312306, 379.726114649845, 24.6815286624616, 26.7707006372301]"
51,1.7,"[329.375796178546, 379.700636942837, 24.6751592357096, 26.7261146499663]"
52,1.7333,"[329.343949044786, 379.675159235829, 24.6687898089576, 26.6815286627025]"
53,1.7667,"[329.312101911026, 379.649681528821, 24.6624203822056, 26.6369426754386]"
54,1.8,"[329.280254777266, 379.624203821813, 24.6560509554536, 26.5923566881748]"
55,1.8333,"[329.248407643507, 379.598726114805, 24.6496815287017, 26.547770700911]"
56,1.8667,"[329.216560509747, 379.573248407797, 24.6433121019497, 26.5031847136471]"
57,1.9,"[329.184713375987, 379.547770700789, 24.6369426751977, 26.4585987263833]"
58,1.9333,"[329.152866242227, 379.522292993782, 24.6305732484457, 26.4140127391195]"
59,1.9667,"[329.121019108467, 379.496815286774, 24.6242038216938, 26.3694267518556]"
60,2.0,"[329.089171974707, 379.471337579766, 24.6178343949418, 26.3248407645918]"
61,2.0333,"[329.057324840947, 379.445859872758, 24.6114649681898, 26.280254777328]"
62,2.0667,"[329.025477707187, 379.42038216575, 24.6050955414378, 26.2356687900641]"
63,2.1,"[328.993630573428, 379.394904458742, 24.5987261146859, 26.1910828028003]"
64,2.1333,"[328.961783439668, 379.369426751734, 24.5923566879339, 26.1464968155365]"
65,2.1667,"[328.929936305908, 379.343949044726, 24.5859872611819, 26.1019108282726]"
66,2.2,"[328.898089172148, 379.318471337718, 24.5796178344299, 26.0573248410088]"
67,2.2333,"[328.866242038388, 379.29299363071, 24.5732484076779, 26.012738853745]"
68,2.2667,"[328.834394904628, 379.267515923703, 24.566878980926, 25.9681528664811]"
69,2.3,"[328.802547770868, 379.242038216695, 24.560509554174, 25.9235668792173]"
70,2.3333,"[328.770700637109, 379.216560509687, 24.554140127422, 25.8789808919535]"
71,2.3667,"[328.738853503349, 379.191082802679, 24.54777070067, 25.8343949046896]"
72,2.4,"[328.707006369589, 379.165605095671, 24.5414012739181, 25.7898089174258]"
73,2.4333,"[328.675159235829, 379.140127388663, 24.5350318471661, 25.745222930162]"
74,2.4667,"[328.643312102069, 379.114649681655, 24.5286624204141, 25.7006369428981]"
75,2.5,"[328.611464968309, 379.089171974647, 24.5222929936621, 25.6560509556343]"
