,time,object_1
0,0.0,"[306.0, 193.0, 28.0, 30.0]"
1,0.033333,"[305.142857895449, 192.571428947724, 27.8571429825748, 30.0]"
2,0.066667,"[304.285715010432, 192.142857505216, 27.714285835072, 30.0]"
3,0.1,"[303.428572125416, 191.714286062708, 27.5714286875693, 30.0]"
4,0.13333,"[302.571429240399, 191.2857146202, 27.4285715400665, 30.0]"
5,0.16667,"[301.714286355382, 190.857143177691, 27.2857143925637, 30.0]"
6,0.2,"[300.857143470366, 190.428571735183, 27.1428572450609, 30.0]"
7,0.23333,"[300.000000585349, 190.000000292675, 27.0000000975582, 30.0]"
8,0.26667,"[299.142857700333, 189.571428850166, 26.8571429500554, 30.0]"
9,0.3,"[298.285714815316, 189.142857407658, 26.7142858025526, 30.0]"
10,0.33333,"[297.428571930299, 188.71428596515, 26.5714286550499, 30.0]"
11,0.36667,"[296.571429045283, 188.285714522641, 26.4285715075471, 30.0]"
12,0.4,"[295.714286160266, 187.857143080133, 26.2857143600443, 30.0]"
13,0.43333,"[294.857143275249, 187.428571637625, 26.1428572125416, 30.0]"
14,0.46667,"[294.000000390233, 187.000000195116, 26.0000000650388, 30.0]"
15,0.5,"[293.142857505216, 186.571428752608, 25.857142917536, 30.0]"
16,0.53333,"[292.2857146202, 186.1428573101, 25.7142857700332, 30.0]"
17,0.56667,"[291.428571735183, 185.714285867591, 25.5714286225305, 30.0]"
18,0.6,"[290.571428850166, 185.285714425083, 25.4285714750277, 30.0]"
19,0.63333,"[289.71428596515, 184.857142982575, 25.2857143275249, 30.0]"
20,0.66667,"[288.857143080133, 184.428571540067, 25.1428571800222, 30.0]"
21,0.7,"[288.000000195116, 184.000000097558, 25.0000000325194, 30.0]"
22,0.73333,"[287.1428573101, 183.57142865505, 24.8571428850166, 30.0]"
23,0.76667,"[286.285714425083, 183.142857212542, 24.7142857375139, 30.0]"
24,0.8,"[285.428571540067, 182.714285770033, 24.5714285900111, 30.0]"
25,0.83333,"[284.57142865505, 182.285714327525, 24.4285714425083, 30.0]"
26,0.86667,"[283.714285770033, 181.857142885017, 24.2857142950055, 30.0]"
27,0.9,"[282.857142885017, 181.428571442508, 24.1428571475028, 30.0]"
28,0.93333,"[282.0, 181.0, 24.0, 30.0]"
29,0.96667,"[281.030302931165, 181.121212133605, 24.2121212338077, 30.0606060668022]"
30,1.0,"[280.060605964566, 181.24242425443, 24.4242424452512, 30.1212121272146]"
31,1.0333,"[279.090908997967, 181.363636375254, 24.6363636566947, 30.181818187627]"
32,1.0667,"[278.121212031368, 181.484848496079, 24.8484848681382, 30.2424242480395]"
33,1.1,"[277.15151506477, 181.606060616904, 25.0606060795817, 30.3030303084519]"
34,1.1333,"[276.181818098171, 181.727272737729, 25.2727272910252, 30.3636363688643]"
35,1.1667,"[275.212121131572, 181.848484858554, 25.4848485024688, 30.4242424292768]"
36,1.2,"[274.242424164973, 181.969696979379, 25.6969697139123, 30.4848484896892]"
37,1.2333,"[273.272727198374, 182.090909100204, 25.9090909253558, 30.5454545501016]"
38,1.2667,"[272.303030231775, 182.212121221028, 26.1212121367993, 30.6060606105141]"
39,1.3,"[271.333333265176, 182.333333341853, 26.3333333482428, 30.6666666709265]"
40,1.3333,"[270.363636298577, 182.454545462678, 26.5454545596863, 30.7272727313389]"
41,1.3667,"[269.393939331978, 182.575757583503, 26.7575757711298, 30.7878787917514]"
42,1.4,"[268.424242365379, 182.696969704328, 26.9696969825733, 30.8484848521638]"
43,1.4333,"[267.45454539878, 182.818181825153, 27.1818181940168, 30.9090909125762]"
44,1.4667,"[266.484848432181, 182.939393945978, 27.3939394054603, 30.9696969729887]"
