,time,object_1,object_2
0,0.0,"[96.0, 264.0, 28.0, 27.0]","[nan, nan, nan, nan]"
1,0.033333,"[101.49999674342, 262.500000888158, 28.0, 26.7500001480263]","[nan, nan, nan, nan]"
2,0.066667,"[106.999997828947, 261.000000592105, 28.0, 26.5000000986842]","[nan, nan, nan, nan]"
3,0.1,"[112.499998914473, 259.500000296053, 28.0, 26.2500000493421]","[nan, nan, nan, nan]"
4,0.13333,"[118.0, 258.0, 28.0, 26.0]","[nan, nan, nan, nan]"
5,0.16667,"[124.09091783384, 257.727272335798, 28.2727276642018, 26.2727276642018]","[nan, nan, nan, nan]"
6,0.2,"[130.181826050456, 257.454545102218, 28.5454548977816, 26.5454548977816]","[nan, nan, nan, nan]"
7,0.23333,"[136.272734267072, 257.181817868639, 28.8181821313614, 26.8181821313614]","[nan, nan, nan, nan]"
8,0.26667,"[142.363642483688, 256.909090635059, 29.0909093649412, 27.0909093649412]","[nan, nan, nan, nan]"
9,0.3,"[148.454550700304, 256.636363401479, 29.3636365985211, 27.3636365985211]","[nan, nan, nan, nan]"
10,0.33333,"[154.54545891692, 256.363636167899, 29.6363638321009, 27.6363638321009]","[nan, nan, nan, nan]"
11,0.36667,"[160.636367133536, 256.090908934319, 29.9090910656807, 27.9090910656807]","[nan, nan, nan, nan]"
12,0.4,"[166.727275350152, 255.818181700739, 30.1818182992605, 28.1818182992605]","[nan, nan, nan, nan]"
13,0.43333,"[172.818183566768, 255.54545446716, 30.4545455328404, 28.4545455328404]","[nan, nan, nan, nan]"
14,0.46667,"[178.909091783384, 255.27272723358, 30.7272727664202, 28.7272727664202]","[nan, nan, nan, nan]"
15,0.5,"[185.0, 255.0, 31.0, 29.0]","[nan, nan, nan, nan]"
16,0.53333,"[192.24998998355, 255.124999827303, 30.5000006907897, 28.8750001726974]","[nan, nan, nan, nan]"
17,0.56667,"[199.499991414472, 255.249999851974, 30.0000005921054, 28.7500001480264]","[nan, nan, nan, nan]"
18,0.6,"[206.749992845393, 255.374999876645, 29.5000004934212, 28.6250001233553]","[nan, nan, nan, nan]"
19,0.63333,"[213.999994276314, 255.499999901316, 29.0000003947369, 28.5000000986842]","[nan, nan, nan, nan]"
20,0.66667,"[221.249995707236, 255.624999925987, 28.5000002960527, 28.3750000740132]","[nan, nan, nan, nan]"
21,0.7,"[228.499997138157, 255.749999950658, 28.0000001973685, 28.2500000493421]","[nan, nan, nan, nan]"
22,0.73333,"[235.749998569079, 255.874999975329, 27.5000000986842, 28.1250000246711]","[nan, nan, nan, nan]"
23,0.76667,"[243.0, 256.0, 27.0, 28.0]","[nan, nan, nan, nan]"
24,0.8,"[249.142869613315, 256.0, 27.8571445972068, 28.1428574328678]","[nan, nan, nan, nan]"
25,0.83333,"[255.285724677763, 256.0, 28.714287164339, 28.2857145273898]","[nan, nan, nan, nan]"
26,0.86667,"[261.42857974221, 256.0, 29.5714297314712, 28.4285716219119]","[nan, nan, nan, nan]"
27,0.9,"[267.571434806658, 256.0, 30.4285722986034, 28.5714287164339]","[nan, nan, nan, nan]"
28,0.93333,"[273.714289871105, 256.0, 31.2857148657356, 28.7142858109559]","[nan, nan, nan, nan]"
29,0.96667,"[279.857144935553, 256.0, 32.1428574328678, 28.857142905478]","[nan, nan, nan, nan]"
30,1.0,"[286.0, 256.0, 33.0, 29.0]","[nan, nan, nan, nan]"
31,1.0333,"[291.874991883222, 256.249999654605, 32.3750008634871, 29.2499996546052]","[nan, nan, nan, nan]"
32,1.0667,"[297.749993042762, 256.499999703947, 31.7500007401318, 29.4999997039473]","[nan, nan, nan, nan]"
33,1.1,"[303.624994202301, 256.749999753289, 31.1250006167765, 29.7499997532894]","[nan, nan, nan, nan]"
34,1.1333,"[309.499995361841, 256.999999802631, 30.5000004934212, 29.9999998026315]","[nan, nan, nan, nan]"
35,1.1667,"[315.374996521381, 257.249999851974, 29.8750003700659, 30.2499998519737]","[nan, nan, nan, nan]"
36,1.2,"[321.249997680921, 257.499999901316, 29.2500002467106, 30.4999999013158]","[nan, nan, nan, nan]"
37,1.2333,"[327.12499884046, 257.749999950658, 28.6250001233553, 30.7499999506579]","[nan, nan, nan, nan]"
38,1.2667,"[333.0, 258.0, 28.0, 31.0]","[nan, nan, nan, nan]"
39,1.3,"[15.0, 235.0, 29.0, 26.0]","[nan, nan, nan, nan]"
40,1.3333,"[19.4999966249991, 236.2499990625, 28.0000007500002, 25.7500001875]","[nan, nan, nan, nan]"
41,1.3667,"[23.9999977499994, 237.499999375, 27.0000005000001, 25.500000125]","[nan, nan, nan, nan]"
42,1.4,"[28.4999988749997, 238.7499996875, 26.0000002500001, 25.2500000625]","[nan, nan, nan, nan]"
43,1.4333,"[33.0, 240.0, 25.0, 25.0]","[nan, nan, nan, nan]"
