,time,object_1
0,0.0,"[266.0, 226.0, 27.0, 22.0]"
1,0.033333,"[265.500000375, 224.7500009375, 26.5000003750001, 22.7499994374999]"
2,0.066667,"[265.00000025, 223.500000625, 26.0000002500001, 23.4999996249999]"
3,0.1,"[264.500000125, 222.2500003125, 25.500000125, 24.2499998125]"
4,0.13333,"[264.0, 221.0, 25.0, 25.0]"
5,0.16667,"[263.562500410156, 220.187500761719, 25.0, 24.9375000585938]"
6,0.2,"[263.125000382812, 219.375000710938, 25.0, 24.8750000546875]"
7,0.23333,"[262.687500355469, 218.562500660156, 25.0, 24.8125000507813]"
8,0.26667,"[262.250000328125, 217.750000609375, 25.0, 24.750000046875]"
9,0.3,"[261.812500300781, 216.937500558594, 25.0, 24.6875000429688]"
10,0.33333,"[261.375000273437, 216.125000507813, 25.0, 24.6250000390625]"
11,0.36667,"[260.937500246094, 215.312500457031, 25.0, 24.5625000351563]"
12,0.4,"[260.50000021875, 214.50000040625, 25.0, 24.50000003125]"
13,0.43333,"[260.062500191406, 213.687500355469, 25.0, 24.4375000273438]"
14,0.46667,"[259.625000164062, 212.875000304688, 25.0, 24.3750000234375]"
15,0.5,"[259.187500136719, 212.062500253906, 25.0, 24.3125000195313]"
16,0.53333,"[258.750000109375, 211.250000203125, 25.0, 24.250000015625]"
17,0.56667,"[258.312500082031, 210.437500152344, 25.0, 24.1875000117188]"
18,0.6,"[257.875000054687, 209.625000101563, 25.0, 24.1250000078125]"
19,0.63333,"[257.437500027344, 208.812500050781, 25.0, 24.0625000039063]"
20,0.66667,"[257.0, 208.0, 25.0, 24.0]"
21,0.7,"[256.823529245675, 207.470587737024, 24.7647056608997, 23.9411764152249]"
22,0.73333,"[256.64705866782, 206.94117600346, 24.5294115570934, 23.8823528892733]"
23,0.76667,"[256.470588089965, 206.411764269896, 24.2941174532872, 23.8235293633218]"
24,0.8,"[256.294117512111, 205.882352536332, 24.058823349481, 23.7647058373702]"
25,0.83333,"[256.117646934256, 205.352940802768, 23.8235292456747, 23.7058823114187]"
26,0.86667,"[255.941176356401, 204.823529069204, 23.5882351418685, 23.6470587854671]"
27,0.9,"[255.764705778547, 204.29411733564, 23.3529410380623, 23.5882352595156]"
28,0.93333,"[255.588235200692, 203.764705602076, 23.1176469342561, 23.529411733564]"
29,0.96667,"[255.411764622837, 203.235293868512, 22.8823528304498, 23.4705882076125]"
30,1.0,"[255.235294044983, 202.705882134948, 22.6470587266436, 23.4117646816609]"
31,1.0333,"[255.058823467128, 202.176470401384, 22.4117646228374, 23.3529411557093]"
32,1.0667,"[254.882352889273, 201.64705866782, 22.1764705190311, 23.2941176297578]"
33,1.1,"[254.705882311419, 201.117646934256, 21.9411764152249, 23.2352941038062]"
34,1.1333,"[254.529411733564, 200.588235200692, 21.7058823114187, 23.1764705778547]"
35,1.1667,"[254.352941155709, 200.058823467128, 21.4705882076125, 23.1176470519031]"
36,1.2,"[254.176470577855, 199.529411733564, 21.2352941038062, 23.0588235259516]"
37,1.2333,"[254.0, 199.0, 21.0, 23.0]"
38,1.2667,"[253.79999981, 198.5499995725, 21.20000019, 22.899999905]"
39,1.3,"[253.59999982, 198.099999595, 21.40000018, 22.79999991]"
40,1.3333,"[253.39999983, 197.6499996175, 21.60000017, 22.699999915]"
41,1.3667,"[253.19999984, 197.19999964, 21.80000016, 22.59999992]"
42,1.4,"[252.99999985, 196.7499996625, 22.00000015, 22.499999925]"
43,1.4333,"[252.79999986, 196.299999685, 22.20000014, 22.39999993]"
44,1.4667,"[252.59999987, 195.8499997075, 22.40000013, 22.299999935]"
45,1.5,"[252.39999988, 195.39999973, 22.60000012, 22.19999994]"
46,1.5333,"[252.19999989, 194.9499997525, 22.80000011, 22.099999945]"
47,1.5667,"[251.9999999, 194.499999775, 23.0000001, 21.99999995]"
48,1.6,"[251.79999991, 194.0499997975, 23.20000009, 21.899999955]"
49,1.6333,"[251.59999992, 193.59999982, 23.40000008, 21.79999996]"
50,1.6667,"[251.39999993, 193.1499998425, 23.60000007, 21.699999965]"
51,1.7,"[251.19999994, 192.699999865, 23.80000006, 21.59999997]"
52,1.7333,"[250.99999995, 192.2499998875, 24.00000005, 21.499999975]"
53,1.7667,"[250.79999996, 191.79999991, 24.20000004, 21.39999998]"
