,time,object_1
0,0.0,"[436.0, 277.0, 24.0, 26.0]"
1,0.033333,"[435.40000096, 276.80000032, 23.8000003200001, 26.0]"
2,0.066667,"[434.80000072, 276.60000024, 23.6000002400001, 26.0]"
3,0.1,"[434.20000048, 276.40000016, 23.4000001600001, 26.0]"
4,0.13333,"[433.60000024, 276.20000008, 23.20000008, 26.0]"
5,0.16667,"[433.0, 276.0, 23.0, 26.0]"
6,0.2,"[431.846151715977, 275.769230343196, 22.9230767810651, 26.0769232189349]"
7,0.23333,"[430.692305739646, 275.538461147929, 22.8461537159764, 26.1538462840236]"
8,0.26667,"[429.538459763314, 275.307691952663, 22.7692306508876, 26.2307693491124]"
9,0.3,"[428.384613786983, 275.076922757397, 22.6923075857988, 26.3076924142012]"
10,0.33333,"[427.230767810651, 274.84615356213, 22.6153845207101, 26.3846154792899]"
11,0.36667,"[426.07692183432, 274.615384366864, 22.5384614556213, 26.4615385443787]"
12,0.4,"[424.923075857988, 274.384615171598, 22.4615383905326, 26.5384616094674]"
13,0.43333,"[423.769229881657, 274.153845976332, 22.3846153254438, 26.6153846745562]"
14,0.46667,"[422.615383905326, 273.923076781065, 22.307692260355, 26.692307739645]"
15,0.5,"[421.461537928994, 273.692307585799, 22.2307691952663, 26.7692308047337]"
16,0.53333,"[420.307691952663, 273.461538390533, 22.1538461301775, 26.8461538698225]"
17,0.56667,"[419.153845976331, 273.230769195266, 22.0769230650888, 26.9230769349112]"
18,0.6,"[418.0, 273.0, 22.0, 27.0]"
19,0.63333,"[416.916666666666, 273.0, 21.9166666666667, 27.0]"
20,0.66667,"[415.833333333333, 273.0, 21.8333333333333, 27.0]"
21,0.7,"[414.75, 273.0, 21.75, 27.0]"
22,0.73333,"[413.666666666667, 273.0, 21.6666666666667, 27.0]"
23,0.76667,"[412.583333333333, 273.0, 21.5833333333333, 27.0]"
24,0.8,"[411.5, 273.0, 21.5, 27.0]"
25,0.83333,"[410.416666666667, 273.0, 21.4166666666667, 27.0]"
26,0.86667,"[409.333333333333, 273.0, 21.3333333333333, 27.0]"
27,0.9,"[408.25, 273.0, 21.25, 27.0]"
28,0.93333,"[407.166666666667, 273.0, 21.1666666666667, 27.0]"
