,time,object_1,object_2
0,0.0,"[252.0, 396.0, 25.0, 23.0]","[nan, nan, nan, nan]"
1,0.033333,"[254.499997554345, 394.500001467393, 25.9999990217382, 21.5000014673928]","[nan, nan, nan, nan]"
2,0.066667,"[257.0, 393.0, 27.0, 20.0]","[nan, nan, nan, nan]"
3,0.1,"[258.000000173913, 390.333332869565, 26.0, 20.0]","[nan, nan, nan, nan]"
4,0.13333,"[259.000000152174, 387.66666626087, 25.0, 20.0]","[nan, nan, nan, nan]"
5,0.16667,"[263.748169969381, 390.247437426698, 25.0, 20.0]","[nan, nan, nan, nan]"
6,0.2,"[265.497803915431, 386.081502882424, 24.0, 20.0]","[nan, nan, nan, nan]"
7,0.23333,"[262.000000086957, 379.666666434783, 29.3894581853714, 22.7623233163155]","[nan, nan, nan, nan]"
8,0.26667,"[268.997071807531, 379.248901729455, 23.0, 20.0]","[nan, nan, nan, nan]"
9,0.3,"[269.997071785792, 376.582235120759, 23.0, 20.0]","[nan, nan, nan, nan]"
10,0.33333,"[271.746705731842, 376.164470415431, 22.0, 20.0]","[nan, nan, nan, nan]"
11,0.36667,"[266.0, 369.0, 35.8843338213762, 28.1815519765739]","[nan, nan, nan, nan]"
12,0.4,"[268.875002953125, 284.0, 365.624996533289, 380.0]","[21.8749998716033, 16.0, 20.3750003851902, 18.0]"
13,0.43333,"[271.75000253125, 286.400000730435, 362.249997028533, 377.266665834783]","[21.7499998899457, 16.0666666869565, 20.750000330163, 18.2666667478261]"
14,0.46667,"[274.625002109375, 288.800000678261, 358.874997523778, 374.53333256087]","[21.624999908288, 16.1333333521739, 21.1250002751358, 18.5333334086957]"
15,0.5,"[277.5000016875, 291.200000626087, 355.499998019022, 371.799999286957]","[21.4999999266304, 16.2000000173913, 21.5000002201087, 18.8000000695652]"
16,0.53333,"[280.375001265625, 293.600000573913, 352.124998514267, 369.066666013044]","[21.3749999449728, 16.2666666826087, 21.8750001650815, 19.0666667304348]"
17,0.56667,"[283.25000084375, 296.000000521739, 348.749999009511, 366.33333273913]","[21.2499999633152, 16.3333333478261, 22.2500001100543, 19.3333333913044]"
18,0.6,"[286.125000421875, 298.400000469565, 345.374999504756, 363.599999465217]","[21.1249999816576, 16.4000000130435, 22.6250000550272, 19.6000000521739]"
19,0.63333,"[289.0, 300.800000417391, 342.0, 360.866666191304]","[21.0, 16.4666666782609, 23.0, 19.8666667130435]"
20,0.66667,"[291.000002054348, 303.200000365217, 339.999997945652, 358.133332917391]","[20.8749998716033, 16.5333333434783, 22.8749998716033, 20.1333333739131]"
21,0.7,"[293.00000176087, 305.600000313044, 337.99999823913, 355.399999643478]","[20.7499998899457, 16.6000000086957, 22.7499998899457, 20.4000000347826]"
22,0.73333,"[295.000001467391, 308.00000026087, 335.999998532609, 352.666666369565]","[20.624999908288, 16.666666673913, 22.624999908288, 20.6666666956522]"
23,0.76667,"[297.000001173913, 310.400000208696, 333.999998826087, 349.933333095652]","[20.4999999266304, 16.7333333391304, 22.4999999266304, 20.9333333565217]"
24,0.8,"[299.000000880435, 312.800000156522, 331.999999119565, 347.199999821739]","[20.3749999449728, 16.8000000043478, 22.3749999449728, 21.2000000173913]"
25,0.83333,"[301.000000586957, 315.200000104348, 329.999999413043, 344.466666547826]","[20.2499999633152, 16.8666666695652, 22.2499999633152, 21.4666666782609]"
26,0.86667,"[303.000000293478, 317.600000052174, 327.999999706522, 341.733333273913]","[20.1249999816576, 16.9333333347826, 22.1249999816576, 21.7333333391304]"
27,0.9,"[305.0, 320.0, 326.0, 339.0]","[20.0, 17.0, 22.0, 22.0]"
28,0.93333,"[307.91666736413, 322.899997957391, 323.666666108696, 336.300001901739]","[20.0833333532609, 17.0999999295652, 22.5833334728261, 22.3999997182608]"
29,0.96667,"[310.833333967391, 325.799998184348, 321.333332826087, 333.600001690435]","[20.1666666847826, 17.1999999373913, 23.1666667934783, 22.7999997495652]"
30,1.0,"[313.750000570652, 328.699998411304, 318.999999543478, 330.900001479131]","[20.2500000163043, 17.2999999452174, 23.7500001141304, 23.1999997808695]"
31,1.0333,"[316.666667173913, 331.599998638261, 316.66666626087, 328.200001267826]","[20.3333333478261, 17.3999999530435, 24.3333334347826, 23.5999998121739]"
32,1.0667,"[319.583333777174, 334.499998865217, 314.333332978261, 325.500001056522]","[20.4166666793478, 17.4999999608696, 24.9166667554348, 23.9999998434782]"
33,1.1,"[322.500000380435, 337.399999092174, 311.999999695652, 322.800000845217]","[20.5000000108696, 17.5999999686957, 25.500000076087, 24.3999998747826]"
34,1.1333,"[325.416666983696, 340.29999931913, 309.666666413043, 320.100000633913]","[20.5833333423913, 17.6999999765217, 26.0833333967391, 24.7999999060869]"
35,1.1667,"[328.333333586957, 343.199999546087, 307.333333130435, 317.400000422609]","[20.666666673913, 17.7999999843478, 26.6666667173913, 25.1999999373913]"
36,1.2,"[331.250000190217, 346.099999773043, 304.999999847826, 314.700000211304]","[20.7500000054348, 17.8999999921739, 27.2500000380435, 25.5999999686956]"
37,1.2333,"[334.166666793478, 349.0, 302.666666565217, 312.0]","[20.8333333369565, 18.0, 27.8333333586957, 26.0]"
38,1.2667,"[337.083333396739, 352.299997675652, 300.333333282609, 309.300001901739]","[20.9166666684783, 17.8000001408696, 28.4166666793478, 26.3999997182608]"
39,1.3,"[340.0, 355.599997933913, 298.0, 306.600001690435]","[21.0, 17.6000001252174, 29.0, 26.7999997495652]"
40,1.3333,"[343.999993608694, 358.899998192174, 296.000003195653, 303.900001479131]","[20.2500011983699, 17.4000001095652, 28.7500003994566, 27.1999997808695]"
41,1.3667,"[347.999994521738, 362.199998450434, 294.000002739131, 301.200001267826]","[19.5000010271742, 17.2000000939131, 28.5000003423914, 27.5999998121739]"
42,1.4,"[351.999995434781, 365.499998708695, 292.000002282609, 298.500001056522]","[18.7500008559785, 17.0000000782609, 28.2500002853262, 27.9999998434782]"
43,1.4333,"[355.999996347825, 368.799998966956, 290.000001826087, 295.800000845217]","[18.0000006847828, 16.8000000626087, 28.0000002282609, 28.3999998747826]"
44,1.4667,"[359.999997260869, 372.099999225217, 288.000001369565, 293.100000633913]","[17.2500005135871, 16.6000000469565, 27.7500001711957, 28.7999999060869]"
45,1.5,"[363.999998173913, 375.399999483478, 286.000000913044, 290.400000422609]","[16.5000003423914, 16.4000000313044, 27.5000001141305, 29.1999999373913]"
46,1.5333,"[367.999999086956, 378.699999741739, 284.000000456522, 287.700000211304]","[15.7500001711957, 16.2000000156522, 27.2500000570652, 29.5999999686956]"
47,1.5667,"[372.0, 382.0, 282.0, 285.0]","[15.0, 16.0, 27.0, 30.0]"
48,1.6,"[375.714292566103, 385.846161950089, 279.99999631056, 283.307688741961]","[14.8571425936114, 16.2307697170053, 26.4285703744457, 29.8461535219965]"
49,1.6333,"[379.428577138419, 389.692315120915, 277.999996925467, 281.615381346798]","[14.7142854946762, 16.4615389072549, 25.8571419787048, 29.6923073951634]"
50,1.6667,"[383.142861710735, 393.538468291741, 275.999997540373, 279.923073951634]","[14.571428395741, 16.6923080975044, 25.2857135829638, 29.5384612683304]"
51,1.7,"[386.857146283051, 397.384621462567, 273.99999815528, 278.230766556471]","[14.4285712968057, 16.923077287754, 24.7142851872229, 29.3846151414973]"
52,1.7333,"[390.571430855368, 401.230774633393, 271.999998770187, 276.538459161307]","[14.2857141978705, 17.1538464780035, 24.1428567914819, 29.2307690146643]"
53,1.7667,"[394.285715427684, 405.076927804219, 269.999999385093, 274.846151766144]","[14.1428570989352, 17.3846156682531, 23.571428395741, 29.0769228878313]"
54,1.8,"[398.0, 408.923080975045, 268.0, 273.153844370981]","[14.0, 17.6153848585027, 23.0, 28.9230767609982]"
55,1.8333,"[401.874993808422, 412.76923414587, 266.875001797555, 271.461536975817]","[14.0, 17.8461540487522, 23.0, 28.7692306341652]"
56,1.8667,"[405.749994692933, 416.615387316696, 265.750001540761, 269.769229580654]","[14.0, 18.0769232390018, 23.0, 28.6153845073322]"
57,1.9,"[409.624995577444, 420.461540487522, 264.625001283968, 268.07692218549]","[14.0, 18.3076924292513, 23.0, 28.4615383804991]"
58,1.9333,"[413.499996461956, 424.307693658348, 263.500001027174, 266.384614790327]","[14.0, 18.5384616195009, 23.0, 28.3076922536661]"
59,1.9667,"[417.374997346467, 428.153846829174, 262.375000770381, 264.692307395163]","[14.0, 18.7692308097504, 23.0, 28.153846126833]"
60,2.0,"[421.249998230978, 432.0, 261.250000513587, 263.0]","[14.0, 19.0, 23.0, 28.0]"
61,2.0333,"[425.124999115489, 436.777778608696, 260.125000256794, 261.111110782609]","[14.0, 19.0, 23.0, 27.3333332173913]"
62,2.0667,"[429.0, 441.555556282609, 259.0, 259.222221934783]","[14.0, 19.0, 23.0, 26.6666665652174]"
63,2.1,"[433.222222956522, 446.333333956522, 257.333333043478, 257.333333086956]","[15.1111113043478, 19.0, 23.5555556521739, 25.9999999130435]"
64,2.1333,"[437.444445086957, 451.111111630435, 255.666666413043, 255.44444423913]","[16.2222223913043, 19.0, 24.1111111956522, 25.3333332608696]"
65,2.1667,"[441.666667217391, 455.888889304348, 253.999999782609, 253.555555391304]","[17.3333334782609, 19.0, 24.6666667391304, 24.6666666086956]"
66,2.2,"[445.888889347826, 460.666666978261, 252.333333152174, 251.666666543478]","[18.4444445652174, 19.0, 25.2222222826087, 23.9999999565217]"
67,2.2333,"[450.111111478261, 465.444444652174, 250.666666521739, 249.777777695652]","[19.5555556521739, 19.0, 25.777777826087, 23.3333333043478]"
68,2.2667,"[454.333333608696, 470.222222326087, 248.999999891304, 247.888888847826]","[20.6666667391304, 19.0, 26.3333333695652, 22.6666666521739]"
69,2.3,"[458.55555573913, 475.0, 247.33333326087, 246.0]","[21.777777826087, 19.0, 26.8888889130435, 22.0]"
70,2.3333,"[462.777777869565, 479.88888973913, 245.666666630435, 243.999999652174]","[22.8888889130435, 19.5555556521739, 27.4444444565217, 22.5555556521739]"
71,2.3667,"[467.0, 484.777778521739, 244.0, 241.999999695652]","[24.0, 20.1111111956522, 28.0, 23.1111111956522]"
72,2.4,"[472.300010576954, 489.666667304348, 242.499997006522, 239.99999973913]","[24.1000001995652, 20.6666667391304, 28.1000001995652, 23.6666667391304]"
73,2.4333,"[477.600009401737, 494.555556086956, 240.999997339131, 237.999999782609]","[24.2000001773913, 21.2222222826087, 28.2000001773913, 24.2222222826087]"
74,2.4667,"[482.90000822652, 499.444444869565, 239.49999767174, 235.999999826087]","[24.3000001552174, 21.777777826087, 28.3000001552174, 24.777777826087]"
75,2.5,"[488.200007051303, 504.333333652174, 237.999998004348, 233.999999869565]","[24.4000001330435, 22.3333333695652, 28.4000001330435, 25.3333333695652]"
76,2.5333,"[493.500005876086, 509.222222434783, 236.499998336957, 231.999999913043]","[24.5000001108695, 22.8888889130435, 28.5000001108695, 25.8888889130435]"
77,2.5667,"[498.800004700869, 514.111111217391, 234.999998669565, 229.999999956522]","[24.6000000886956, 23.4444444565217, 28.6000000886956, 26.4444444565217]"
78,2.6,"[504.100003525651, 519.0, 233.499999002174, 228.0]","[24.7000000665217, 24.0, 28.7000000665217, 27.0]"
79,2.6333,"[509.400002350434, 524.571419799022, 231.999999334783, 227.357143869343]","[24.8000000443478, 24.0, 28.8000000443478, 26.8571430820763]"
80,2.6667,"[514.700001175217, 530.142849045251, 230.499999667391, 226.714286648625]","[24.9000000221739, 24.0, 28.9000000221739, 26.7142859219166]"
81,2.7,"[520.0, 535.71427829148, 229.0, 226.071429427906]","[25.0, 24.0, 29.0, 26.5714287617569]"
82,2.7333,"[525.363627777577, 541.285707537709, 228.727273163852, 225.428572207187]","[25.1818178907653, 24.0, 29.0909089453827, 26.4285716015972]"
83,2.7667,"[530.727264999819, 546.857136783938, 228.454545847467, 224.785714986469]","[25.3636361016888, 24.0, 29.1818180508444, 26.2857144414375]"
84,2.8,"[536.090902222061, 552.428566030168, 228.181818531082, 224.14285776575]","[25.5454543126122, 24.0, 29.2727271563061, 26.1428572812777]"
85,2.8333,"[541.454539444304, 557.999995276397, 227.909091214697, 223.500000545031]","[25.7272725235357, 24.0, 29.3636362617679, 26.000000121118]"
86,2.8667,"[546.818176666546, 563.571424522626, 227.636363898311, 222.857143324312]","[25.9090907344592, 24.0, 29.4545453672296, 25.8571429609583]"
87,2.9,"[552.181813888788, 569.142853768855, 227.363636581926, 222.214286103594]","[26.0909089453826, 24.0, 29.5454544726913, 25.7142858007986]"
88,2.9333,"[557.545451111031, 574.714283015084, 227.090909265541, 221.571428882875]","[26.2727271563061, 24.0, 29.6363635781531, 25.5714286406389]"
89,2.9667,"[562.909088333273, 580.285712261313, 226.818181949156, 220.928571662156]","[26.4545453672296, 24.0, 29.7272726836148, 25.4285714804792]"
90,3.0,"[568.272725555515, 585.857141507542, 226.54545463277, 220.285714441437]","[26.6363635781531, 24.0, 29.8181817890765, 25.2857143203194]"
91,3.0333,"[573.636362777758, 591.428570753771, 226.272727316385, 219.642857220719]","[26.8181817890765, 24.0, 29.9090908945383, 25.1428571601597]"
92,3.0667,"[579.0, 597.0, 226.0, 219.0]","[27.0, 24.0, 30.0, 25.0]"
93,3.1,"[474.0, 306.0, 27.0, 35.0]","[nan, nan, nan, nan]"
94,3.1333,"[463.0, 309.0, 30.0, 31.0]","[nan, nan, nan, nan]"
95,3.1667,"[456.666666585987, 305.666666624204, 29.3333333248408, 32.6666666878981]","[nan, nan, nan, nan]"
96,3.2,"[450.333333292994, 302.333333312102, 28.6666666624204, 34.333333343949]","[nan, nan, nan, nan]"
