,time,object_1
0,0.0,"[388.0, 219.0, 25.0, 26.0]"
1,0.033333,"[388.0, 219.006493500044, 24.9935064999579, 25.9935064999579]"
2,0.066667,"[388.0, 219.012987006579, 24.9870129934223, 25.9870129934223]"
3,0.1,"[388.0, 219.019480513115, 24.9805194868866, 25.9805194868866]"
4,0.13333,"[388.0, 219.025974019651, 24.9740259803509, 25.9740259803509]"
5,0.16667,"[388.0, 219.032467526186, 24.9675324738153, 25.9675324738153]"
6,0.2,"[388.0, 219.038961032722, 24.9610389672796, 25.9610389672796]"
7,0.23333,"[388.0, 219.045454539258, 24.9545454607439, 25.9545454607439]"
8,0.26667,"[388.0, 219.051948045793, 24.9480519542082, 25.9480519542082]"
9,0.3,"[388.0, 219.058441552329, 24.9415584476726, 25.9415584476726]"
10,0.33333,"[388.0, 219.064935058865, 24.9350649411369, 25.9350649411369]"
11,0.36667,"[388.0, 219.0714285654, 24.9285714346012, 25.9285714346012]"
12,0.4,"[388.0, 219.077922071936, 24.9220779280655, 25.9220779280655]"
13,0.43333,"[388.0, 219.084415578472, 24.9155844215299, 25.9155844215299]"
14,0.46667,"[388.0, 219.090909085007, 24.9090909149942, 25.9090909149942]"
15,0.5,"[388.0, 219.097402591543, 24.9025974084585, 25.9025974084585]"
16,0.53333,"[388.0, 219.103896098079, 24.8961039019228, 25.8961039019228]"
17,0.56667,"[388.0, 219.110389604614, 24.8896103953872, 25.8896103953872]"
18,0.6,"[388.0, 219.11688311115, 24.8831168888515, 25.8831168888515]"
19,0.63333,"[388.0, 219.123376617686, 24.8766233823158, 25.8766233823158]"
20,0.66667,"[388.0, 219.129870124221, 24.8701298757802, 25.8701298757802]"
21,0.7,"[388.0, 219.136363630757, 24.8636363692445, 25.8636363692445]"
22,0.73333,"[388.0, 219.142857137293, 24.8571428627088, 25.8571428627088]"
23,0.76667,"[388.0, 219.149350643828, 24.8506493561731, 25.8506493561731]"
24,0.8,"[388.0, 219.155844150364, 24.8441558496375, 25.8441558496375]"
25,0.83333,"[388.0, 219.1623376569, 24.8376623431018, 25.8376623431018]"
26,0.86667,"[388.0, 219.168831163435, 24.8311688365661, 25.8311688365661]"
27,0.9,"[388.0, 219.175324669971, 24.8246753300304, 25.8246753300304]"
28,0.93333,"[388.0, 219.181818176507, 24.8181818234948, 25.8181818234948]"
29,0.96667,"[388.0, 219.188311683042, 24.8116883169591, 25.8116883169591]"
30,1.0,"[388.0, 219.194805189578, 24.8051948104234, 25.8051948104234]"
31,1.0333,"[388.0, 219.201298696114, 24.7987013038878, 25.7987013038878]"
32,1.0667,"[388.0, 219.207792202649, 24.7922077973521, 25.7922077973521]"
33,1.1,"[388.0, 219.214285709185, 24.7857142908164, 25.7857142908164]"
34,1.1333,"[388.0, 219.220779215721, 24.7792207842807, 25.7792207842807]"
35,1.1667,"[388.0, 219.227272722256, 24.7727272777451, 25.7727272777451]"
36,1.2,"[388.0, 219.233766228792, 24.7662337712094, 25.7662337712094]"
37,1.2333,"[388.0, 219.240259735328, 24.7597402646737, 25.7597402646737]"
38,1.2667,"[388.0, 219.246753241863, 24.753246758138, 25.753246758138]"
39,1.3,"[388.0, 219.253246748399, 24.7467532516024, 25.7467532516024]"
40,1.3333,"[388.0, 219.259740254935, 24.7402597450667, 25.7402597450667]"
41,1.3667,"[388.0, 219.26623376147, 24.733766238531, 25.733766238531]"
42,1.4,"[388.0, 219.272727268006, 24.7272727319954, 25.7272727319954]"
43,1.4333,"[388.0, 219.279220774541, 24.7207792254597, 25.7207792254597]"
44,1.4667,"[388.0, 219.285714281077, 24.714285718924, 25.714285718924]"
45,1.5,"[388.0, 219.292207787613, 24.7077922123883, 25.7077922123883]"
46,1.5333,"[388.0, 219.298701294148, 24.7012987058527, 25.7012987058527]"
47,1.5667,"[388.0, 219.305194800684, 24.694805199317, 25.694805199317]"
48,1.6,"[388.0, 219.31168830722, 24.6883116927813, 25.6883116927813]"
49,1.6333,"[388.0, 219.318181813755, 24.6818181862456, 25.6818181862456]"
50,1.6667,"[388.0, 219.324675320291, 24.67532467971, 25.67532467971]"
51,1.7,"[388.0, 219.331168826827, 24.6688311731743, 25.6688311731743]"
52,1.7333,"[388.0, 219.337662333362, 24.6623376666386, 25.6623376666386]"
53,1.7667,"[388.0, 219.344155839898, 24.655844160103, 25.655844160103]"
54,1.8,"[388.0, 219.350649346434, 24.6493506535673, 25.6493506535673]"
55,1.8333,"[388.0, 219.357142852969, 24.6428571470316, 25.6428571470316]"
56,1.8667,"[388.0, 219.363636359505, 24.6363636404959, 25.6363636404959]"
57,1.9,"[388.0, 219.370129866041, 24.6298701339603, 25.6298701339603]"
58,1.9333,"[388.0, 219.376623372576, 24.6233766274246, 25.6233766274246]"
59,1.9667,"[388.0, 219.383116879112, 24.6168831208889, 25.6168831208889]"
60,2.0,"[388.0, 219.389610385648, 24.6103896143532, 25.6103896143532]"
61,2.0333,"[388.0, 219.396103892183, 24.6038961078176, 25.6038961078176]"
62,2.0667,"[388.0, 219.402597398719, 24.5974026012819, 25.5974026012819]"
63,2.1,"[388.0, 219.409090905255, 24.5909090947462, 25.5909090947462]"
64,2.1333,"[388.0, 219.41558441179, 24.5844155882106, 25.5844155882106]"
65,2.1667,"[388.0, 219.422077918326, 24.5779220816749, 25.5779220816749]"
66,2.2,"[388.0, 219.428571424862, 24.5714285751392, 25.5714285751392]"
67,2.2333,"[388.0, 219.435064931397, 24.5649350686035, 25.5649350686035]"
68,2.2667,"[388.0, 219.441558437933, 24.5584415620679, 25.5584415620679]"
69,2.3,"[388.0, 219.448051944469, 24.5519480555322, 25.5519480555322]"
70,2.3333,"[388.0, 219.454545451004, 24.5454545489965, 25.5454545489965]"
71,2.3667,"[388.0, 219.46103895754, 24.5389610424608, 25.5389610424608]"
72,2.4,"[388.0, 219.467532464076, 24.5324675359252, 25.5324675359252]"
73,2.4333,"[388.0, 219.474025970611, 24.5259740293895, 25.5259740293895]"
74,2.4667,"[388.0, 219.480519477147, 24.5194805228538, 25.5194805228538]"
75,2.5,"[388.0, 219.487012983683, 24.5129870163182, 25.5129870163182]"
76,2.5333,"[388.0, 219.493506490218, 24.5064935097825, 25.5064935097825]"
77,2.5667,"[388.0, 219.499999996754, 24.5000000032468, 25.5000000032468]"
78,2.6,"[388.0, 219.50649350329, 24.4935064967111, 25.4935064967111]"
79,2.6333,"[388.0, 219.512987009825, 24.4870129901755, 25.4870129901755]"
80,2.6667,"[388.0, 219.519480516361, 24.4805194836398, 25.4805194836398]"
81,2.7,"[388.0, 219.525974022897, 24.4740259771041, 25.4740259771041]"
82,2.7333,"[388.0, 219.532467529432, 24.4675324705684, 25.4675324705684]"
83,2.7667,"[388.0, 219.538961035968, 24.4610389640328, 25.4610389640328]"
84,2.8,"[388.0, 219.545454542504, 24.4545454574971, 25.4545454574971]"
85,2.8333,"[388.0, 219.551948049039, 24.4480519509614, 25.4480519509614]"
86,2.8667,"[388.0, 219.558441555575, 24.4415584444258, 25.4415584444258]"
87,2.9,"[388.0, 219.564935062111, 24.4350649378901, 25.4350649378901]"
88,2.9333,"[388.0, 219.571428568646, 24.4285714313544, 25.4285714313544]"
89,2.9667,"[388.0, 219.577922075182, 24.4220779248187, 25.4220779248187]"
90,3.0,"[388.0, 219.584415581718, 24.4155844182831, 25.4155844182831]"
91,3.0333,"[388.0, 219.590909088253, 24.4090909117474, 25.4090909117474]"
92,3.0667,"[388.0, 219.597402594789, 24.4025974052117, 25.4025974052117]"
93,3.1,"[388.0, 219.603896101325, 24.396103898676, 25.396103898676]"
94,3.1333,"[388.0, 219.61038960786, 24.3896103921404, 25.3896103921404]"
95,3.1667,"[388.0, 219.616883114396, 24.3831168856047, 25.3831168856047]"
96,3.2,"[388.0, 219.623376620932, 24.376623379069, 25.376623379069]"
97,3.2333,"[388.0, 219.629870127467, 24.3701298725334, 25.3701298725334]"
98,3.2667,"[388.0, 219.636363634003, 24.3636363659977, 25.3636363659977]"
99,3.3,"[388.0, 219.642857140539, 24.357142859462, 25.357142859462]"
100,3.3333,"[388.0, 219.649350647074, 24.3506493529263, 25.3506493529263]"
101,3.3667,"[388.0, 219.65584415361, 24.3441558463907, 25.3441558463907]"
102,3.4,"[388.0, 219.662337660146, 24.337662339855, 25.337662339855]"
103,3.4333,"[388.0, 219.668831166681, 24.3311688333193, 25.3311688333193]"
104,3.4667,"[388.0, 219.675324673217, 24.3246753267836, 25.3246753267836]"
105,3.5,"[388.0, 219.681818179753, 24.318181820248, 25.318181820248]"
106,3.5333,"[388.0, 219.688311686288, 24.3116883137123, 25.3116883137123]"
107,3.5667,"[388.0, 219.694805192824, 24.3051948071766, 25.3051948071766]"
108,3.6,"[388.0, 219.70129869936, 24.2987013006409, 25.2987013006409]"
109,3.6333,"[388.0, 219.707792205895, 24.2922077941053, 25.2922077941053]"
110,3.6667,"[388.0, 219.714285712431, 24.2857142875696, 25.2857142875696]"
111,3.7,"[388.0, 219.720779218967, 24.2792207810339, 25.2792207810339]"
112,3.7333,"[388.0, 219.727272725502, 24.2727272744983, 25.2727272744983]"
113,3.7667,"[388.0, 219.733766232038, 24.2662337679626, 25.2662337679626]"
114,3.8,"[388.0, 219.740259738574, 24.2597402614269, 25.2597402614269]"
115,3.8333,"[388.0, 219.746753245109, 24.2532467548912, 25.2532467548912]"
116,3.8667,"[388.0, 219.753246751645, 24.2467532483556, 25.2467532483556]"
117,3.9,"[388.0, 219.75974025818, 24.2402597418199, 25.2402597418199]"
118,3.9333,"[388.0, 219.766233764716, 24.2337662352842, 25.2337662352842]"
119,3.9667,"[388.0, 219.772727271252, 24.2272727287485, 25.2272727287485]"
120,4.0,"[388.0, 219.779220777787, 24.2207792222129, 25.2207792222129]"
121,4.0333,"[388.0, 219.785714284323, 24.2142857156772, 25.2142857156772]"
122,4.0667,"[388.0, 219.792207790859, 24.2077922091415, 25.2077922091415]"
123,4.1,"[388.0, 219.798701297394, 24.2012987026059, 25.2012987026059]"
124,4.1333,"[388.0, 219.80519480393, 24.1948051960702, 25.1948051960702]"
125,4.1667,"[388.0, 219.811688310466, 24.1883116895345, 25.1883116895345]"
126,4.2,"[388.0, 219.818181817001, 24.1818181829988, 25.1818181829988]"
127,4.2333,"[388.0, 219.824675323537, 24.1753246764632, 25.1753246764632]"
128,4.2667,"[388.0, 219.831168830073, 24.1688311699275, 25.1688311699275]"
129,4.3,"[388.0, 219.837662336608, 24.1623376633918, 25.1623376633918]"
130,4.3333,"[388.0, 219.844155843144, 24.1558441568561, 25.1558441568561]"
131,4.3667,"[388.0, 219.85064934968, 24.1493506503205, 25.1493506503205]"
132,4.4,"[388.0, 219.857142856215, 24.1428571437848, 25.1428571437848]"
133,4.4333,"[388.0, 219.863636362751, 24.1363636372491, 25.1363636372491]"
134,4.4667,"[388.0, 219.870129869287, 24.1298701307135, 25.1298701307135]"
135,4.5,"[388.0, 219.876623375822, 24.1233766241778, 25.1233766241778]"
136,4.5333,"[388.0, 219.883116882358, 24.1168831176421, 25.1168831176421]"
