,time,object_1,object_2
0,0.0,"[538.0, 338.0, 21.0, 26.0]","[nan, nan, nan, nan]"
1,0.033333,"[537.45454535888, 337.818181786293, 21.3636364274136, 26.1818182137068]","[nan, nan, nan, nan]"
2,0.066667,"[536.909090717759, 337.636363572586, 21.7272728548272, 26.3636364274136]","[nan, nan, nan, nan]"
3,0.1,"[536.363636076639, 337.45454535888, 22.0909092822407, 26.5454546411204]","[nan, nan, nan, nan]"
4,0.13333,"[535.818181435518, 337.272727145173, 22.4545457096543, 26.7272728548272]","[nan, nan, nan, nan]"
5,0.16667,"[535.272726794398, 337.090908931466, 22.8181821370679, 26.909091068534]","[nan, nan, nan, nan]"
6,0.2,"[534.727272153278, 336.909090717759, 23.1818185644815, 27.0909092822407]","[nan, nan, nan, nan]"
7,0.23333,"[534.181817512157, 336.727272504053, 23.5454549918951, 27.2727274959475]","[nan, nan, nan, nan]"
8,0.26667,"[533.636362871037, 336.545454290346, 23.9090914193087, 27.4545457096543]","[nan, nan, nan, nan]"
9,0.3,"[533.090908229917, 336.363636076639, 24.2727278467222, 27.6363639233611]","[nan, nan, nan, nan]"
10,0.33333,"[532.545453588796, 336.181817862932, 24.6363642741358, 27.8181821370679]","[nan, nan, nan, nan]"
11,0.36667,"[532.0, 336.0, 25.0, 28.0]","[nan, nan, nan, nan]"
12,0.4,"[528.700000681222, 336.099999979357, 24.6000000825723, 27.5000001032154]","[nan, nan, nan, nan]"
13,0.43333,"[525.400001362443, 336.199999958714, 24.2000001651447, 27.0000002064308]","[nan, nan, nan, nan]"
14,0.46667,"[522.100002043665, 336.299999938071, 23.800000247717, 26.5000003096462]","[nan, nan, nan, nan]"
15,0.5,"[518.800002724887, 336.399999917428, 23.4000003302893, 26.0000004128617]","[nan, nan, nan, nan]"
16,0.53333,"[515.500003406108, 336.499999896785, 23.0000004128616, 25.5000005160771]","[nan, nan, nan, nan]"
17,0.56667,"[512.20000408733, 336.599999876142, 22.600000495434, 25.0000006192925]","[nan, nan, nan, nan]"
18,0.6,"[508.900004768552, 336.699999855499, 22.2000005780063, 24.5000007225079]","[nan, nan, nan, nan]"
19,0.63333,"[505.600005449774, 336.799999834855, 21.8000006605786, 24.0000008257233]","[nan, nan, nan, nan]"
20,0.66667,"[502.300006130995, 336.899999814212, 21.400000743151, 23.5000009289387]","[nan, nan, nan, nan]"
21,0.7,"[499.0, 337.0, 21.0, 23.0]","[nan, nan, nan, nan]"
22,0.73333,"[495.299999653794, 336.599999962572, 22.0000000935691, 23.3000000280707]","[nan, nan, nan, nan]"
23,0.76667,"[491.599999307588, 336.199999925145, 23.0000001871383, 23.6000000561415]","[nan, nan, nan, nan]"
24,0.8,"[487.899998961383, 335.799999887717, 24.0000002807074, 23.9000000842122]","[nan, nan, nan, nan]"
25,0.83333,"[484.199998615177, 335.399999850289, 25.0000003742766, 24.200000112283]","[nan, nan, nan, nan]"
26,0.86667,"[480.499998268971, 334.999999812862, 26.0000004678457, 24.5000001403537]","[nan, nan, nan, nan]"
27,0.9,"[476.799997922765, 334.599999775434, 27.0000005614149, 24.8000001684244]","[nan, nan, nan, nan]"
28,0.93333,"[473.099997576559, 334.199999738006, 28.000000654984, 25.1000001964952]","[nan, nan, nan, nan]"
29,0.96667,"[469.399997230354, 333.799999700579, 29.0000007485531, 25.4000002245659]","[nan, nan, nan, nan]"
30,1.0,"[465.699996884148, 333.399999663151, 30.0000008421223, 25.7000002526367]","[nan, nan, nan, nan]"
31,1.0333,"[462.0, 333.0, 31.0, 26.0]","[nan, nan, nan, nan]"
32,1.0667,"[460.583333342444, 333.0, 30.3333333376206, 25.5000000032154]","[nan, nan, nan, nan]"
33,1.1,"[459.166666684887, 333.0, 29.6666666752412, 25.0000000064309]","[nan, nan, nan, nan]"
34,1.1333,"[457.750000027331, 333.0, 29.0000000128617, 24.5000000096463]","[nan, nan, nan, nan]"
35,1.1667,"[456.333333369775, 333.0, 28.3333333504823, 24.0000000128617]","[nan, nan, nan, nan]"
36,1.2,"[454.916666712219, 333.0, 27.6666666881029, 23.5000000160772]","[nan, nan, nan, nan]"
37,1.2333,"[453.500000054662, 333.0, 27.0000000257235, 23.0000000192926]","[nan, nan, nan, nan]"
38,1.2667,"[452.083333397106, 333.0, 26.3333333633441, 22.500000022508]","[nan, nan, nan, nan]"
39,1.3,"[450.66666673955, 333.0, 25.6666667009646, 22.0000000257235]","[nan, nan, nan, nan]"
40,1.3333,"[449.250000081994, 333.0, 25.0000000385852, 21.5000000289389]","[nan, nan, nan, nan]"
41,1.3667,"[447.833333424437, 333.0, 24.3333333762058, 21.0000000321543]","[nan, nan, nan, nan]"
42,1.4,"[446.416666766881, 333.0, 23.6666667138264, 20.5000000353698]","[nan, nan, nan, nan]"
43,1.4333,"[445.0, 333.0, 23.0, 20.0]","[nan, nan, nan, nan]"
44,1.4667,"[442.81818203056, 332.63636367176, 23.81818173854, 20.4545454103]","[nan, nan, nan, nan]"
