,time,object_1,object_2
0,0.0,"[194.0, 277.0, 29.0, 25.0]","[nan, nan, nan, nan]"
1,0.033333,"[179.254390984967, 276.125366001742, 28.0, 24.0]","[nan, nan, nan, nan]"
2,0.066667,"[170.505853712248, 279.748535810219, 28.0, 24.0]","[nan, nan, nan, nan]"
3,0.1,"[158.009146600582, 276.624999908594, 28.0, 24.0]","[nan, nan, nan, nan]"
4,0.13333,"[150.759877263441, 277.249633845914, 28.0, 24.0]","[nan, nan, nan, nan]"
5,0.16667,"[145.759509829667, 279.373535718813, 28.0, 24.0]","[nan, nan, nan, nan]"
6,0.2,"[148.255482073785, 277.749267752766, 28.0, 24.0]","[nan, nan, nan, nan]"
7,0.23333,"[153.74999018906, 276.124999786719, 28.1249997867187, 24.1249997867187]","[nan, nan, nan, nan]"
8,0.26667,"[148.0, 276.0, 28.0, 24.0]","[nan, nan, nan, nan]"
9,0.3,"[151.66666664375, 276.166666665625, 28.33333333125, 24.166666665625]","[nan, nan, nan, nan]"
10,0.33333,"[155.3333332875, 276.33333333125, 28.6666666625, 24.33333333125]","[nan, nan, nan, nan]"
11,0.36667,"[158.99999993125, 276.499999996875, 28.99999999375, 24.499999996875]","[nan, nan, nan, nan]"
12,0.4,"[162.666666575, 276.6666666625, 29.333333325, 24.6666666625]","[nan, nan, nan, nan]"
13,0.43333,"[166.33333321875, 276.833333328125, 29.66666665625, 24.833333328125]","[nan, nan, nan, nan]"
14,0.46667,"[170.0, 277.0, 30.0, 25.0]","[nan, nan, nan, nan]"
15,0.5,"[175.428569843623, 276.428571595408, 28.8571431908162, 25.2857142022959]","[nan, nan, nan, nan]"
16,0.53333,"[180.857139687246, 275.857143190816, 27.7142863816325, 25.5714284045919]","[nan, nan, nan, nan]"
17,0.56667,"[186.285709530869, 275.285714786224, 26.5714295724487, 25.8571426068878]","[nan, nan, nan, nan]"
18,0.6,"[191.714279374492, 274.714286381633, 25.4285727632649, 26.1428568091838]","[nan, nan, nan, nan]"
19,0.63333,"[197.142849218115, 274.142857977041, 24.2857159540812, 26.4285710114797]","[nan, nan, nan, nan]"
20,0.66667,"[202.571419061737, 273.571429572449, 23.1428591448974, 26.7142852137757]","[nan, nan, nan, nan]"
