,time,object_1
0,0.0,"[323.0, 215.0, 24.0, 23.0]"
1,0.033333,"[323.555555613497, 213.999999895706, 24.0555555613497, 23.0565316473471]"
2,0.066667,"[324.111111165645, 212.999999901841, 24.1111111165644, 23.1130632884514]"
3,0.1,"[324.666666717792, 211.999999907975, 24.1666666717791, 23.1695949295557]"
4,0.13333,"[325.222222269939, 210.99999991411, 24.2222222269939, 23.22612657066]"
5,0.16667,"[325.777777822086, 209.999999920245, 24.2777777822086, 23.2826582117643]"
6,0.2,"[326.333333374233, 208.99999992638, 24.3333333374233, 23.3391898528685]"
7,0.23333,"[326.888888926381, 207.999999932515, 24.388888892638, 23.3957214939728]"
8,0.26667,"[327.444444478528, 206.99999993865, 24.4444444478528, 23.4522531350771]"
9,0.3,"[328.000000030675, 205.999999944785, 24.5000000030675, 23.5087847761814]"
10,0.33333,"[328.555555582822, 204.99999995092, 24.5555555582822, 23.5653164172857]"
11,0.36667,"[329.11111113497, 203.999999957055, 24.6111111134969, 23.62184805839]"
12,0.4,"[329.666666687117, 202.99999996319, 24.6666666687117, 23.6783796994943]"
13,0.43333,"[330.222222239264, 201.999999969325, 24.7222222239264, 23.7349113405986]"
14,0.46667,"[330.777777791411, 200.99999997546, 24.7777777791411, 23.7914429817029]"
15,0.5,"[331.333333343558, 199.999999981595, 24.8333333343558, 23.8479746228072]"
16,0.53333,"[331.888888895706, 198.99999998773, 24.8888888895706, 23.9045062639115]"
17,0.56667,"[332.444444447853, 197.999999993865, 24.9444444447853, 23.9610379050158]"
18,0.6,"[333.0, 197.0, 25.0, 24.0175695461201]"
19,0.63333,"[333.307692046321, 195.538462779976, 24.9230769884198, 24.0162180437204]"
20,0.66667,"[333.615384375794, 194.076924214978, 24.8461539060515, 24.014866540077]"
21,0.7,"[333.923076705268, 192.61538564998, 24.7692308236832, 24.0135150364337]"
22,0.73333,"[334.230769034741, 191.153847084982, 24.6923077413149, 24.0121635327903]"
23,0.76667,"[334.538461364214, 189.692308519984, 24.6153846589465, 24.0108120291469]"
24,0.8,"[334.846153693687, 188.230769954986, 24.5384615765782, 24.0094605255036]"
25,0.83333,"[335.153846023161, 186.769231389988, 24.4615384942099, 24.0081090218602]"
26,0.86667,"[335.461538352634, 185.30769282499, 24.3846154118416, 24.0067575182168]"
27,0.9,"[335.769230682107, 183.846154259992, 24.3076923294733, 24.0054060145735]"
28,0.93333,"[336.07692301158, 182.384615694994, 24.230769247105, 24.0040545109301]"
29,0.96667,"[336.384615341054, 180.923077129996, 24.1538461647366, 24.0027030072867]"
30,1.0,"[336.692307670527, 179.461538564998, 24.0769230823683, 24.0013515036434]"
31,1.0333,"[337.0, 178.0, 24.0, 24.0]"
32,1.0667,"[337.857142154, 177.000000820333, 23.5714289229999, 23.7142859486666]"
33,1.1,"[338.714285128333, 176.000000683611, 23.1428574358333, 23.4285716238888]"
34,1.1333,"[339.571428102667, 175.000000546889, 22.7142859486666, 23.1428572991111]"
35,1.1667,"[340.428571077, 174.000000410167, 22.2857144615, 22.8571429743333]"
36,1.2,"[341.285714051333, 173.000000273444, 21.8571429743333, 22.5714286495555]"
37,1.2333,"[342.142857025667, 172.000000136722, 21.4285714871667, 22.2857143247778]"
38,1.2667,"[343.0, 171.0, 21.0, 22.0]"
39,1.3,"[343.125000114743, 169.999999082055, 21.2500002294862, 22.2500002294862]"
40,1.3333,"[343.250000098351, 168.99999921319, 21.5000001967024, 22.5000001967024]"
41,1.3667,"[343.375000081959, 167.999999344325, 21.7500001639187, 22.7500001639187]"
42,1.4,"[343.500000065568, 166.99999947546, 22.000000131135, 23.000000131135]"
43,1.4333,"[343.625000049176, 165.999999606595, 22.2500000983512, 23.2500000983512]"
44,1.4667,"[343.750000032784, 164.99999973773, 22.5000000655675, 23.5000000655675]"
45,1.5,"[343.875000016392, 163.999999868865, 22.7500000327837, 23.7500000327837]"
46,1.5333,"[344.0, 163.0, 23.0, 24.0]"
47,1.5667,"[344.0, 162.769230965259, 22.9230769884198, 24.0]"
48,1.6,"[344.0, 162.538461718154, 22.8461539060515, 24.0]"
49,1.6333,"[344.0, 162.307692471049, 22.7692308236832, 24.0]"
50,1.6667,"[344.0, 162.076923223945, 22.6923077413149, 24.0]"
51,1.7,"[344.0, 161.84615397684, 22.6153846589465, 24.0]"
52,1.7333,"[344.0, 161.615384729735, 22.5384615765782, 24.0]"
53,1.7667,"[344.0, 161.38461548263, 22.4615384942099, 24.0]"
54,1.8,"[344.0, 161.153846235525, 22.3846154118416, 24.0]"
55,1.8333,"[344.0, 160.92307698842, 22.3076923294733, 24.0]"
56,1.8667,"[344.0, 160.692307741315, 22.230769247105, 24.0]"
57,1.9,"[344.0, 160.46153849421, 22.1538461647366, 24.0]"
58,1.9333,"[344.0, 160.230769247105, 22.0769230823683, 24.0]"
59,1.9667,"[344.0, 160.0, 22.0, 24.0]"
60,2.0,"[344.208333362731, 160.0, 22.0, 24.0]"
61,2.0333,"[344.416666694786, 160.0, 22.0, 24.0]"
62,2.0667,"[344.625000026841, 160.0, 22.0, 24.0]"
63,2.1,"[344.833333358896, 160.0, 22.0, 24.0]"
64,2.1333,"[345.041666690951, 160.0, 22.0, 24.0]"
65,2.1667,"[345.250000023007, 160.0, 22.0, 24.0]"
66,2.2,"[345.458333355062, 160.0, 22.0, 24.0]"
67,2.2333,"[345.666666687117, 160.0, 22.0, 24.0]"
68,2.2667,"[345.875000019172, 160.0, 22.0, 24.0]"
69,2.3,"[346.083333351227, 160.0, 22.0, 24.0]"
70,2.3333,"[346.291666683283, 160.0, 22.0, 24.0]"
71,2.3667,"[346.500000015338, 160.0, 22.0, 24.0]"
72,2.4,"[346.708333347393, 160.0, 22.0, 24.0]"
73,2.4333,"[346.916666679448, 160.0, 22.0, 24.0]"
74,2.4667,"[347.125000011503, 160.0, 22.0, 24.0]"
75,2.5,"[347.333333343558, 160.0, 22.0, 24.0]"
76,2.5333,"[347.541666675614, 160.0, 22.0, 24.0]"
77,2.5667,"[347.750000007669, 160.0, 22.0, 24.0]"
78,2.6,"[347.958333339724, 160.0, 22.0, 24.0]"
79,2.6333,"[348.166666671779, 160.0, 22.0, 24.0]"
80,2.6667,"[348.375000003834, 160.0, 22.0, 24.0]"
81,2.7,"[348.58333333589, 160.0, 22.0, 24.0]"
82,2.7333,"[348.791666667945, 160.0, 22.0, 24.0]"
83,2.7667,"[349.0, 160.0, 22.0, 24.0]"
84,2.8,"[349.0, 160.0, 22.3125006146951, 24.125000245878]"
85,2.8333,"[349.0, 160.0, 22.6250005737154, 24.2500002294862]"
86,2.8667,"[349.0, 160.0, 22.9375005327357, 24.3750002130943]"
87,2.9,"[349.0, 160.0, 23.2500004917561, 24.5000001967024]"
88,2.9333,"[349.0, 160.0, 23.5625004507764, 24.6250001803106]"
89,2.9667,"[349.0, 160.0, 23.8750004097967, 24.7500001639187]"
