,time,object_1
0,0.0,"[392.0, 259.0, 26.0, 30.0]"
1,0.033333,"[391.987654314931, 259.012345685069, 25.9814814723916, 29.9938271574637]"
2,0.066667,"[391.975308635956, 259.024691364044, 25.9629629539295, 29.9876543179763]"
3,0.1,"[391.962962956981, 259.037037043019, 25.9444444354674, 29.981481478489]"
4,0.13333,"[391.950617278007, 259.049382721993, 25.9259259170054, 29.9753086390016]"
5,0.16667,"[391.938271599032, 259.061728400968, 25.9074073985433, 29.9691357995143]"
6,0.2,"[391.925925920057, 259.074074079943, 25.8888888800813, 29.9629629600269]"
7,0.23333,"[391.913580241082, 259.086419758918, 25.8703703616192, 29.9567901205395]"
8,0.26667,"[391.901234562108, 259.098765437892, 25.8518518431571, 29.9506172810522]"
9,0.3,"[391.888888883133, 259.111111116867, 25.8333333246951, 29.9444444415648]"
10,0.33333,"[391.876543204158, 259.123456795842, 25.814814806233, 29.9382716020775]"
11,0.36667,"[391.864197525183, 259.135802474817, 25.796296287771, 29.9320987625901]"
12,0.4,"[391.851851846209, 259.148148153791, 25.7777777693089, 29.9259259231028]"
13,0.43333,"[391.839506167234, 259.160493832766, 25.7592592508468, 29.9197530836154]"
14,0.46667,"[391.827160488259, 259.172839511741, 25.7407407323848, 29.9135802441281]"
15,0.5,"[391.814814809285, 259.185185190715, 25.7222222139227, 29.9074074046407]"
16,0.53333,"[391.80246913031, 259.19753086969, 25.7037036954607, 29.9012345651534]"
17,0.56667,"[391.790123451335, 259.209876548665, 25.6851851769986, 29.895061725666]"
18,0.6,"[391.77777777236, 259.22222222764, 25.6666666585365, 29.8888888861787]"
19,0.63333,"[391.765432093386, 259.234567906614, 25.6481481400745, 29.8827160466913]"
20,0.66667,"[391.753086414411, 259.246913585589, 25.6296296216124, 29.876543207204]"
21,0.7,"[391.740740735436, 259.259259264564, 25.6111111031504, 29.8703703677166]"
22,0.73333,"[391.728395056462, 259.271604943538, 25.5925925846883, 29.8641975282293]"
23,0.76667,"[391.716049377487, 259.283950622513, 25.5740740662262, 29.8580246887419]"
24,0.8,"[391.703703698512, 259.296296301488, 25.5555555477642, 29.8518518492546]"
25,0.83333,"[391.691358019537, 259.308641980463, 25.5370370293021, 29.8456790097672]"
26,0.86667,"[391.679012340563, 259.320987659437, 25.5185185108401, 29.8395061702799]"
27,0.9,"[391.666666661588, 259.333333338412, 25.499999992378, 29.8333333307925]"
28,0.93333,"[391.654320982613, 259.345679017387, 25.4814814739159, 29.8271604913052]"
29,0.96667,"[391.641975303638, 259.358024696362, 25.4629629554539, 29.8209876518178]"
30,1.0,"[391.629629624664, 259.370370375336, 25.4444444369918, 29.8148148123305]"
31,1.0333,"[391.617283945689, 259.382716054311, 25.4259259185298, 29.8086419728431]"
32,1.0667,"[391.604938266714, 259.395061733286, 25.4074074000677, 29.8024691333557]"
33,1.1,"[391.59259258774, 259.40740741226, 25.3888888816057, 29.7962962938684]"
34,1.1333,"[391.580246908765, 259.419753091235, 25.3703703631436, 29.790123454381]"
35,1.1667,"[391.56790122979, 259.43209877021, 25.3518518446815, 29.7839506148937]"
36,1.2,"[391.555555550815, 259.444444449185, 25.3333333262195, 29.7777777754063]"
37,1.2333,"[391.543209871841, 259.456790128159, 25.3148148077574, 29.771604935919]"
