,time,object_1
0,0.0,"[315.0, 366.0, 25.0, 30.0]"
1,0.033333,"[315.076922928995, 365.538462426036, 25.038461464497, 30.0]"
2,0.066667,"[315.153846011835, 365.076923928994, 25.0769230059171, 30.0]"
3,0.1,"[315.230769094675, 364.615385431953, 25.1153845473373, 30.0]"
4,0.13333,"[315.307692177515, 364.153846934911, 25.1538460887574, 30.0]"
5,0.16667,"[315.384615260356, 363.69230843787, 25.1923076301775, 30.0]"
6,0.2,"[315.461538343196, 363.230769940829, 25.2307691715976, 30.0]"
7,0.23333,"[315.538461426036, 362.769231443787, 25.2692307130177, 30.0]"
8,0.26667,"[315.615384508876, 362.307692946746, 25.3076922544379, 30.0]"
9,0.3,"[315.692307591716, 361.846154449704, 25.346153795858, 30.0]"
10,0.33333,"[315.769230674557, 361.384615952663, 25.3846153372781, 30.0]"
11,0.36667,"[315.846153757397, 360.923077455621, 25.4230768786982, 30.0]"
12,0.4,"[315.923076840237, 360.46153895858, 25.4615384201183, 30.0]"
13,0.43333,"[315.999999923077, 360.000000461539, 25.4999999615384, 30.0]"
14,0.46667,"[316.076923005917, 359.538461964497, 25.5384615029586, 30.0]"
15,0.5,"[316.153846088758, 359.076923467456, 25.5769230443787, 30.0]"
16,0.53333,"[316.230769171598, 358.615384970414, 25.6153845857988, 30.0]"
17,0.56667,"[316.307692254438, 358.153846473373, 25.6538461272189, 30.0]"
18,0.6,"[316.384615337278, 357.692307976331, 25.692307668639, 30.0]"
19,0.63333,"[316.461538420119, 357.23076947929, 25.7307692100592, 30.0]"
20,0.66667,"[316.538461502959, 356.769230982249, 25.7692307514793, 30.0]"
21,0.7,"[316.615384585799, 356.307692485207, 25.8076922928994, 30.0]"
22,0.73333,"[316.692307668639, 355.846153988166, 25.8461538343195, 30.0]"
23,0.76667,"[316.769230751479, 355.384615491124, 25.8846153757396, 30.0]"
24,0.8,"[316.84615383432, 354.923076994083, 25.9230769171598, 30.0]"
25,0.83333,"[316.92307691716, 354.461538497041, 25.9615384585799, 30.0]"
26,0.86667,"[317.0, 354.0, 26.0, 30.0]"
27,0.9,"[317.2, 353.533333333333, 26.0, 30.4]"
28,0.93333,"[317.4, 353.066666666666, 26.0, 30.8]"
29,0.96667,"[317.6, 352.6, 26.0, 31.2]"
30,1.0,"[317.8, 352.133333333333, 26.0, 31.6]"
31,1.0333,"[318.0, 351.666666666666, 26.0, 32.0]"
32,1.0667,"[318.2, 351.2, 26.0, 32.4]"
33,1.1,"[318.4, 350.733333333333, 26.0, 32.8]"
34,1.1333,"[318.6, 350.266666666666, 26.0, 33.2]"
35,1.1667,"[318.8, 349.8, 26.0, 33.6]"
36,1.2,"[319.0, 349.333333333333, 26.0, 34.0]"
37,1.2333,"[319.2, 348.866666666667, 26.0, 34.4]"
38,1.2667,"[319.4, 348.4, 26.0, 34.8]"
39,1.3,"[319.6, 347.933333333333, 26.0, 35.2]"
40,1.3333,"[319.8, 347.466666666667, 26.0, 35.6]"
41,1.3667,"[320.0, 347.0, 26.0, 36.0]"
42,1.4,"[319.89999982, 347.10000018, 25.5999992800002, 34.9999982000004]"
43,1.4333,"[319.79999984, 347.20000016, 25.1999993600001, 33.9999984000003]"
44,1.4667,"[319.69999986, 347.30000014, 24.7999994400001, 32.9999986000003]"
45,1.5,"[319.59999988, 347.40000012, 24.3999995200001, 31.9999988000002]"
46,1.5333,"[319.4999999, 347.5000001, 23.9999996000001, 30.9999990000002]"
47,1.5667,"[319.39999992, 347.60000008, 23.5999996800001, 29.9999992000002]"
48,1.6,"[319.29999994, 347.70000006, 23.1999997600001, 28.9999994000001]"
49,1.6333,"[319.19999996, 347.80000004, 22.79999984, 27.9999996000001]"
