,time,object_1
0,0.0,"[341.0, 270.0, 26.0, 24.0]"
1,0.033333,"[338.999999964286, 270.333333339286, 28.0000000357143, 23.3333333214286]"
2,0.066667,"[336.999999982143, 270.666666669643, 30.0000000178571, 22.6666666607143]"
3,0.1,"[335.0, 271.0, 32.0, 22.0]"
4,0.13333,"[333.562501155134, 271.374999698661, 31.8125001506697, 21.9375000502232]"
5,0.16667,"[332.125001078125, 271.74999971875, 31.625000140625, 21.875000046875]"
6,0.2,"[330.687501001116, 272.12499973884, 31.4375001305804, 21.8125000435268]"
7,0.23333,"[329.250000924107, 272.499999758929, 31.2500001205357, 21.7500000401786]"
8,0.26667,"[327.812500847098, 272.874999779018, 31.0625001104911, 21.6875000368304]"
9,0.3,"[326.375000770089, 273.249999799107, 30.8750001004464, 21.6250000334822]"
10,0.33333,"[324.93750069308, 273.624999819197, 30.6875000904018, 21.5625000301339]"
11,0.36667,"[323.500000616071, 273.999999839286, 30.5000000803572, 21.5000000267857]"
12,0.4,"[322.062500539062, 274.374999859375, 30.3125000703125, 21.4375000234375]"
13,0.43333,"[320.625000462053, 274.749999879464, 30.1250000602679, 21.3750000200893]"
14,0.46667,"[319.187500385045, 275.124999899554, 29.9375000502232, 21.3125000167411]"
15,0.5,"[317.750000308036, 275.499999919643, 29.7500000401786, 21.2500000133929]"
16,0.53333,"[316.312500231027, 275.874999939732, 29.5625000301339, 21.1875000100446]"
17,0.56667,"[314.875000154018, 276.249999959821, 29.3750000200893, 21.1250000066964]"
18,0.6,"[313.437500077009, 276.624999979911, 29.1875000100446, 21.0625000033482]"
19,0.63333,"[312.0, 277.0, 29.0, 21.0]"
20,0.66667,"[310.066666425, 277.333333375, 29.333333375, 21.200000025]"
21,0.7,"[308.133333108928, 277.666666705357, 29.6666667053572, 21.4000000232143]"
22,0.73333,"[306.199999792857, 278.000000035714, 30.0000000357143, 21.6000000214286]"
23,0.76667,"[304.266666476786, 278.333333366071, 30.3333333660714, 21.8000000196429]"
24,0.8,"[302.333333160714, 278.666666696428, 30.6666666964286, 22.0000000178572]"
25,0.83333,"[300.399999844643, 279.000000026786, 31.0000000267857, 22.2000000160714]"
26,0.86667,"[298.466666528571, 279.333333357143, 31.3333333571429, 22.4000000142857]"
27,0.9,"[296.5333332125, 279.6666666875, 31.6666666875, 22.6000000125]"
28,0.93333,"[294.599999896428, 280.000000017857, 32.0000000178571, 22.8000000107143]"
29,0.96667,"[292.666666580357, 280.333333348214, 32.3333333482143, 23.0000000089286]"
30,1.0,"[290.733333264286, 280.666666678571, 32.6666666785714, 23.2000000071429]"
31,1.0333,"[288.799999948214, 281.000000008929, 33.0000000089286, 23.4000000053571]"
32,1.0667,"[286.866666632143, 281.333333339286, 33.3333333392857, 23.6000000035714]"
33,1.1,"[284.933333316071, 281.666666669643, 33.6666666696429, 23.8000000017857]"
34,1.1333,"[283.0, 282.0, 34.0, 24.0]"
35,1.1667,"[281.000001607143, 282.187499849331, 33.4375004520089, 23.7500002008928]"
36,1.2,"[279.0000015, 282.374999859375, 32.875000421875, 23.5000001875]"
37,1.2333,"[277.000001392857, 282.56249986942, 32.3125003917411, 23.2500001741071]"
38,1.2667,"[275.000001285714, 282.749999879464, 31.7500003616071, 23.0000001607143]"
39,1.3,"[273.000001178571, 282.937499889509, 31.1875003314732, 22.7500001473214]"
40,1.3333,"[271.000001071429, 283.124999899554, 30.6250003013393, 22.5000001339286]"
41,1.3667,"[269.000000964286, 283.312499909598, 30.0625002712054, 22.2500001205357]"
42,1.4,"[267.000000857143, 283.499999919643, 29.5000002410714, 22.0000001071429]"
43,1.4333,"[265.00000075, 283.687499929688, 28.9375002109375, 21.75000009375]"
44,1.4667,"[263.000000642857, 283.874999939732, 28.3750001808036, 21.5000000803571]"
45,1.5,"[261.000000535714, 284.062499949777, 27.8125001506696, 21.2500000669643]"
46,1.5333,"[259.000000428571, 284.249999959821, 27.2500001205357, 21.0000000535714]"
47,1.5667,"[257.000000321429, 284.437499969866, 26.6875000904018, 20.7500000401786]"
48,1.6,"[255.000000214286, 284.624999979911, 26.1250000602679, 20.5000000267857]"
49,1.6333,"[253.000000107143, 284.812499989955, 25.5625000301339, 20.2500000133929]"
50,1.6667,"[251.0, 285.0, 25.0, 20.0]"
51,1.7,"[248.562495103237, 285.187500376674, 24.937499874442, 20.3750007533481]"
52,1.7333,"[246.124995429688, 285.375000351562, 24.8749998828125, 20.7500007031249]"
53,1.7667,"[243.687495756139, 285.562500326451, 24.8124998911831, 21.1250006529017]"
54,1.8,"[241.24999608259, 285.750000301339, 24.7499998995536, 21.5000006026785]"
55,1.8333,"[238.812496409041, 285.937500276228, 24.6874999079241, 21.8750005524553]"
56,1.8667,"[236.374996735492, 286.125000251116, 24.6249999162947, 22.2500005022321]"
57,1.9,"[233.937497061942, 286.312500226004, 24.5624999246652, 22.6250004520089]"
58,1.9333,"[231.499997388393, 286.500000200893, 24.4999999330357, 23.0000004017857]"
59,1.9667,"[229.062497714844, 286.687500175781, 24.4374999414063, 23.3750003515624]"
60,2.0,"[226.624998041295, 286.87500015067, 24.3749999497768, 23.7500003013392]"
61,2.0333,"[224.187498367746, 287.062500125558, 24.3124999581473, 24.125000251116]"
62,2.0667,"[221.749998694197, 287.250000100446, 24.2499999665179, 24.5000002008928]"
63,2.1,"[219.312499020647, 287.437500075335, 24.1874999748884, 24.8750001506696]"
64,2.1333,"[216.874999347098, 287.625000050223, 24.1249999832589, 25.2500001004464]"
65,2.1667,"[214.437499673549, 287.812500025112, 24.0624999916295, 25.6250000502232]"
66,2.2,"[212.0, 288.0, 24.0, 26.0]"
67,2.2333,"[209.357147458547, 288.499999129464, 24.0, 25.9285715529337]"
68,2.2667,"[206.714289961735, 288.999999196429, 24.0, 25.8571429719388]"
69,2.3,"[204.071432464924, 289.499999263393, 24.0, 25.7857143909439]"
70,2.3333,"[201.428574968113, 289.999999330357, 24.0, 25.714285809949]"
71,2.3667,"[198.785717471301, 290.499999397322, 24.0, 25.6428572289541]"
72,2.4,"[196.14285997449, 290.999999464286, 24.0, 25.5714286479592]"
73,2.4333,"[193.500002477679, 291.49999953125, 24.0, 25.5000000669643]"
74,2.4667,"[190.857144980868, 291.999999598214, 24.0, 25.4285714859694]"
75,2.5,"[188.214287484056, 292.499999665179, 24.0, 25.3571429049745]"
76,2.5333,"[185.571429987245, 292.999999732143, 24.0, 25.2857143239796]"
77,2.5667,"[182.928572490434, 293.499999799107, 24.0, 25.2142857429847]"
78,2.6,"[180.285714993623, 293.999999866071, 24.0, 25.1428571619898]"
79,2.6333,"[177.642857496811, 294.499999933036, 24.0, 25.0714285809949]"
80,2.6667,"[175.0, 295.0, 24.0, 25.0]"
81,2.7,"[172.615379957524, 295.384616135883, 23.9230767728234, 25.0]"
82,2.7333,"[170.230764961064, 295.769231457893, 23.8461537084214, 25.0]"
83,2.7667,"[167.846149964603, 296.153846779903, 23.7692306440195, 25.0]"
84,2.8,"[165.461534968143, 296.538462101913, 23.6923075796175, 25.0]"
85,2.8333,"[163.076919971683, 296.923077423922, 23.6153845152156, 25.0]"
86,2.8667,"[160.692304975222, 297.307692745932, 23.5384614508136, 25.0]"
87,2.9,"[158.307689978762, 297.692308067942, 23.4615383864117, 25.0]"
88,2.9333,"[155.923074982302, 298.076923389951, 23.3846153220097, 25.0]"
89,2.9667,"[153.538459985841, 298.461538711961, 23.3076922576078, 25.0]"
90,3.0,"[151.153844989381, 298.846154033971, 23.2307691932058, 25.0]"
91,3.0333,"[148.769229992921, 299.230769355981, 23.1538461288039, 25.0]"
92,3.0667,"[146.38461499646, 299.61538467799, 23.0769230644019, 25.0]"
93,3.1,"[144.0, 300.0, 23.0, 25.0]"
94,3.1333,"[140.888888666667, 300.333333357143, 23.4444444761905, 25.1111111190476]"
95,3.1667,"[137.777777583333, 300.6666666875, 23.8888889166667, 25.2222222291667]"
96,3.2,"[134.6666665, 301.000000017857, 24.3333333571429, 25.3333333392857]"
97,3.2333,"[131.555555416667, 301.333333348214, 24.7777777976191, 25.4444444494048]"
98,3.2667,"[128.444444333333, 301.666666678571, 25.2222222380952, 25.5555555595238]"
99,3.3,"[125.33333325, 302.000000008929, 25.6666666785714, 25.6666666696429]"
100,3.3333,"[122.222222166667, 302.333333339286, 26.1111111190476, 25.7777777797619]"
101,3.3667,"[119.111111083333, 302.666666669643, 26.5555555595238, 25.888888889881]"
102,3.4,"[116.0, 303.0, 27.0, 26.0]"
103,3.4333,"[113.300002213036, 303.599999508214, 26.9000000819643, 26.1999998360714]"
