,time,object_1
0,0.0,"[349.0, 291.0, 31.0, 32.0]"
1,0.033333,"[347.200002824617, 290.400000941539, 31.5999990584612, 32.9999984307686]"
2,0.066667,"[345.400002118462, 289.800000706154, 32.1999992938459, 33.9999988230765]"
3,0.1,"[343.600001412308, 289.200000470769, 32.7999995292306, 34.9999992153843]"
4,0.13333,"[341.800000706154, 288.600000235385, 33.3999997646153, 35.9999996076922]"
5,0.16667,"[340.0, 288.0, 34.0, 37.0]"
6,0.2,"[337.499999788462, 288.083333340385, 33.9166666596154, 36.583333298077]"
7,0.23333,"[334.999999807692, 288.166666673077, 33.8333333269231, 36.1666666346154]"
8,0.26667,"[332.499999826923, 288.250000005769, 33.7499999942307, 35.7499999711539]"
9,0.3,"[329.999999846154, 288.333333338462, 33.6666666615384, 35.3333333076923]"
10,0.33333,"[327.499999865385, 288.416666671154, 33.5833333288461, 34.9166666442308]"
11,0.36667,"[324.999999884615, 288.500000003846, 33.4999999961538, 34.4999999807692]"
12,0.4,"[322.499999903846, 288.583333336539, 33.4166666634615, 34.0833333173077]"
13,0.43333,"[319.999999923077, 288.666666669231, 33.3333333307692, 33.6666666538462]"
14,0.46667,"[317.499999942308, 288.750000001923, 33.2499999980769, 33.2499999903846]"
15,0.5,"[314.999999961538, 288.833333334615, 33.1666666653846, 32.8333333269231]"
16,0.53333,"[312.499999980769, 288.916666667308, 33.0833333326923, 32.4166666634615]"
17,0.56667,"[310.0, 289.0, 33.0, 32.0]"
18,0.6,"[307.916666490384, 288.416666617308, 33.0, 32.2500000211538]"
19,0.63333,"[305.833333173077, 287.833333288462, 33.0, 32.5000000192308]"
20,0.66667,"[303.749999855769, 287.249999959615, 33.0, 32.7500000173077]"
21,0.7,"[301.666666538461, 286.666666630769, 33.0, 33.0000000153846]"
22,0.73333,"[299.583333221154, 286.083333301923, 33.0, 33.2500000134615]"
23,0.76667,"[297.499999903846, 285.499999973077, 33.0, 33.5000000115385]"
24,0.8,"[295.416666586538, 284.916666644231, 33.0, 33.7500000096154]"
25,0.83333,"[293.333333269231, 284.333333315385, 33.0, 34.0000000076923]"
26,0.86667,"[291.249999951923, 283.749999986538, 33.0, 34.2500000057692]"
27,0.9,"[289.166666634615, 283.166666657692, 33.0, 34.5000000038462]"
28,0.93333,"[287.083333317308, 282.583333328846, 33.0, 34.7500000019231]"
29,0.96667,"[285.0, 282.0, 33.0, 35.0]"
30,1.0,"[282.733333089231, 281.799999978461, 33.2000000215385, 34.8666666523077]"
31,1.0333,"[280.46666644, 281.59999998, 33.40000002, 34.73333332]"
32,1.0667,"[278.199999790769, 281.399999981538, 33.6000000184616, 34.5999999876923]"
33,1.1,"[275.933333141539, 281.199999983077, 33.8000000169231, 34.4666666553846]"
34,1.1333,"[273.666666492308, 280.999999984615, 34.0000000153846, 34.3333333230769]"
35,1.1667,"[271.399999843077, 280.799999986154, 34.2000000138462, 34.1999999907692]"
36,1.2,"[269.133333193846, 280.599999987692, 34.4000000123077, 34.0666666584615]"
37,1.2333,"[266.866666544615, 280.399999989231, 34.6000000107693, 33.9333333261538]"
38,1.2667,"[264.599999895385, 280.199999990769, 34.8000000092308, 33.7999999938462]"
