,time,object_1,object_2
0,0.0,"[390.0, 220.0, 23.0, 26.0]","[nan, nan, nan, nan]"
1,0.033333,"[389.933333333333, 219.933333333333, 23.1333333333333, 26.0]","[nan, nan, nan, nan]"
2,0.066667,"[389.866666666667, 219.866666666667, 23.2666666666667, 26.0]","[nan, nan, nan, nan]"
3,0.1,"[389.8, 219.8, 23.4, 26.0]","[nan, nan, nan, nan]"
4,0.13333,"[389.733333333333, 219.733333333333, 23.5333333333333, 26.0]","[nan, nan, nan, nan]"
5,0.16667,"[389.666666666667, 219.666666666667, 23.6666666666667, 26.0]","[nan, nan, nan, nan]"
6,0.2,"[389.6, 219.6, 23.8, 26.0]","[nan, nan, nan, nan]"
7,0.23333,"[389.533333333333, 219.533333333333, 23.9333333333333, 26.0]","[nan, nan, nan, nan]"
8,0.26667,"[389.466666666667, 219.466666666667, 24.0666666666667, 26.0]","[nan, nan, nan, nan]"
9,0.3,"[389.4, 219.4, 24.2, 26.0]","[nan, nan, nan, nan]"
10,0.33333,"[389.333333333333, 219.333333333333, 24.3333333333333, 26.0]","[nan, nan, nan, nan]"
11,0.36667,"[389.266666666667, 219.266666666667, 24.4666666666667, 26.0]","[nan, nan, nan, nan]"
12,0.4,"[389.2, 219.2, 24.6, 26.0]","[nan, nan, nan, nan]"
13,0.43333,"[389.133333333333, 219.133333333333, 24.7333333333333, 26.0]","[nan, nan, nan, nan]"
14,0.46667,"[389.066666666667, 219.066666666667, 24.8666666666667, 26.0]","[nan, nan, nan, nan]"
15,0.5,"[389.0, 219.0, 25.0, 26.0]","[nan, nan, nan, nan]"
16,0.53333,"[389.0, 219.058823418685, 25.1764702560553, 26.0]","[nan, nan, nan, nan]"
17,0.56667,"[389.0, 219.117646955017, 25.3529408650519, 26.0]","[nan, nan, nan, nan]"
18,0.6,"[389.0, 219.17647049135, 25.5294114740484, 26.0]","[nan, nan, nan, nan]"
19,0.63333,"[389.0, 219.235294027682, 25.705882083045, 26.0]","[nan, nan, nan, nan]"
20,0.66667,"[389.0, 219.294117564014, 25.8823526920415, 26.0]","[nan, nan, nan, nan]"
21,0.7,"[389.0, 219.352941100346, 26.058823301038, 26.0]","[nan, nan, nan, nan]"
22,0.73333,"[389.0, 219.411764636678, 26.2352939100346, 26.0]","[nan, nan, nan, nan]"
23,0.76667,"[389.0, 219.47058817301, 26.4117645190311, 26.0]","[nan, nan, nan, nan]"
24,0.8,"[389.0, 219.529411709343, 26.5882351280277, 26.0]","[nan, nan, nan, nan]"
25,0.83333,"[389.0, 219.588235245675, 26.7647057370242, 26.0]","[nan, nan, nan, nan]"
26,0.86667,"[389.0, 219.647058782007, 26.9411763460207, 26.0]","[nan, nan, nan, nan]"
27,0.9,"[389.0, 219.705882318339, 27.1176469550173, 26.0]","[nan, nan, nan, nan]"
28,0.93333,"[389.0, 219.764705854671, 27.2941175640138, 26.0]","[nan, nan, nan, nan]"
29,0.96667,"[389.0, 219.823529391003, 27.4705881730104, 26.0]","[nan, nan, nan, nan]"
30,1.0,"[389.0, 219.882352927336, 27.6470587820069, 26.0]","[nan, nan, nan, nan]"
31,1.0333,"[389.0, 219.941176463668, 27.8235293910035, 26.0]","[nan, nan, nan, nan]"
32,1.0667,"[389.0, 220.0, 28.0, 26.0]","[nan, nan, nan, nan]"
33,1.1,"[388.9499999525, 220.0, 27.9499999525, 25.9128110445498]","[nan, nan, nan, nan]"
34,1.1333,"[388.899999955, 220.0, 27.899999955, 25.8256221762885]","[nan, nan, nan, nan]"
35,1.1667,"[388.8499999575, 220.0, 27.8499999575, 25.7384333080271]","[nan, nan, nan, nan]"
36,1.2,"[388.79999996, 220.0, 27.79999996, 25.6512444397658]","[nan, nan, nan, nan]"
37,1.2333,"[388.7499999625, 220.0, 27.7499999625, 25.5640555715044]","[nan, nan, nan, nan]"
38,1.2667,"[388.699999965, 220.0, 27.699999965, 25.4768667032431]","[nan, nan, nan, nan]"
39,1.3,"[388.6499999675, 220.0, 27.6499999675, 25.3896778349817]","[nan, nan, nan, nan]"
40,1.3333,"[388.59999997, 220.0, 27.59999997, 25.3024889667204]","[nan, nan, nan, nan]"
41,1.3667,"[388.5499999725, 220.0, 27.5499999725, 25.215300098459]","[nan, nan, nan, nan]"
42,1.4,"[388.499999975, 220.0, 27.499999975, 25.1281112301977]","[nan, nan, nan, nan]"
43,1.4333,"[388.4499999775, 220.0, 27.4499999775, 25.0409223619363]","[nan, nan, nan, nan]"
44,1.4667,"[388.39999998, 220.0, 27.39999998, 24.953733493675]","[nan, nan, nan, nan]"
45,1.5,"[388.3499999825, 220.0, 27.3499999825, 24.8665446254137]","[nan, nan, nan, nan]"
46,1.5333,"[388.299999985, 220.0, 27.299999985, 24.7793557571523]","[nan, nan, nan, nan]"
47,1.5667,"[388.2499999875, 220.0, 27.2499999875, 24.692166888891]","[nan, nan, nan, nan]"
48,1.6,"[388.19999999, 220.0, 27.19999999, 24.6049780206296]","[nan, nan, nan, nan]"
49,1.6333,"[388.1499999925, 220.0, 27.1499999925, 24.5177891523683]","[nan, nan, nan, nan]"
50,1.6667,"[388.099999995, 220.0, 27.099999995, 24.4306002841069]","[nan, nan, nan, nan]"
51,1.7,"[388.0499999975, 220.0, 27.0499999975, 24.3434114158456]","[nan, nan, nan, nan]"
52,1.7333,"[388.0, 220.0, 27.0, 24.2562225475842]","[nan, nan, nan, nan]"
53,1.7667,"[388.0, 220.066666666667, 26.9333333333333, 24.1058077110786]","[nan, nan, nan, nan]"
54,1.8,"[388.0, 220.133333333333, 26.8666666666667, 23.955392874573]","[nan, nan, nan, nan]"
55,1.8333,"[388.0, 220.2, 26.8, 23.8049780380674]","[nan, nan, nan, nan]"
56,1.8667,"[388.0, 220.266666666667, 26.7333333333333, 23.6545632015618]","[nan, nan, nan, nan]"
57,1.9,"[388.0, 220.333333333333, 26.6666666666667, 23.5041483650561]","[nan, nan, nan, nan]"
58,1.9333,"[388.0, 220.4, 26.6, 23.3537335285505]","[nan, nan, nan, nan]"
59,1.9667,"[388.0, 220.466666666667, 26.5333333333333, 23.2033186920449]","[nan, nan, nan, nan]"
60,2.0,"[388.0, 220.533333333333, 26.4666666666667, 23.0529038555393]","[nan, nan, nan, nan]"
61,2.0333,"[388.0, 220.6, 26.4, 22.9024890190337]","[nan, nan, nan, nan]"
62,2.0667,"[388.0, 220.666666666667, 26.3333333333333, 22.7520741825281]","[nan, nan, nan, nan]"
63,2.1,"[388.0, 220.733333333333, 26.2666666666667, 22.6016593460225]","[nan, nan, nan, nan]"
64,2.1333,"[388.0, 220.8, 26.2, 22.4512445095168]","[nan, nan, nan, nan]"
65,2.1667,"[388.0, 220.866666666667, 26.1333333333333, 22.3008296730112]","[nan, nan, nan, nan]"
66,2.2,"[388.0, 220.933333333333, 26.0666666666667, 22.1504148365056]","[nan, nan, nan, nan]"
67,2.2333,"[388.0, 221.0, 26.0, 22.0]","[nan, nan, nan, nan]"
68,2.2667,"[388.375000328125, 220.74999978125, 25.624999671875, 22.6250005468749]","[nan, nan, nan, nan]"
69,2.3,"[388.75000028125, 220.4999998125, 25.24999971875, 23.2500004687499]","[nan, nan, nan, nan]"
70,2.3333,"[389.125000234375, 220.24999984375, 24.874999765625, 23.875000390625]","[nan, nan, nan, nan]"
71,2.3667,"[389.5000001875, 219.999999875, 24.4999998125, 24.5000003125]","[nan, nan, nan, nan]"
72,2.4,"[389.875000140625, 219.74999990625, 24.124999859375, 25.125000234375]","[nan, nan, nan, nan]"
73,2.4333,"[390.25000009375, 219.4999999375, 23.74999990625, 25.75000015625]","[nan, nan, nan, nan]"
74,2.4667,"[390.625000046875, 219.24999996875, 23.374999953125, 26.375000078125]","[nan, nan, nan, nan]"
75,2.5,"[391.0, 219.0, 23.0, 27.0]","[nan, nan, nan, nan]"
76,2.5333,"[390.70000027, 219.69999937, 23.19999982, 27.0]","[nan, nan, nan, nan]"
77,2.5667,"[390.40000024, 220.39999944, 23.39999984, 27.0]","[nan, nan, nan, nan]"
78,2.6,"[390.10000021, 221.09999951, 23.59999986, 27.0]","[nan, nan, nan, nan]"
79,2.6333,"[389.80000018, 221.79999958, 23.79999988, 27.0]","[nan, nan, nan, nan]"
80,2.6667,"[389.50000015, 222.49999965, 23.9999999, 27.0]","[nan, nan, nan, nan]"
81,2.7,"[389.20000012, 223.19999972, 24.19999992, 27.0]","[nan, nan, nan, nan]"
82,2.7333,"[388.90000009, 223.89999979, 24.39999994, 27.0]","[nan, nan, nan, nan]"
83,2.7667,"[388.60000006, 224.59999986, 24.59999996, 27.0]","[nan, nan, nan, nan]"
84,2.8,"[388.30000003, 225.29999993, 24.79999998, 27.0]","[nan, nan, nan, nan]"
85,2.8333,"[388.0, 226.0, 25.0, 27.0]","[nan, nan, nan, nan]"
86,2.8667,"[387.20000072, 227.19999892, 25.19999982, 27.0]","[nan, nan, nan, nan]"
87,2.9,"[386.40000064, 228.39999904, 25.39999984, 27.0]","[nan, nan, nan, nan]"
88,2.9333,"[385.60000056, 229.59999916, 25.59999986, 27.0]","[nan, nan, nan, nan]"
89,2.9667,"[384.80000048, 230.79999928, 25.79999988, 27.0]","[nan, nan, nan, nan]"
90,3.0,"[384.0000004, 231.9999994, 25.9999999, 27.0]","[nan, nan, nan, nan]"
91,3.0333,"[383.20000032, 233.19999952, 26.19999992, 27.0]","[nan, nan, nan, nan]"
92,3.0667,"[382.40000024, 234.39999964, 26.39999994, 27.0]","[nan, nan, nan, nan]"
93,3.1,"[381.60000016, 235.59999976, 26.59999996, 27.0]","[nan, nan, nan, nan]"
94,3.1333,"[380.80000008, 236.79999988, 26.79999998, 27.0]","[nan, nan, nan, nan]"
95,3.1667,"[380.0, 238.0, 27.0, 27.0]","[nan, nan, nan, nan]"
96,3.2,"[378.999998285715, 240.857147755101, 26.5714278367349, 27.0]","[nan, nan, nan, nan]"
97,3.2333,"[377.999998571429, 243.714289795917, 26.1428565306124, 27.0]","[nan, nan, nan, nan]"
98,3.2667,"[376.999998857143, 246.571431836734, 25.7142852244899, 27.0]","[nan, nan, nan, nan]"
99,3.3,"[375.999999142857, 249.42857387755, 25.2857139183675, 27.0]","[nan, nan, nan, nan]"
100,3.3333,"[374.999999428572, 252.285715918367, 24.857142612245, 27.0]","[nan, nan, nan, nan]"
101,3.3667,"[373.999999714286, 255.142857959183, 24.4285713061225, 27.0]","[nan, nan, nan, nan]"
102,3.4,"[373.0, 258.0, 24.0, 27.0]","[nan, nan, nan, nan]"
103,3.4333,"[371.166666666666, 259.916666666666, 23.75, 26.8333333333333]","[nan, nan, nan, nan]"
104,3.4667,"[369.333333333333, 261.833333333333, 23.5, 26.6666666666667]","[nan, nan, nan, nan]"
105,3.5,"[367.5, 263.75, 23.25, 26.5]","[nan, nan, nan, nan]"
106,3.5333,"[365.666666666667, 265.666666666667, 23.0, 26.3333333333333]","[nan, nan, nan, nan]"
107,3.5667,"[363.833333333333, 267.583333333333, 22.75, 26.1666666666667]","[nan, nan, nan, nan]"
108,3.6,"[362.0, 269.5, 22.5, 26.0]","[nan, nan, nan, nan]"
109,3.6333,"[360.166666666667, 271.416666666667, 22.25, 25.8333333333333]","[nan, nan, nan, nan]"
110,3.6667,"[358.333333333333, 273.333333333333, 22.0, 25.6666666666667]","[nan, nan, nan, nan]"
111,3.7,"[356.5, 275.25, 21.75, 25.5]","[nan, nan, nan, nan]"
112,3.7333,"[354.666666666667, 277.166666666667, 21.5, 25.3333333333333]","[nan, nan, nan, nan]"
113,3.7667,"[352.833333333333, 279.083333333333, 21.25, 25.1666666666667]","[nan, nan, nan, nan]"
114,3.8,"[351.0, 281.0, 21.0, 25.0]","[nan, nan, nan, nan]"
115,3.8333,"[349.0000018, 282.59999856, 21.0, 24.90000009]","[nan, nan, nan, nan]"
116,3.8667,"[347.0000016, 284.19999872, 21.0, 24.80000008]","[nan, nan, nan, nan]"
117,3.9,"[345.0000014, 285.79999888, 21.0, 24.70000007]","[nan, nan, nan, nan]"
118,3.9333,"[343.0000012, 287.39999904, 21.0, 24.60000006]","[nan, nan, nan, nan]"
119,3.9667,"[341.000001, 288.9999992, 21.0, 24.50000005]","[nan, nan, nan, nan]"
120,4.0,"[339.0000008, 290.59999936, 21.0, 24.40000004]","[nan, nan, nan, nan]"
121,4.0333,"[337.0000006, 292.19999952, 21.0, 24.30000003]","[nan, nan, nan, nan]"
122,4.0667,"[335.0000004, 293.79999968, 21.0, 24.20000002]","[nan, nan, nan, nan]"
123,4.1,"[333.0000002, 295.39999984, 21.0, 24.10000001]","[nan, nan, nan, nan]"
124,4.1333,"[331.0, 297.0, 21.0, 24.0]","[nan, nan, nan, nan]"
125,4.1667,"[328.20000252, 298.49999865, 21.49999955, 24.09999991]","[nan, nan, nan, nan]"
126,4.2,"[325.40000224, 299.9999988, 21.9999996, 24.19999992]","[nan, nan, nan, nan]"
127,4.2333,"[322.60000196, 301.49999895, 22.49999965, 24.29999993]","[nan, nan, nan, nan]"
128,4.2667,"[319.80000168, 302.9999991, 22.9999997, 24.39999994]","[nan, nan, nan, nan]"
129,4.3,"[317.0000014, 304.49999925, 23.49999975, 24.49999995]","[nan, nan, nan, nan]"
130,4.3333,"[314.20000112, 305.9999994, 23.9999998, 24.59999996]","[nan, nan, nan, nan]"
131,4.3667,"[311.40000084, 307.49999955, 24.49999985, 24.69999997]","[nan, nan, nan, nan]"
132,4.4,"[308.60000056, 308.9999997, 24.9999999, 24.79999998]","[nan, nan, nan, nan]"
133,4.4333,"[305.80000028, 310.49999985, 25.49999995, 24.89999999]","[nan, nan, nan, nan]"
134,4.4667,"[303.0, 312.0, 26.0, 25.0]","[nan, nan, nan, nan]"
135,4.5,"[300.947364531856, 312.578948465374, 25.8947366426593, 24.9473683213297]","[nan, nan, nan, nan]"
136,4.5333,"[298.894733168975, 313.157895772853, 25.7894734958449, 24.8947367479225]","[nan, nan, nan, nan]"
137,4.5667,"[296.842101806094, 313.736843080333, 25.6842103490305, 24.8421051745153]","[nan, nan, nan, nan]"
138,4.6,"[294.789470443214, 314.315790387812, 25.5789472022161, 24.7894736011081]","[nan, nan, nan, nan]"
139,4.6333,"[292.736839080333, 314.894737695291, 25.4736840554017, 24.7368420277009]","[nan, nan, nan, nan]"
140,4.6667,"[290.684207717452, 315.47368500277, 25.3684209085873, 24.6842104542937]","[nan, nan, nan, nan]"
141,4.7,"[288.631576354571, 316.052632310249, 25.2631577617729, 24.6315788808865]","[nan, nan, nan, nan]"
142,4.7333,"[286.57894499169, 316.631579617729, 25.1578946149585, 24.5789473074792]","[nan, nan, nan, nan]"
143,4.7667,"[284.526313628809, 317.210526925208, 25.052631468144, 24.526315734072]","[nan, nan, nan, nan]"
144,4.8,"[282.473682265928, 317.789474232687, 24.9473683213296, 24.4736841606648]","[nan, nan, nan, nan]"
145,4.8333,"[280.421050903047, 318.368421540166, 24.8421051745152, 24.4210525872576]","[nan, nan, nan, nan]"
146,4.8667,"[278.368419540166, 318.947368847646, 24.7368420277008, 24.3684210138504]","[nan, nan, nan, nan]"
147,4.9,"[276.315788177285, 319.526316155125, 24.6315788808864, 24.3157894404432]","[nan, nan, nan, nan]"
148,4.9333,"[274.263156814405, 320.105263462604, 24.526315734072, 24.263157867036]","[nan, nan, nan, nan]"
149,4.9667,"[272.210525451524, 320.684210770083, 24.4210525872576, 24.2105262936288]","[nan, nan, nan, nan]"
150,5.0,"[270.157894088643, 321.263158077562, 24.3157894404432, 24.1578947202216]","[nan, nan, nan, nan]"
151,5.0333,"[268.105262725762, 321.842105385042, 24.2105262936288, 24.1052631468144]","[nan, nan, nan, nan]"
152,5.0667,"[266.052631362881, 322.421052692521, 24.1052631468144, 24.0526315734072]","[nan, nan, nan, nan]"
153,5.1,"[264.0, 323.0, 24.0, 24.0]","[nan, nan, nan, nan]"
154,5.1333,"[261.866666666667, 324.0, 24.0, 24.0666666666667]","[nan, nan, nan, nan]"
155,5.1667,"[259.733333333333, 325.0, 24.0, 24.1333333333333]","[nan, nan, nan, nan]"
156,5.2,"[257.6, 326.0, 24.0, 24.2]","[nan, nan, nan, nan]"
157,5.2333,"[255.466666666667, 327.0, 24.0, 24.2666666666667]","[nan, nan, nan, nan]"
158,5.2667,"[253.333333333333, 328.0, 24.0, 24.3333333333333]","[nan, nan, nan, nan]"
159,5.3,"[251.2, 329.0, 24.0, 24.4]","[nan, nan, nan, nan]"
160,5.3333,"[249.066666666667, 330.0, 24.0, 24.4666666666667]","[nan, nan, nan, nan]"
