,time,object_1
0,0.0,"[273.0, 243.0, 21.0, 28.0]"
1,0.033333,"[273.0, 244.666666719243, 21.1666666719243, 27.6666666561514]"
2,0.066667,"[273.0, 246.333333375394, 21.3333333375394, 27.3333333249211]"
3,0.1,"[273.0, 248.000000031546, 21.5000000031546, 26.9999999936909]"
4,0.13333,"[273.0, 249.666666687697, 21.6666666687697, 26.6666666624606]"
5,0.16667,"[273.0, 251.333333343849, 21.8333333343849, 26.3333333312303]"
6,0.2,"[273.0, 253.0, 22.0, 26.0]"
7,0.23333,"[272.380952302839, 253.809523911672, 21.9523809463722, 25.9047618927445]"
8,0.26667,"[271.761904687697, 254.619047716088, 21.9047618990536, 25.8095237981073]"
9,0.3,"[271.142857072555, 255.428571520505, 21.857142851735, 25.71428570347]"
10,0.33333,"[270.523809457413, 256.238095324921, 21.8095238044164, 25.6190476088328]"
11,0.36667,"[269.904761842271, 257.047619129337, 21.7619047570978, 25.5238095141956]"
12,0.4,"[269.285714227129, 257.857142933754, 21.7142857097792, 25.4285714195584]"
13,0.43333,"[268.666666611987, 258.66666673817, 21.6666666624606, 25.3333333249211]"
14,0.46667,"[268.047618996845, 259.476190542587, 21.619047615142, 25.2380952302839]"
15,0.5,"[267.428571381703, 260.285714347003, 21.5714285678233, 25.1428571356467]"
16,0.53333,"[266.809523766561, 261.095238151419, 21.5238095205047, 25.0476190410095]"
17,0.56667,"[266.190476151419, 261.904761955836, 21.4761904731861, 24.9523809463722]"
18,0.6,"[265.571428536277, 262.714285760252, 21.4285714258675, 24.857142851735]"
19,0.63333,"[264.952380921136, 263.523809564669, 21.3809523785489, 24.7619047570978]"
20,0.66667,"[264.333333305994, 264.333333369085, 21.3333333312303, 24.6666666624606]"
21,0.7,"[263.714285690852, 265.142857173502, 21.2857142839117, 24.5714285678233]"
22,0.73333,"[263.09523807571, 265.952380977918, 21.2380952365931, 24.4761904731861]"
23,0.76667,"[262.476190460568, 266.761904782334, 21.1904761892744, 24.3809523785489]"
24,0.8,"[261.857142845426, 267.571428586751, 21.1428571419558, 24.2857142839117]"
25,0.83333,"[261.238095230284, 268.380952391167, 21.0952380946372, 24.1904761892744]"
26,0.86667,"[260.619047615142, 269.190476195584, 21.0476190473186, 24.0952380946372]"
27,0.9,"[260.0, 270.0, 21.0, 24.0]"
28,0.93333,"[259.280000582178, 270.0, 21.0399999676567, 24.0399999676567]"
29,0.96667,"[258.56000055792, 270.0, 21.0799999690044, 24.0799999690044]"
30,1.0,"[257.840000533663, 270.0, 21.119999970352, 24.119999970352]"
31,1.0333,"[257.120000509406, 270.0, 21.1599999716996, 24.1599999716996]"
32,1.0667,"[256.400000485148, 270.0, 21.1999999730473, 24.1999999730473]"
33,1.1,"[255.680000460891, 270.0, 21.2399999743949, 24.2399999743949]"
34,1.1333,"[254.960000436633, 270.0, 21.2799999757426, 24.2799999757426]"
35,1.1667,"[254.240000412376, 270.0, 21.3199999770902, 24.3199999770902]"
36,1.2,"[253.520000388119, 270.0, 21.3599999784378, 24.3599999784378]"
37,1.2333,"[252.800000363861, 270.0, 21.3999999797855, 24.3999999797855]"
38,1.2667,"[252.080000339604, 270.0, 21.4399999811331, 24.4399999811331]"
39,1.3,"[251.360000315346, 270.0, 21.4799999824807, 24.4799999824807]"
40,1.3333,"[250.640000291089, 270.0, 21.5199999838284, 24.5199999838284]"
41,1.3667,"[249.920000266832, 270.0, 21.559999985176, 24.559999985176]"
42,1.4,"[249.200000242574, 270.0, 21.5999999865236, 24.5999999865236]"
43,1.4333,"[248.480000218317, 270.0, 21.6399999878713, 24.6399999878713]"
44,1.4667,"[247.760000194059, 270.0, 21.6799999892189, 24.6799999892189]"
45,1.5,"[247.040000169802, 270.0, 21.7199999905665, 24.7199999905665]"
46,1.5333,"[246.320000145544, 270.0, 21.7599999919142, 24.7599999919142]"
47,1.5667,"[245.600000121287, 270.0, 21.7999999932618, 24.7999999932618]"
48,1.6,"[244.88000009703, 270.0, 21.8399999946095, 24.8399999946095]"
49,1.6333,"[244.160000072772, 270.0, 21.8799999959571, 24.8799999959571]"
50,1.6667,"[243.440000048515, 270.0, 21.9199999973047, 24.9199999973047]"
51,1.7,"[242.720000024257, 270.0, 21.9599999986524, 24.9599999986524]"
52,1.7333,"[242.0, 270.0, 22.0, 25.0]"
53,1.7667,"[241.615384184897, 270.230769489062, 22.1153847445308, 24.9615384184897]"
54,1.8,"[241.230768817501, 270.461538709499, 22.2307693547496, 24.9230768817501]"
55,1.8333,"[240.846153450106, 270.692307929937, 22.3461539649683, 24.8846153450106]"
56,1.8667,"[240.46153808271, 270.923077150374, 22.4615385751871, 24.846153808271]"
57,1.9,"[240.076922715314, 271.153846370812, 22.5769231854059, 24.8076922715314]"
58,1.9333,"[239.692307347918, 271.384615591249, 22.6923077956246, 24.7692307347918]"
59,1.9667,"[239.307691980522, 271.615384811687, 22.8076924058434, 24.7307691980522]"
60,2.0,"[238.923076613126, 271.846154032124, 22.9230770160622, 24.6923076613126]"
61,2.0333,"[238.53846124573, 272.076923252562, 23.0384616262809, 24.653846124573]"
62,2.0667,"[238.153845878334, 272.307692472999, 23.1538462364997, 24.6153845878334]"
63,2.1,"[237.769230510938, 272.538461693437, 23.2692308467185, 24.5769230510938]"
64,2.1333,"[237.384615143543, 272.769230913874, 23.3846154569372, 24.5384615143543]"
65,2.1667,"[236.999999776147, 273.000000134312, 23.500000067156, 24.4999999776147]"
66,2.2,"[236.615384408751, 273.23076935475, 23.6153846773748, 24.4615384408751]"
67,2.2333,"[236.230769041355, 273.461538575187, 23.7307692875935, 24.4230769041355]"
68,2.2667,"[235.846153673959, 273.692307795625, 23.8461538978123, 24.3846153673959]"
69,2.3,"[235.461538306563, 273.923077016062, 23.9615385080311, 24.3461538306563]"
70,2.3333,"[235.076922939167, 274.1538462365, 24.0769231182499, 24.3076922939167]"
71,2.3667,"[234.692307571771, 274.384615456937, 24.1923077284686, 24.2692307571771]"
72,2.4,"[234.307692204375, 274.615384677375, 24.3076923386874, 24.2307692204375]"
73,2.4333,"[233.923076836979, 274.846153897812, 24.4230769489062, 24.1923076836979]"
74,2.4667,"[233.538461469584, 275.07692311825, 24.5384615591249, 24.1538461469584]"
75,2.5,"[233.153846102188, 275.307692338687, 24.6538461693437, 24.1153846102188]"
76,2.5333,"[232.769230734792, 275.538461559125, 24.7692307795625, 24.0769230734792]"
77,2.5667,"[232.384615367396, 275.769230779562, 24.8846153897812, 24.0384615367396]"
78,2.6,"[232.0, 276.0, 25.0, 24.0]"
79,2.6333,"[232.428571088312, 276.107142772077, 25.0, 24.214285544156]"
80,2.6667,"[232.857142529486, 276.214285632371, 25.0, 24.4285712647428]"
81,2.7,"[233.285713970659, 276.321428492664, 25.0, 24.6428569853296]"
82,2.7333,"[233.714285411833, 276.428571352958, 25.0, 24.8571427059164]"
83,2.7667,"[234.142856853006, 276.535714213251, 25.0, 25.0714284265032]"
84,2.8,"[234.57142829418, 276.642857073544, 25.0, 25.2857141470901]"
85,2.8333,"[234.999999735354, 276.749999933838, 25.0, 25.4999998676769]"
86,2.8667,"[235.428571176527, 276.857142794131, 25.0, 25.7142855882637]"
87,2.9,"[235.857142617701, 276.964285654425, 25.0, 25.9285713088505]"
88,2.9333,"[236.285714058875, 277.071428514718, 25.0, 26.1428570294373]"
89,2.9667,"[236.714285500048, 277.178571375012, 25.0, 26.3571427500241]"
90,3.0,"[237.142856941222, 277.285714235305, 25.0, 26.571428470611]"
91,3.0333,"[237.571428382396, 277.392857095598, 25.0, 26.7857141911978]"
92,3.0667,"[237.999999823569, 277.499999955892, 25.0, 26.9999999117846]"
93,3.1,"[238.428571264743, 277.607142816185, 25.0, 27.2142856323714]"
94,3.1333,"[238.857142705916, 277.714285676479, 25.0, 27.4285713529582]"
95,3.1667,"[239.28571414709, 277.821428536772, 25.0, 27.642857073545]"
96,3.2,"[239.714285588264, 277.928571397066, 25.0, 27.8571427941318]"
97,3.2333,"[240.142857029437, 278.035714257359, 25.0, 28.0714285147187]"
98,3.2667,"[240.571428470611, 278.142857117653, 25.0, 28.2857142353055]"
99,3.3,"[240.999999911785, 278.249999977946, 25.0, 28.4999999558923]"
100,3.3333,"[241.428571352958, 278.357142838239, 25.0, 28.7142856764791]"
101,3.3667,"[241.857142794132, 278.464285698533, 25.0, 28.9285713970659]"
102,3.4,"[242.285714235305, 278.571428558826, 25.0, 29.1428571176527]"
103,3.4333,"[242.714285676479, 278.67857141912, 25.0, 29.3571428382396]"
104,3.4667,"[243.142857117653, 278.785714279413, 25.0, 29.5714285588264]"
105,3.5,"[243.571428558826, 278.892857139707, 25.0, 29.7857142794132]"
106,3.5333,"[244.0, 279.0, 25.0, 30.0]"
107,3.5667,"[244.818182613604, 279.636364255025, 25.0909091792893, 29.5454541035535]"
108,3.6,"[245.636364352243, 280.272727829523, 25.1818182613604, 29.0909086931982]"
109,3.6333,"[246.454546090883, 280.90909140402, 25.2727273434314, 28.6363632828428]"
110,3.6667,"[247.272727829523, 281.545454978518, 25.3636364255025, 28.1818178724875]"
111,3.7,"[248.090909568162, 282.181818553015, 25.4545455075736, 27.7272724621321]"
112,3.7333,"[248.909091306802, 282.818182127513, 25.5454545896446, 27.2727270517768]"
113,3.7667,"[249.727273045442, 283.45454570201, 25.6363636717157, 26.8181816414214]"
114,3.8,"[250.545454784081, 284.090909276508, 25.7272727537868, 26.3636362310661]"
115,3.8333,"[251.363636522721, 284.727272851005, 25.8181818358579, 25.9090908207107]"
116,3.8667,"[252.18181826136, 285.363636425503, 25.9090909179289, 25.4545454103554]"
117,3.9,"[253.0, 286.0, 26.0, 25.0]"
118,3.9333,"[254.333333400631, 286.555555583596, 26.0, 24.8888888832807]"
119,3.9667,"[255.666666725552, 287.111111135647, 26.0, 24.7777777728706]"
120,4.0,"[257.000000050473, 287.666666687697, 26.0, 24.6666666624606]"
121,4.0333,"[258.333333375394, 288.222222239748, 26.0, 24.5555555520505]"
122,4.0667,"[259.666666700316, 288.777777791798, 26.0, 24.4444444416404]"
123,4.1,"[261.000000025237, 289.333333343849, 26.0, 24.3333333312303]"
124,4.1333,"[262.333333350158, 289.888888895899, 26.0, 24.2222222208202]"
125,4.1667,"[263.666666675079, 290.44444444795, 26.0, 24.1111111104101]"
126,4.2,"[265.0, 291.0, 26.0, 24.0]"
127,4.2333,"[266.454542901686, 291.181817862711, 26.2727267940662, 23.8181821372892]"
128,4.2667,"[267.909088611517, 291.363636076439, 26.5454541146596, 23.6363639235603]"
129,4.3,"[269.363634321349, 291.545454290168, 26.8181814352529, 23.4545457098314]"
130,4.3333,"[270.81818003118, 291.727272503897, 27.0909087558463, 23.2727274961024]"
131,4.3667,"[272.272725741012, 291.909090717626, 27.3636360764397, 23.0909092823735]"
132,4.4,"[273.727271450843, 292.090908931355, 27.6363633970331, 22.9090910686446]"
133,4.4333,"[275.181817160674, 292.272727145084, 27.9090907176265, 22.7272728549157]"
