,time,object_1
0,0.0,"[327.0, 374.0, 21.0, 22.0]"
1,0.033333,"[327.0, 373.969230817398, 21.0153845913007, 22.0307691826017]"
2,0.066667,"[327.0, 373.938461585876, 21.0307692070617, 22.0615384141236]"
3,0.1,"[327.0, 373.907692354354, 21.0461538228226, 22.0923076456454]"
4,0.13333,"[327.0, 373.876923122833, 21.0615384385835, 22.1230768771673]"
5,0.16667,"[327.0, 373.846153891311, 21.0769230543444, 22.1538461086891]"
6,0.2,"[327.0, 373.815384659789, 21.0923076701054, 22.184615340211]"
7,0.23333,"[327.0, 373.784615428267, 21.1076922858663, 22.2153845717328]"
8,0.26667,"[327.0, 373.753846196745, 21.1230769016272, 22.2461538032547]"
9,0.3,"[327.0, 373.723076965223, 21.1384615173882, 22.2769230347765]"
10,0.33333,"[327.0, 373.692307733701, 21.1538461331491, 22.3076922662983]"
11,0.36667,"[327.0, 373.66153850218, 21.16923074891, 22.3384614978202]"
12,0.4,"[327.0, 373.630769270658, 21.1846153646709, 22.369230729342]"
13,0.43333,"[327.0, 373.600000039136, 21.1999999804319, 22.3999999608639]"
14,0.46667,"[327.0, 373.569230807614, 21.2153845961928, 22.4307691923857]"
15,0.5,"[327.0, 373.538461576092, 21.2307692119537, 22.4615384239076]"
16,0.53333,"[327.0, 373.50769234457, 21.2461538277146, 22.4923076554294]"
17,0.56667,"[327.0, 373.476923113049, 21.2615384434756, 22.5230768869513]"
18,0.6,"[327.0, 373.446153881527, 21.2769230592365, 22.5538461184731]"
19,0.63333,"[327.0, 373.415384650005, 21.2923076749974, 22.584615349995]"
20,0.66667,"[327.0, 373.384615418483, 21.3076922907583, 22.6153845815168]"
21,0.7,"[327.0, 373.353846186961, 21.3230769065193, 22.6461538130387]"
22,0.73333,"[327.0, 373.323076955439, 21.3384615222802, 22.6769230445605]"
23,0.76667,"[327.0, 373.292307723917, 21.3538461380411, 22.7076922760824]"
24,0.8,"[327.0, 373.261538492396, 21.369230753802, 22.7384615076042]"
25,0.83333,"[327.0, 373.230769260874, 21.384615369563, 22.7692307391261]"
26,0.86667,"[327.0, 373.200000029352, 21.3999999853239, 22.7999999706479]"
27,0.9,"[327.0, 373.16923079783, 21.4153846010848, 22.8307692021698]"
28,0.93333,"[327.0, 373.138461566308, 21.4307692168457, 22.8615384336916]"
29,0.96667,"[327.0, 373.107692334786, 21.4461538326067, 22.8923076652135]"
30,1.0,"[327.0, 373.076923103265, 21.4615384483676, 22.9230768967353]"
31,1.0333,"[327.0, 373.046153871743, 21.4769230641285, 22.9538461282572]"
32,1.0667,"[327.0, 373.015384640221, 21.4923076798894, 22.984615359779]"
33,1.1,"[327.0, 372.984615408699, 21.5076922956504, 23.0153845913009]"
