,time,object_1
0,0.0,"[366.0, 356.0, 22.0, 25.0]"
1,0.033333,"[365.925531967262, 355.797872482565, 22.0106382903914, 24.9680851288258]"
2,0.066667,"[365.851063881592, 355.595744821462, 22.0212765883442, 24.9361702349675]"
3,0.1,"[365.776595795923, 355.393617160359, 22.0319148862969, 24.9042553411092]"
4,0.13333,"[365.702127710253, 355.191489499256, 22.0425531842497, 24.8723404472508]"
5,0.16667,"[365.627659624584, 354.989361838154, 22.0531914822025, 24.8404255533925]"
6,0.2,"[365.553191538914, 354.787234177051, 22.0638297801553, 24.8085106595341]"
7,0.23333,"[365.478723453245, 354.585106515948, 22.0744680781081, 24.7765957656758]"
8,0.26667,"[365.404255367575, 354.382978854845, 22.0851063760608, 24.7446808718175]"
9,0.3,"[365.329787281906, 354.180851193742, 22.0957446740136, 24.7127659779591]"
10,0.33333,"[365.255319196236, 353.978723532639, 22.1063829719664, 24.6808510841008]"
11,0.36667,"[365.180851110567, 353.776595871537, 22.1170212699192, 24.6489361902424]"
12,0.4,"[365.106383024897, 353.574468210434, 22.127659567872, 24.6170212963841]"
13,0.43333,"[365.031914939228, 353.372340549331, 22.1382978658248, 24.5851064025257]"
14,0.46667,"[364.957446853558, 353.170212888228, 22.1489361637775, 24.5531915086674]"
15,0.5,"[364.882978767889, 352.968085227125, 22.1595744617303, 24.5212766148091]"
16,0.53333,"[364.808510682219, 352.765957566022, 22.1702127596831, 24.4893617209507]"
17,0.56667,"[364.73404259655, 352.563829904919, 22.1808510576359, 24.4574468270924]"
18,0.6,"[364.65957451088, 352.361702243817, 22.1914893555887, 24.425531933234]"
19,0.63333,"[364.585106425211, 352.159574582714, 22.2021276535414, 24.3936170393757]"
20,0.66667,"[364.510638339542, 351.957446921611, 22.2127659514942, 24.3617021455173]"
21,0.7,"[364.436170253872, 351.755319260508, 22.223404249447, 24.329787251659]"
22,0.73333,"[364.361702168203, 351.553191599405, 22.2340425473998, 24.2978723578007]"
23,0.76667,"[364.287234082533, 351.351063938302, 22.2446808453526, 24.2659574639423]"
24,0.8,"[364.212765996864, 351.148936277199, 22.2553191433053, 24.234042570084]"
25,0.83333,"[364.138297911194, 350.946808616097, 22.2659574412581, 24.2021276762256]"
26,0.86667,"[364.063829825525, 350.744680954994, 22.2765957392109, 24.1702127823673]"
27,0.9,"[363.989361739855, 350.542553293891, 22.2872340371637, 24.1382978885089]"
28,0.93333,"[363.914893654186, 350.340425632788, 22.2978723351165, 24.1063829946506]"
29,0.96667,"[363.840425568516, 350.138297971685, 22.3085106330692, 24.0744681007923]"
30,1.0,"[363.765957482847, 349.936170310582, 22.319148931022, 24.0425532069339]"
31,1.0333,"[363.691489397177, 349.73404264948, 22.3297872289748, 24.0106383130756]"
32,1.0667,"[363.617021311508, 349.531914988377, 22.3404255269276, 23.9787234192172]"
33,1.1,"[363.542553225838, 349.329787327274, 22.3510638248804, 23.9468085253589]"
34,1.1333,"[363.468085140169, 349.127659666171, 22.3617021228332, 23.9148936315005]"
35,1.1667,"[363.393617054499, 348.925532005068, 22.3723404207859, 23.8829787376422]"
36,1.2,"[363.31914896883, 348.723404343965, 22.3829787187387, 23.8510638437839]"
37,1.2333,"[363.24468088316, 348.521276682862, 22.3936170166915, 23.8191489499255]"
38,1.2667,"[363.170212797491, 348.31914902176, 22.4042553146443, 23.7872340560672]"
39,1.3,"[363.095744711821, 348.117021360657, 22.4148936125971, 23.7553191622088]"
40,1.3333,"[363.021276626152, 347.914893699554, 22.4255319105498, 23.7234042683505]"
41,1.3667,"[362.946808540482, 347.712766038451, 22.4361702085026, 23.6914893744921]"
42,1.4,"[362.872340454813, 347.510638377348, 22.4468085064554, 23.6595744806338]"
