,time,object_1
0,0.0,"[451.0, 338.0, 22.0, 24.0]"
1,0.033333,"[447.583333355096, 337.833333334395, 22.2499999984076, 23.5833333359873]"
2,0.066667,"[444.166666710191, 337.66666666879, 22.4999999968153, 23.1666666719745]"
3,0.1,"[440.750000065287, 337.500000003185, 22.7499999952229, 22.7500000079618]"
4,0.13333,"[437.333333420382, 337.33333333758, 22.9999999936306, 22.3333333439491]"
5,0.16667,"[433.916666775478, 337.166666671975, 23.2499999920382, 21.9166666799363]"
6,0.2,"[430.500000130573, 337.00000000637, 23.4999999904459, 21.5000000159236]"
7,0.23333,"[427.083333485669, 336.833333340764, 23.7499999888535, 21.0833333519108]"
8,0.26667,"[423.666666840764, 336.666666675159, 23.9999999872611, 20.6666666878981]"
9,0.3,"[420.25000019586, 336.500000009554, 24.2499999856688, 20.2500000238854]"
10,0.33333,"[416.833333550955, 336.333333343949, 24.4999999840764, 19.8333333598726]"
11,0.36667,"[413.416666906051, 336.166666678344, 24.7499999824841, 19.4166666958599]"
12,0.4,"[410.0, 336.0, 25.0, 19.0]"
13,0.43333,"[407.454545007949, 336.0, 24.909090893141, 19.181818213718]"
14,0.46667,"[404.909090015897, 336.0, 24.818181786282, 19.3636364274359]"
15,0.5,"[402.363635023846, 336.0, 24.7272726794231, 19.5454546411539]"
16,0.53333,"[399.818180031794, 336.0, 24.6363635725641, 19.7272728548718]"
17,0.56667,"[397.272725039743, 336.0, 24.5454544657051, 19.9090910685898]"
18,0.6,"[394.727270047691, 336.0, 24.4545453588461, 20.0909092823078]"
19,0.63333,"[392.18181505564, 336.0, 24.3636362519871, 20.2727274960257]"
20,0.66667,"[389.636360063588, 336.0, 24.2727271451282, 20.4545457097437]"
21,0.7,"[387.090905071537, 336.0, 24.1818180382692, 20.6363639234616]"
22,0.73333,"[384.545450079485, 336.0, 24.0909089314102, 20.8181821371796]"
23,0.76667,"[382.0, 336.0, 24.0, 21.0]"
24,0.8,"[379.083333351911, 335.583333335987, 24.3333333312102, 21.1666666656051]"
25,0.83333,"[376.166666703822, 335.166666671975, 24.6666666624204, 21.3333333312102]"
26,0.86667,"[373.250000055732, 334.750000007962, 24.9999999936306, 21.4999999968153]"
27,0.9,"[370.333333407643, 334.333333343949, 25.3333333248408, 21.6666666624204]"
28,0.93333,"[367.416666759554, 333.916666679936, 25.666666656051, 21.8333333280255]"
29,0.96667,"[364.500000111465, 333.500000015924, 25.9999999872611, 21.9999999936306]"
30,1.0,"[361.583333463376, 333.083333351911, 26.3333333184713, 22.1666666592357]"
31,1.0333,"[358.666666815287, 332.666666687898, 26.6666666496815, 22.3333333248408]"
32,1.0667,"[355.750000167197, 332.250000023885, 26.9999999808917, 22.4999999904459]"
33,1.1,"[352.833333519108, 331.833333359873, 27.3333333121019, 22.666666656051]"
34,1.1333,"[349.916666871019, 331.41666669586, 27.6666666433121, 22.8333333216561]"
35,1.1667,"[347.0, 331.0, 28.0, 23.0]"
36,1.2,"[344.35294134904, 330.647058846539, 27.8823529488462, 23.0588235255769]"
37,1.2333,"[341.70588269808, 330.294117693077, 27.7647058976925, 23.1176470511538]"
38,1.2667,"[339.058824047121, 329.941176539616, 27.6470588465387, 23.1764705767307]"
39,1.3,"[336.411765396161, 329.588235386155, 27.5294117953849, 23.2352941023075]"
40,1.3333,"[333.764706745201, 329.235294232693, 27.4117647442311, 23.2941176278844]"
41,1.3667,"[331.117648094241, 328.882353079232, 27.2941176930774, 23.3529411534613]"
42,1.4,"[328.470589443281, 328.529411925771, 27.1764706419236, 23.4117646790382]"
43,1.4333,"[325.823530792321, 328.17647077231, 27.0588235907698, 23.4705882046151]"
44,1.4667,"[323.176472141362, 327.823529618848, 26.9411765396161, 23.529411730192]"
45,1.5,"[320.529413490402, 327.470588465387, 26.8235294884623, 23.5882352557688]"
46,1.5333,"[317.882354839442, 327.117647311926, 26.7058824373085, 23.6470587813457]"
47,1.5667,"[315.235296188482, 326.764706158464, 26.5882353861548, 23.7058823069226]"
48,1.6,"[312.588237537522, 326.411765005003, 26.470588335001, 23.7647058324995]"
