,time,object_1
0,0.0,"[215.0, 237.0, 30.0, 27.0]"
1,0.033333,"[214.325000658125, 236.55000043875, 30.0499999512499, 27.074999926875]"
2,0.066667,"[213.65000064125, 236.1000004275, 30.0999999524999, 27.14999992875]"
3,0.1,"[212.975000624375, 235.65000041625, 30.1499999537499, 27.224999930625]"
4,0.13333,"[212.3000006075, 235.200000405, 30.1999999549999, 27.2999999325]"
5,0.16667,"[211.625000590625, 234.75000039375, 30.2499999562499, 27.374999934375]"
6,0.2,"[210.95000057375, 234.3000003825, 30.2999999574999, 27.44999993625]"
7,0.23333,"[210.275000556875, 233.85000037125, 30.3499999587499, 27.524999938125]"
8,0.26667,"[209.60000054, 233.40000036, 30.3999999599999, 27.59999994]"
9,0.3,"[208.925000523125, 232.95000034875, 30.4499999612499, 27.674999941875]"
10,0.33333,"[208.25000050625, 232.5000003375, 30.4999999624999, 27.74999994375]"
11,0.36667,"[207.575000489375, 232.05000032625, 30.54999996375, 27.824999945625]"
12,0.4,"[206.9000004725, 231.600000315, 30.599999965, 27.8999999475]"
13,0.43333,"[206.225000455625, 231.15000030375, 30.64999996625, 27.974999949375]"
14,0.46667,"[205.55000043875, 230.7000002925, 30.6999999675, 28.04999995125]"
15,0.5,"[204.875000421875, 230.25000028125, 30.74999996875, 28.124999953125]"
16,0.53333,"[204.200000405, 229.80000027, 30.79999997, 28.199999955]"
17,0.56667,"[203.525000388125, 229.35000025875, 30.84999997125, 28.274999956875]"
18,0.6,"[202.85000037125, 228.9000002475, 30.8999999725, 28.34999995875]"
19,0.63333,"[202.175000354375, 228.45000023625, 30.94999997375, 28.424999960625]"
20,0.66667,"[201.5000003375, 228.000000225, 30.999999975, 28.4999999625]"
21,0.7,"[200.825000320625, 227.55000021375, 31.04999997625, 28.574999964375]"
22,0.73333,"[200.15000030375, 227.1000002025, 31.0999999775, 28.64999996625]"
23,0.76667,"[199.475000286875, 226.65000019125, 31.14999997875, 28.724999968125]"
24,0.8,"[198.80000027, 226.20000018, 31.19999998, 28.79999997]"
25,0.83333,"[198.125000253125, 225.75000016875, 31.24999998125, 28.874999971875]"
26,0.86667,"[197.45000023625, 225.3000001575, 31.2999999825, 28.94999997375]"
27,0.9,"[196.775000219375, 224.85000014625, 31.34999998375, 29.024999975625]"
28,0.93333,"[196.1000002025, 224.400000135, 31.399999985, 29.0999999775]"
29,0.96667,"[195.425000185625, 223.95000012375, 31.44999998625, 29.174999979375]"
30,1.0,"[194.75000016875, 223.5000001125, 31.4999999875, 29.24999998125]"
31,1.0333,"[194.075000151875, 223.05000010125, 31.54999998875, 29.324999983125]"
32,1.0667,"[193.400000135, 222.60000009, 31.59999999, 29.399999985]"
33,1.1,"[192.725000118125, 222.15000007875, 31.64999999125, 29.474999986875]"
34,1.1333,"[192.05000010125, 221.7000000675, 31.6999999925, 29.54999998875]"
35,1.1667,"[191.375000084375, 221.25000005625, 31.74999999375, 29.624999990625]"
36,1.2,"[190.7000000675, 220.800000045, 31.799999995, 29.6999999925]"
37,1.2333,"[190.025000050625, 220.35000003375, 31.84999999625, 29.774999994375]"
38,1.2667,"[189.35000003375, 219.9000000225, 31.8999999975, 29.84999999625]"
39,1.3,"[188.675000016875, 219.45000001125, 31.94999999875, 29.924999998125]"
40,1.3333,"[188.0, 219.0, 32.0, 30.0]"
41,1.3667,"[187.285714285714, 219.0, 31.9047619047619, 29.9047619047619]"
42,1.4,"[186.571428571429, 219.0, 31.8095238095238, 29.8095238095238]"
43,1.4333,"[185.857142857143, 219.0, 31.7142857142857, 29.7142857142857]"
44,1.4667,"[185.142857142857, 219.0, 31.6190476190476, 29.6190476190476]"
45,1.5,"[184.428571428572, 219.0, 31.5238095238095, 29.5238095238095]"
46,1.5333,"[183.714285714286, 219.0, 31.4285714285714, 29.4285714285714]"
47,1.5667,"[183.0, 219.0, 31.3333333333333, 29.3333333333333]"
48,1.6,"[182.285714285714, 219.0, 31.2380952380952, 29.2380952380952]"
49,1.6333,"[181.571428571429, 219.0, 31.1428571428571, 29.1428571428571]"
50,1.6667,"[180.857142857143, 219.0, 31.047619047619, 29.047619047619]"
51,1.7,"[180.142857142857, 219.0, 30.9523809523809, 28.9523809523809]"
52,1.7333,"[179.428571428572, 219.0, 30.8571428571429, 28.8571428571429]"
53,1.7667,"[178.714285714286, 219.0, 30.7619047619048, 28.7619047619048]"
54,1.8,"[178.0, 219.0, 30.6666666666667, 28.6666666666667]"
55,1.8333,"[177.285714285714, 219.0, 30.5714285714286, 28.5714285714286]"
56,1.8667,"[176.571428571429, 219.0, 30.4761904761905, 28.4761904761905]"
57,1.9,"[175.857142857143, 219.0, 30.3809523809524, 28.3809523809524]"
58,1.9333,"[175.142857142857, 219.0, 30.2857142857143, 28.2857142857143]"
59,1.9667,"[174.428571428571, 219.0, 30.1904761904762, 28.1904761904762]"
60,2.0,"[173.714285714286, 219.0, 30.0952380952381, 28.0952380952381]"
61,2.0333,"[173.0, 219.0, 30.0, 28.0]"
62,2.0667,"[172.19999924, 219.20000019, 30.0500000475, 28.100000095]"
63,2.1,"[171.39999928, 219.40000018, 30.100000045, 28.20000009]"
64,2.1333,"[170.59999932, 219.60000017, 30.1500000425, 28.300000085]"
65,2.1667,"[169.79999936, 219.80000016, 30.20000004, 28.40000008]"
66,2.2,"[168.9999994, 220.00000015, 30.2500000375, 28.500000075]"
67,2.2333,"[168.19999944, 220.20000014, 30.300000035, 28.60000007]"
68,2.2667,"[167.39999948, 220.40000013, 30.3500000325, 28.700000065]"
69,2.3,"[166.59999952, 220.60000012, 30.40000003, 28.80000006]"
70,2.3333,"[165.79999956, 220.80000011, 30.4500000275, 28.900000055]"
71,2.3667,"[164.9999996, 221.0000001, 30.500000025, 29.00000005]"
72,2.4,"[164.19999964, 221.20000009, 30.5500000225, 29.100000045]"
73,2.4333,"[163.39999968, 221.40000008, 30.60000002, 29.20000004]"
74,2.4667,"[162.59999972, 221.60000007, 30.6500000175, 29.300000035]"
75,2.5,"[161.79999976, 221.80000006, 30.700000015, 29.40000003]"
76,2.5333,"[160.9999998, 222.00000005, 30.7500000125, 29.500000025]"
77,2.5667,"[160.19999984, 222.20000004, 30.80000001, 29.60000002]"
78,2.6,"[159.39999988, 222.40000003, 30.8500000075, 29.700000015]"
79,2.6333,"[158.59999992, 222.60000002, 30.900000005, 29.80000001]"
80,2.6667,"[157.79999996, 222.80000001, 30.9500000025, 29.900000005]"
81,2.7,"[157.0, 223.0, 31.0, 30.0]"
82,2.7333,"[156.062500878906, 223.187499824219, 31.0, 30.0]"
83,2.7667,"[155.125000820312, 223.374999835937, 31.0, 30.0]"
84,2.8,"[154.187500761719, 223.562499847656, 31.0, 30.0]"
85,2.8333,"[153.250000703125, 223.749999859375, 31.0, 30.0]"
86,2.8667,"[152.312500644531, 223.937499871094, 31.0, 30.0]"
87,2.9,"[151.375000585937, 224.124999882812, 31.0, 30.0]"
88,2.9333,"[150.437500527344, 224.312499894531, 31.0, 30.0]"
89,2.9667,"[149.50000046875, 224.49999990625, 31.0, 30.0]"
90,3.0,"[148.562500410156, 224.687499917969, 31.0, 30.0]"
91,3.0333,"[147.625000351562, 224.874999929687, 31.0, 30.0]"
92,3.0667,"[146.687500292969, 225.062499941406, 31.0, 30.0]"
93,3.1,"[145.750000234375, 225.249999953125, 31.0, 30.0]"
94,3.1333,"[144.812500175781, 225.437499964844, 31.0, 30.0]"
95,3.1667,"[143.875000117187, 225.624999976562, 31.0, 30.0]"
96,3.2,"[142.937500058594, 225.812499988281, 31.0, 30.0]"
97,3.2333,"[142.0, 226.0, 31.0, 30.0]"
98,3.2667,"[141.3200006528, 225.8800001152, 30.800000192, 29.8800001152]"
99,3.3,"[140.6400006256, 225.7600001104, 30.600000184, 29.7600001104]"
100,3.3333,"[139.9600005984, 225.6400001056, 30.400000176, 29.6400001056]"
101,3.3667,"[139.2800005712, 225.5200001008, 30.200000168, 29.5200001008]"
102,3.4,"[138.600000544, 225.400000096, 30.00000016, 29.400000096]"
103,3.4333,"[137.9200005168, 225.2800000912, 29.800000152, 29.2800000912]"
104,3.4667,"[137.2400004896, 225.1600000864, 29.600000144, 29.1600000864]"
105,3.5,"[136.5600004624, 225.0400000816, 29.400000136, 29.0400000816]"
106,3.5333,"[135.8800004352, 224.9200000768, 29.200000128, 28.9200000768]"
107,3.5667,"[135.200000408, 224.800000072, 29.00000012, 28.800000072]"
108,3.6,"[134.5200003808, 224.6800000672, 28.800000112, 28.6800000672]"
109,3.6333,"[133.8400003536, 224.5600000624, 28.600000104, 28.5600000624]"
110,3.6667,"[133.1600003264, 224.4400000576, 28.400000096, 28.4400000576]"
111,3.7,"[132.4800002992, 224.3200000528, 28.200000088, 28.3200000528]"
112,3.7333,"[131.800000272, 224.200000048, 28.00000008, 28.200000048]"
113,3.7667,"[131.1200002448, 224.0800000432, 27.800000072, 28.0800000432]"
114,3.8,"[130.4400002176, 223.9600000384, 27.600000064, 27.9600000384]"
115,3.8333,"[129.7600001904, 223.8400000336, 27.400000056, 27.8400000336]"
116,3.8667,"[129.0800001632, 223.7200000288, 27.200000048, 27.7200000288]"
117,3.9,"[128.400000136, 223.600000024, 27.00000004, 27.600000024]"
118,3.9333,"[127.7200001088, 223.4800000192, 26.800000032, 27.4800000192]"
119,3.9667,"[127.0400000816, 223.3600000144, 26.600000024, 27.3600000144]"
120,4.0,"[126.3600000544, 223.2400000096, 26.400000016, 27.2400000096]"
121,4.0333,"[125.6800000272, 223.1200000048, 26.200000008, 27.1200000048]"
122,4.0667,"[125.0, 223.0, 26.0, 27.0]"
123,4.1,"[124.4, 222.733333333334, 26.2666666666667, 26.8666666666667]"
124,4.1333,"[123.8, 222.466666666667, 26.5333333333333, 26.7333333333333]"
125,4.1667,"[123.2, 222.2, 26.8, 26.6]"
126,4.2,"[122.6, 221.933333333333, 27.0666666666667, 26.4666666666667]"
127,4.2333,"[122.0, 221.666666666667, 27.3333333333333, 26.3333333333333]"
128,4.2667,"[121.4, 221.4, 27.6, 26.2]"
129,4.3,"[120.8, 221.133333333333, 27.8666666666667, 26.0666666666667]"
130,4.3333,"[120.2, 220.866666666667, 28.1333333333333, 25.9333333333333]"
131,4.3667,"[119.6, 220.6, 28.4, 25.8]"
132,4.4,"[119.0, 220.333333333333, 28.6666666666667, 25.6666666666667]"
133,4.4333,"[118.4, 220.066666666667, 28.9333333333333, 25.5333333333333]"
134,4.4667,"[117.8, 219.8, 29.2, 25.4]"
135,4.5,"[117.2, 219.533333333333, 29.4666666666667, 25.2666666666667]"
136,4.5333,"[116.6, 219.266666666667, 29.7333333333333, 25.1333333333333]"
137,4.5667,"[116.0, 219.0, 30.0, 25.0]"
138,4.6,"[115.9, 218.833333333333, 29.9333333333333, 25.0666666666667]"
139,4.6333,"[115.8, 218.666666666666, 29.8666666666667, 25.1333333333333]"
140,4.6667,"[115.7, 218.5, 29.8, 25.2]"
141,4.7,"[115.6, 218.333333333333, 29.7333333333333, 25.2666666666667]"
142,4.7333,"[115.5, 218.166666666666, 29.6666666666667, 25.3333333333333]"
143,4.7667,"[115.4, 218.0, 29.6, 25.4]"
144,4.8,"[115.3, 217.833333333333, 29.5333333333333, 25.4666666666667]"
145,4.8333,"[115.2, 217.666666666666, 29.4666666666667, 25.5333333333333]"
146,4.8667,"[115.1, 217.5, 29.4, 25.6]"
147,4.9,"[115.0, 217.333333333333, 29.3333333333333, 25.6666666666667]"
148,4.9333,"[114.9, 217.166666666666, 29.2666666666667, 25.7333333333333]"
149,4.9667,"[114.8, 217.0, 29.2, 25.8]"
150,5.0,"[114.7, 216.833333333333, 29.1333333333333, 25.8666666666667]"
151,5.0333,"[114.6, 216.666666666667, 29.0666666666667, 25.9333333333333]"
152,5.0667,"[114.5, 216.5, 29.0, 26.0]"
153,5.1,"[114.4, 216.333333333333, 28.9333333333333, 26.0666666666667]"
154,5.1333,"[114.3, 216.166666666667, 28.8666666666667, 26.1333333333333]"
155,5.1667,"[114.2, 216.0, 28.8, 26.2]"
156,5.2,"[114.1, 215.833333333333, 28.7333333333333, 26.2666666666667]"
157,5.2333,"[114.0, 215.666666666667, 28.6666666666667, 26.3333333333333]"
158,5.2667,"[113.9, 215.5, 28.6, 26.4]"
159,5.3,"[113.8, 215.333333333333, 28.5333333333333, 26.4666666666667]"
160,5.3333,"[113.7, 215.166666666667, 28.4666666666667, 26.5333333333333]"
161,5.3667,"[113.6, 215.0, 28.4, 26.6]"
162,5.4,"[113.5, 214.833333333333, 28.3333333333333, 26.6666666666667]"
