,time,object_1
0,0.0,"[21.0, 340.0, 22.0, 23.0]"
1,0.033333,"[34.0, 338.0, 28.0, 27.0]"
2,0.066667,"[46.0, 337.0, 23.0, 21.0]"
3,0.1,"[55.0, 336.0, 26.0, 25.0]"
4,0.13333,"[64.0, 335.0, 29.0, 25.0]"
5,0.16667,"[76.0, 342.0, 29.0, 22.0]"
6,0.2,"[89.0, 342.0, 40.0, 29.0]"
7,0.23333,"[102.0, 342.0, 28.0, 25.0]"
8,0.26667,"[106.0, 340.0, 41.0, 32.0]"
9,0.3,"[119.0, 340.0, 31.0, 26.0]"
10,0.33333,"[129.0, 341.0, 44.0, 27.0]"
11,0.36667,"[151.0, 340.0, 26.0, 25.0]"
12,0.4,"[153.0, 341.0, 30.0, 24.0]"
13,0.43333,"[164.0, 342.0, 34.0, 27.0]"
14,0.46667,"[177.0, 342.0, 36.0, 30.0]"
15,0.5,"[186.0, 342.0, 48.0, 31.0]"
16,0.53333,"[207.0, 345.0, 36.0, 31.0]"
17,0.56667,"[219.0, 343.0, 30.0, 32.0]"
18,0.6,"[230.0, 345.0, 32.0, 26.0]"
19,0.63333,"[240.0, 341.0, 39.0, 31.0]"
20,0.66667,"[255.0, 341.0, 38.0, 34.0]"
21,0.7,"[268.0, 345.0, 28.0, 28.0]"
22,0.73333,"[271.0, 350.0, 36.0, 28.0]"
23,0.76667,"[286.0, 351.0, 32.0, 26.0]"
24,0.8,"[305.0, 355.0, 28.0, 22.0]"
25,0.83333,"[309.0, 355.0, 28.0, 22.0]"
26,0.86667,"[317.0, 354.0, 35.0, 28.0]"
27,0.9,"[327.0, 355.0, 39.0, 23.0]"
28,0.93333,"[341.0, 354.0, 28.0, 24.0]"
29,0.96667,"[350.0, 360.0, 37.0, 24.0]"
30,1.0,"[363.0, 359.0, 33.0, 26.0]"
31,1.0333,"[375.0, 364.0, 29.0, 25.0]"
32,1.0667,"[383.0, 363.0, 28.0, 24.0]"
33,1.1,"[394.745241581259, 364.94729136164, 27.8301610541727, 23.3045387994143]"
34,1.1333,"[407.752562225476, 362.0, 26.0, 28.0]"
35,1.1667,"[415.0, 361.0, 23.0, 29.0]"
36,1.2,"[429.0, 361.0, 28.0, 32.0]"
37,1.2333,"[433.0, 361.0, 26.0, 35.0]"
38,1.2667,"[443.0, 368.0, 32.0, 28.0]"
39,1.3,"[459.0, 375.0, 24.0, 24.0]"
40,1.3333,"[467.0, 375.0, 22.0, 25.0]"
41,1.3667,"[473.0, 377.0, 32.0, 27.0]"
42,1.4,"[485.0, 378.0, 22.0, 22.0]"
43,1.4333,"[492.0, 377.0, 29.0, 26.0]"
44,1.4667,"[503.0, 382.0, 22.0, 19.0]"
45,1.5,"[508.0, 381.0, 35.0, 25.0]"
46,1.5333,"[519.0, 384.0, 41.0, 24.0]"
47,1.5667,"[532.0, 387.0, 27.0, 23.0]"
48,1.6,"[540.0, 385.0, 31.0, 32.0]"
49,1.6333,"[547.0, 384.0, 26.0, 36.0]"
50,1.6667,"[547.0, 383.0, 43.0, 43.0]"
51,1.7,"[567.0, 390.0, 34.0, 31.0]"
52,1.7333,"[577.0, 390.0, 25.0, 25.0]"
