,time,object_1,object_2
0,0.0,"[41.6518859863281, 180.234069824219, 31.8641204833984, 29.0833587646484]","[nan, nan, nan, nan]"
1,0.033333,"[43.8364295959473, 181.88932800293, 31.7448692321777, 28.9761047363281]","[nan, nan, nan, nan]"
2,0.066667,"[48.5262222290039, 184.296127319336, 32.1834030151367, 29.3731536865234]","[nan, nan, nan, nan]"
3,0.1,"[51.0959281921387, 185.699096679688, 32.3162117004395, 29.4694061279297]","[nan, nan, nan, nan]"
4,0.13333,"[56.2822074890137, 189.372436523438, 32.241512298584, 29.37939453125]","[nan, nan, nan, nan]"
5,0.16667,"[58.5775032043457, 191.521438598633, 32.6950340270996, 29.8251495361328]","[nan, nan, nan, nan]"
6,0.2,"[63.549201965332, 10.0, 196.115234375, 97.0]","[32.0, 30.0, 29.0, 35.0]"
7,0.23333,"[65.9394378662109, 16.0, 198.446563720703, 101.0]","[32.0, 27.0, 29.0, 35.0]"
8,0.26667,"[70.2621841430664, 21.0, 202.520462036133, 100.0]","[32.0, 25.0, 30.0, 30.0]"
9,0.3,"[75.0304870605469, 23.0, 206.993103027344, 100.0]","[32.0, 36.0, 29.0, 37.0]"
10,0.33333,"[77.3424606323242, 28.0, 209.37483215332, 102.0]","[32.0, 33.0, 29.0, 38.0]"
11,0.36667,"[81.5407028198242, 35.0, 213.459075927734, 104.0]","[32.0, 32.0, 29.0, 32.0]"
12,0.4,"[85.4113693237305, 38.0, 217.527282714844, 105.0]","[33.0, 31.0, 30.0, 35.0]"
13,0.43333,"[87.4998779296875, 43.0, 219.751678466797, 104.0]","[32.0, 30.0, 30.0, 33.0]"
14,0.46667,"[91.6786117553711, 49.0, 224.424819946289, 102.0]","[32.0, 30.0, 29.0, 31.0]"
15,0.5,"[93.4131774902344, 58.0, 226.512054443359, 105.0]","[33.0, 20.0, 30.0, 25.0]"
16,0.53333,"[97.3893585205078, 56.0, 231.274383544922, 99.0]","[32.0, 34.0, 29.0, 33.0]"
17,0.56667,"[98.9135818481445, 58.0, 233.52018737793, 105.0]","[32.0, 35.0, 30.0, 30.0]"
18,0.6,"[102.542671203613, 60.0, 238.376953125, 102.0]","[32.0, 34.0, 29.0, 31.0]"
19,0.63333,"[104.343276977539, 66.0, 240.475799560547, 106.0]","[32.0, 34.0, 29.0, 36.0]"
20,0.66667,"[107.772598266602, 72.0, 245.456604003906, 109.0]","[32.0, 30.0, 29.0, 29.0]"
21,0.7,"[109.312049865723, 80.0, 248.038238525391, 110.0]","[32.0, 30.0, 29.0, 35.0]"
22,0.73333,"[112.372856140137, 81.0, 252.581176757812, 105.0]","[33.0, 31.0, 30.0, 40.0]"
23,0.76667,"[115.615745544434, 83.0, 257.471588134766, 105.0]","[32.0, 23.0, 29.0, 28.0]"
24,0.8,"[117.224403381348, 83.0, 260.235687255859, 99.0]","[32.0, 34.0, 29.0, 43.0]"
25,0.83333,"[120.15763092041, 86.0, 264.971557617188, 98.0]","[32.0, 34.0, 29.0, 43.0]"
26,0.86667,"[121.963859558105, 91.0, 267.421997070312, 104.0]","[32.0, 38.0, 29.0, 39.0]"
27,0.9,"[124.867340087891, 95.0, 272.260314941406, 110.0]","[32.0, 35.0, 29.0, 35.0]"
28,0.93333,"[127.835311889648, 103.0, 277.077362060547, 113.0]","[32.0, 27.0, 29.0, 29.0]"
29,0.96667,"[130.731231689453, 104.0, 281.726745605469, 115.0]","[32.0, 30.0, 30.0, 29.0]"
30,1.0,"[132.490493774414, 107.0, 284.235992431641, 117.0]","[32.0, 26.0, 29.0, 28.0]"
31,1.0333,"[135.18635559082, 109.0, 288.771453857422, 113.0]","[32.0, 26.0, 30.0, 33.0]"
32,1.0667,"[138.355682373047, 112.0, 293.526519775391, 112.0]","[32.0, 29.0, 29.0, 36.0]"
33,1.1,"[139.468338012695, 110.0, 295.511840820312, 112.0]","[32.0, 29.0, 30.0, 35.0]"
34,1.1333,"[142.738586425781, 114.0, 300.452178955078, 114.0]","[32.0, 30.0, 29.0, 33.0]"
35,1.1667,"[110.465575993148, 145.218536376953, 117.451845763892, 305.501373291016]","[46.0, 32.0, 35.0, 29.0]"
36,1.2,"[113.288268864242, 146.337463378906, 121.562396048103, 307.668579101562]","[44.0, 33.0, 33.0, 30.0]"
37,1.2333,"[114.734908700164, 149.345916748047, 122.821886657447, 312.548034667969]","[44.0, 32.0, 35.0, 29.0]"
38,1.2667,"[116.195854187012, 150.42204284668, 112.935653686523, 314.577453613281]","[47.1435317993164, 33.0404968261719, 37.7835235595703, 30.2424621582031]"
